chr,TnG_start,TnG_end,peaks
chr4,120120244,120120262,[5605]
chr4,120793654,120793673,[5909]
chr4,120925506,120925524,[6590]
chr4,122934316,122934335,[6133]
chr4,123571934,123571952,[6220]
chr4,126194457,126194475,[5274]
chr4,127022511,127022529,[6428]
chr4,127146897,127146915,[5384]
chr4,128735516,128735534,[5915]
chr4,128741014,128741032,[5132]
chr4,129249663,129249681,[6415]
chr4,129570652,129570670,[6465]
chr4,129641604,129641622,[6636]
chr4,129805563,129805581,[5698]
chr4,129828190,129828208,[6273]
chr4,130899940,130899958,[5949]
chr4,132353733,132353752,[5726]
chr4,132659280,132659299,[6425]
chr4,133182631,133182650,[5429]
chr4,133250878,133250896,[5904]
chr4,133278062,133278080,[6597]
chr4,133707360,133707379,[6345]
chr4,133836954,133836972,[6198]
chr4,134370526,134370545,[5516]
chr4,134505225,134505243,[5308]
chr4,135271668,135271686,[5369]
chr4,135483945,135483964,[5411]
chr4,135855554,135855572,[6514]
chr4,136089829,136089847,[5572]
chr4,137367807,137367825,[6441]
chr4,137388755,137388774,[6471]
chr4,137892347,137892365,[5456]
chr4,138914335,138914353,[6498]
chr4,139289526,139289544,[6211]
chr4,139456527,139456545,[5569]
chr4,140601363,140601381,[5937]
chr4,148050465,148050483,[5761]
chr4,149283295,149283313,[5134]
chr4,149658330,149658349,[6276]
chr4,149658538,149658556,[6276]
chr4,149871948,149871966,[5498]
chr4,150339227,150339245,[5712]
chr4,150454166,150454184,[5332]
chr4,150545244,150545262,[6359]
chr4,150565743,150565761,[5227]
chr4,150915463,150915481,[6167]
chr4,150939964,150939982,[5934]
chr4,155162349,155162367,[6261]
chr4,155197869,155197887,[5941]
chr4,155245883,155245901,[6115]
chr4,155831493,155831511,[6448]
chr5,3654483,3654501,[6787]
chr5,3670100,3670119,[7413]
chr5,5014679,5014697,[7621]
chr5,5775631,5775649,[7383]
chr5,7122894,7122912,[7298]
chr5,11144975,11144993,[7390]
chr5,11884373,11884391,[7054]
chr5,12427407,12427425,[7915]
chr5,17605608,17605626,[7373]
chr5,18629675,18629694,[7062]
chr5,18746398,18746416,[8103]
chr5,19444898,19444916,[7254]
chr5,21213142,21213161,[6974]
chr5,22487548,22487566,[7374]
chr5,23386607,23386625,[8223]
chr5,23387410,23387428,[8223]
chr5,23974034,23974052,[6680]
chr5,25478991,25479009,[7794]
chr5,27608688,27608706,[7170]
chr5,28647572,28647590,[8171]
chr5,31516818,31516836,[7916]
chr5,31785295,31785313,[7117]
chr5,31985356,31985374,[6703]
chr5,31985434,31985452,[6703]
chr5,32477628,32477646,[6951]
chr5,32760135,32760153,[7712]
chr5,33392686,33392704,[6807]
chr5,36860500,36860518,[7184]
chr5,36860589,36860608,[7184]
chr5,37066880,37066898,[8127]
chr5,38598800,38598818,[7163]
chr5,39048402,39048420,[7623]
chr5,40017647,40017665,[7493]
chr5,41008059,41008077,[7160]
chr5,41008143,41008161,[7160]
chr5,41008188,41008206,[7160]
chr5,42462158,42462176,[7522]
chr5,44071670,44071688,[7080]
chr5,44862095,44862113,[7420]
chr5,45615829,45615847,[6710]
chr5,45730141,45730159,[7394]
chr5,49630100,49630118,[7082]
chr5,50071873,50071891,[7449]
chr5,50206192,50206211,[6671]
chr5,51069465,51069483,[6670]
chr5,51198101,51198119,[7630]
chr5,51949519,51949537,[7331]
chr5,52189705,52189724,[8251]
chr5,55182880,55182898,[6889]
chr5,55907558,55907576,[6842]
chr5,57519505,57519523,[7356]
chr5,57706313,57706331,[7844]
chr5,58883086,58883104,[6901]
chr5,60868279,60868297,[6788]
chr5,63962713,63962731,[6724]
chr5,64161182,64161200,[8254]
chr5,64684081,64684099,[7954]
chr5,64806077,64806095,[7626]
chr5,65795486,65795504,[7658]
chr5,65856998,65857016,[7789]
chr5,67116592,67116610,[7079]
chr5,70670432,70670450,[7614]
chr5,72161155,72161173,[7974]
chr5,72178726,72178744,[7922]
chr5,72204649,72204668,[7730]
chr5,72340624,72340642,[6960]
chr5,72812001,72812020,[7769]
chr5,72869073,72869091,[7979]
chr5,73286725,73286744,[7316]
chr5,73586162,73586180,[8058]
chr5,74019921,74019939,[7035]
chr5,75640922,75640940,[6959]
chr5,77070219,77070237,[8089]
chr5,79419206,79419225,[7100]
chr5,80520587,80520605,[7067]
chr5,82171383,82171401,[7482]
chr5,86004543,86004561,[7640]
chr5,86037962,86037981,[6706]
chr5,88458523,88458541,[7359]
chr5,88897626,88897644,[8041]
chr5,91697121,91697139,[7135]
chr5,92374986,92375004,[6909]
chr5,97180353,97180371,[6830]
chr5,100728788,100728806,[7173]
chr5,103519227,103519250,[7772]
chr5,105292431,105292449,[7711]
chr5,105701581,105701600,[7158]
chr5,106803155,106803173,[7256]
chr5,107264967,107264985,[7793]
chr5,107960756,107960774,[7786]
chr5,110839078,110839096,[7006]
chr5,110881309,110881327,[7404]
chr5,112287422,112287440,[8209]
chr5,113842325,113842343,[8093]
chr5,114505451,114505469,[7326]
chr5,114897359,114897378,[7760]
chr5,115204008,115204026,[7221]
chr5,115490486,115490504,[8261]
chr5,115490564,115490582,[8261]
chr5,116625530,116625548,[7036]
chr5,118381259,118381277,[7361]
chr5,118604721,118604739,[7673]
chr5,121562520,121562538,[6731]
chr5,122131643,122131661,[8157]
chr5,122228564,122228582,[7740]
chr5,122591392,122591410,[7213]
chr5,122698585,122698603,[7933]
chr5,122833035,122833053,[7526]
chr5,122945861,122945879,[6929]
chr5,123133738,123133756,[7284]
chr5,123244502,123244520,[7487]
chr5,124614741,124614759,[7107]
chr5,124944682,124944700,[8110]
chr5,125466097,125466115,[7803]
chr5,127617525,127617543,[7938]
chr5,127904225,127904243,[7152]
chr5,128588721,128588739,[6812]
chr5,129105944,129105962,[6685]
chr5,129887698,129887716,[7850]
chr5,134236650,134236668,[7864]
chr5,135115494,135115512,[7689]
chr5,137694035,137694053,[6767]
chr5,138603650,138603668,[7068]
chr5,140332297,140332316,[6785]
chr5,140505647,140505665,[8119]
chr5,140638238,140638256,[6692]
chr5,140702485,140702504,[7830]
chr5,141305957,141305975,[7323]
chr5,147331868,147331887,[7050]
chr5,148501235,148501254,[7997]
chr5,148501325,148501343,[7997]
chr5,150186474,150186492,[6859]
chr5,150223730,150223748,[7682]
chr5,150379437,150379455,[7204]
chr6,4167230,4167248,[8471]
chr6,4888762,4888780,[8452]
chr6,5271728,5271746,[8299]
chr6,6754548,6754571,[8386]
chr6,6754673,6754691,[8386]
chr6,8512657,8512675,[8721]
chr6,8735174,8735193,[9483]
chr6,8735502,8735520,[9483]
chr6,12783389,12783407,[8482]
chr6,13070174,13070192,[9558]
chr6,13841330,13841348,[8588]
chr6,14751441,14751459,[8960]
chr6,15322282,15322300,[8725]
chr6,15728452,15728470,[8633]
chr6,17099046,17099064,[8355]
chr6,17259693,17259711,[9162]
chr6,18860547,18860565,[8576]
chr6,21313837,21313855,[8783]
chr6,22395082,22395101,[8353]
chr6,22496023,22496041,[8827]
chr6,24530275,24530294,[8852]
chr6,27289461,27289479,[8344]
chr6,28318880,28318898,[8640]
chr6,28729555,28729573,[8643]
chr6,31233314,31233332,[8701]
chr6,31489992,31490010,[8395]
chr6,32767314,32767332,[8644]
chr6,33307349,33307367,[9390]
chr6,34988149,34988167,[8320]
chr6,37054468,37054486,[9569]
chr6,37054944,37054962,[9569]
chr6,39451268,39451286,[8675]
chr6,41151156,41151174,[9038]
chr6,41216328,41216346,[9436]
chr6,41554280,41554298,[9560]
chr6,47350056,47350074,[8932]
chr6,47561234,47561253,[8879]
chr6,48546631,48546649,[8987]
chr6,48700486,48700504,[8988]
chr6,48718532,48718551,[9046]
chr6,49356548,49356566,[8399]
chr6,50303419,50303438,[9086]
chr6,50455524,50455542,[9603]
chr6,51529319,51529337,[8832]
chr6,51618467,51618485,[8322]
chr6,53700027,53700045,[9208]
chr6,54120103,54120121,[9570]
chr6,54229036,54229054,[9012]
chr6,54705356,54705375,[8494]
chr6,54737470,54737489,[9412]
chr6,56703977,56703995,[9625]
chr6,58759017,58759035,[8796]
chr6,59013960,59013978,[9254]
chr6,61177774,61177792,[8346]
chr6,68581793,68581811,[8409]
chr6,70798416,70798434,[8410]
chr6,70824571,70824589,[9612]
chr6,71593241,71593259,[8458]
chr6,71831583,71831602,[9630]
chr6,73118224,73118242,[8470]
chr6,79291331,79291349,[8423]
chr6,79605061,79605079,[8440]
chr6,81679062,81679080,[8673]
chr6,82921613,82921632,[9529]
chr6,82996952,82996971,[8982]
chr6,82997062,82997080,[8982]
chr6,83457189,83457207,[9640]
chr6,83457323,83457341,[9640]
chr6,83506749,83506768,[9457]
chr6,83688910,83688928,[8469]
chr6,85159219,85159237,[8929]
chr6,87502932,87502950,[9550]
chr6,87829852,87829870,[9151]
chr6,88419616,88419634,[9016]
chr6,93205464,93205482,[8468]
chr6,94967286,94967304,[8759]
chr6,95971966,95971984,[9292]
chr6,97405150,97405168,[8493]
chr6,98085305,98085323,[9020]
chr6,99261638,99261657,[9565]
chr6,99266580,99266599,[9183]
chr6,99328227,99328245,[8937]
chr6,99374636,99374655,[9508]
chr6,99380206,99380224,[9393]
chr6,99394681,99394699,[9551]
chr6,99397832,99397850,[8433]
chr6,99397914,99397932,[8433]
chr6,99719500,99719518,[8332]
chr6,100210411,100210429,[9242]
chr6,108098687,108098705,[9366]
chr6,108113048,108113066,[8886]
chr6,108549432,108549451,[9352]
chr6,108657540,108657558,[8393]
chr6,111108874,111108892,[8613]
chr6,114849226,114849244,[8609]
chr6,115365604,115365622,[9096]
chr6,115405702,115405720,[8717]
chr6,115538816,115538835,[9199]
chr6,115852778,115852797,[9635]
chr6,116056849,116056885,[8683]
chr6,118455689,118455708,[9535]
chr6,119482055,119482073,[9111]
chr6,119541843,119541861,[8414]
chr6,119635439,119635457,[9285]
chr6,119737966,119737984,[8548]
chr6,119903789,119903807,[9076]
chr6,120467149,120467167,[9201]
chr6,121130854,121130872,[9590]
chr6,122761354,122761372,[8554]
chr6,124423358,124423376,[8412]
chr6,124423388,124423406,[8412]
chr6,124740458,124740476,[9599]
chr6,124779750,124779768,[8735]
chr6,125237614,125237632,[8584]
chr6,125381877,125381895,[9093]
chr6,125572953,125572971,[9594]
chr6,127104382,127104400,[8380]
chr6,127372753,127372772,[8661]
chr6,127635037,127635056,[8659]
chr6,129260186,129260205,[9200]
chr6,129283624,129283642,[9273]
chr6,129306873,129306891,[8600]
chr6,129532919,129532937,[9462]
chr6,134898638,134898656,[9619]
chr6,135417839,135417857,[9305]
chr6,136450403,136450422,[9372]
chr6,136744029,136744048,[8781]
chr6,136828508,136828526,[9549]
chr6,136947210,136947229,[9033]
chr6,136978200,136978218,[8314]
chr6,137456675,137456693,[8941]
chr6,139811256,139811274,[8877]
chr6,140514522,140514541,[8795]
chr6,141889599,141889617,[8566]
chr6,142561243,142561262,[8420]
chr6,142659298,142659316,[8405]
chr6,142867470,142867488,[9584]
chr6,142885645,142885663,[9310]
chr6,142942121,142942139,[9280]
chr6,143957204,143957223,[9035]
chr6,143990973,143990992,[8997]
chr6,146636439,146636457,[8645]
chr6,147476284,147476303,[9515]
chr6,147952423,147952441,[8605]
chr6,147999939,147999957,[9459]
chr6,148165431,148165449,[8620]
chr6,149193710,149193729,[9047]
chr7,4685153,4685171,[10955]
chr7,6283467,6283485,[10652]
chr7,11826087,11826105,[10377]
chr7,15922289,15922307,[10982]
chr7,16023659,16023677,[10086]
chr7,16262319,16262337,[9715]
chr7,16322134,16322152,[10104]
chr7,16406112,16406130,[10969]
chr7,16493642,16493660,[9846]
chr7,16682594,16682612,[10689]
chr7,17945363,17945381,[10049]
chr7,19859862,19859880,[9977]
chr7,25107284,25107303,[9714]
chr7,25417160,25417178,[10042]
chr7,25680793,25680811,[10930]
chr7,25774927,25774945,[10595]
chr7,27167082,27167100,[11175]
chr7,27473048,27473066,[11182]
chr7,27591422,27591440,[11209]
chr7,27933622,27933640,[10411]
chr7,28726523,28726541,[10560]
chr7,28823799,28823817,[10456]
chr7,29590553,29590571,[9792]
chr7,30232786,30232805,[9957]
chr7,30609140,30609158,[10508]
chr7,30685330,30685348,[9750]
chr7,30887696,30887714,[10177]
chr7,30940496,30940514,[9883]
chr7,35232536,35232555,[10670]
chr7,35232649,35232667,[10670]
chr7,40966012,40966030,[11076]
chr7,41632341,41632359,[10290]
chr7,41633091,41633109,[11181]
chr7,43465654,43465672,[10430]
chr7,43756369,43756387,[9702]
chr7,44892534,44892552,[10198]
chr7,45715454,45715472,[9898]
chr7,47111830,47111848,[10021]
chr7,48909075,48909093,[10865]
chr7,48916416,48916434,[10953]
chr7,51696618,51696636,[10252]
chr7,51710021,51710039,[9956]
chr7,54414525,54414543,[9693]
chr7,59293400,59293418,[10677]
chr7,62915551,62915569,[10182]
chr7,64042898,64042916,[10922]
chr7,67389957,67389975,[10630]
chr7,67653892,67653910,[9973]
chr7,70995892,70995910,[9691]
chr7,71721581,71721600,[10684]
chr7,71721646,71721664,[10684]
chr7,72408565,72408583,[9899]
chr7,75385252,75385270,[11014]
chr7,75399340,75399358,[10774]
chr7,75420360,75420378,[10110]
chr7,75531338,75531356,[10603]
chr7,75560067,75560085,[9675]
chr7,76237705,76237723,[10996]
chr7,78400826,78400844,[9664]
chr7,80192666,80192684,[10052]
chr7,80404049,80404067,[10349]
chr7,80978798,80978820,[10731]
chr7,83288200,83288218,[10878]
chr7,83412892,83412910,[10795]
chr7,83655638,83655657,[10827]
chr7,84689417,84689436,[11122]
chr7,87288112,87288130,[9773]
chr7,90473848,90473866,[10401]
chr7,94233749,94233767,[10977]
chr7,95884416,95884434,[10264]
chr7,97536803,97536821,[9759]
chr7,97748876,97748894,[11215]
chr7,99674488,99674506,[9982]
chr7,99862995,99863013,[10212]
chr7,99864242,99864260,[10473]
chr7,99889686,99889704,[10813]
chr7,101094874,101094892,[9719]
chr7,101600572,101600590,[11206]
chr7,101869392,101869410,[10111]
chr7,101869509,101869527,[10111]
chr7,101896322,101896341,[10968]
chr7,102284213,102284231,[9661]
chr7,102322779,102322797,[10601]
chr7,104291084,104291102,[10562]
chr7,105399270,105399288,[9748]
chr7,110636422,110636440,[10676]
chr7,112180222,112180240,[10277]
chr7,113372560,113372578,[11017]
chr7,114479926,114479945,[11005]
chr7,115753121,115753139,[10040]
chr7,115753154,115753172,[10040]
chr7,117486675,117486693,[10918]
chr7,118297763,118297781,[10561]
chr7,118305078,118305097,[9810]
chr7,118999592,118999610,[10437]
chr7,119200559,119200577,[9922]
chr7,120688167,120688185,[10859]
chr7,120918631,120918649,[10321]
chr7,122025535,122025553,[10385]
chr7,122159535,122159553,[10098]
chr7,122414585,122414604,[10474]
chr7,123084648,123084666,[10759]
chr7,125544057,125544075,[9669]
chr7,126606561,126606579,[10124]
chr7,126643489,126643507,[10418]
chr7,127181880,127181898,[9887]
chr7,127244087,127244105,[10809]
chr7,128134085,128134103,[9959]
chr7,128633490,128633508,[10850]
chr7,130674145,130674163,[10776]
chr7,131055262,131055281,[10521]
chr7,132785332,132785350,[10476]
chr7,132785415,132785433,[10476]
chr7,133454518,133454536,[10512]
chr7,135520457,135520475,[10150]
chr7,140078846,140078864,[10215]
chr7,141178240,141178258,[9794]
chr7,142353906,142353924,[10519]
chr7,142794840,142794858,[9778]
chr7,143420378,143420396,[10194]
chr7,143649396,143649414,[10716]
chr7,145213716,145213734,[10017]
chr8,3170495,3170513,[12088]
chr8,5864259,5864277,[12366]
chr8,7277199,7277217,[11514]
chr8,7277311,7277330,[11514]
chr8,7615980,7615998,[11570]
chr8,13980264,13980283,[11975]
chr8,14009769,14009787,[11571]
chr8,14954590,14954608,[12120]
chr8,18311616,18311634,[11668]
chr8,18526530,18526548,[11952]
chr8,22124142,22124160,[11961]
chr8,22780578,22780596,[12180]
chr8,24364111,24364129,[11319]
chr8,25948942,25948960,[11454]
chr8,27022366,27022384,[11490]
chr8,27128879,27128897,[12168]
chr8,30971548,30971566,[11705]
chr8,31757308,31757326,[11907]
chr8,32837816,32837834,[11504]
chr8,33492170,33492188,[11587]
chr8,34732254,34732272,[12091]
chr8,34816277,34816296,[11707]
chr8,35123619,35123637,[11615]
chr8,39045642,39045660,[12183]
chr8,40126845,40126864,[11688]
chr8,40443307,40443325,[12031]
chr8,41043580,41043598,[11415]
chr8,46551691,46551709,[12144]
chr8,50908043,50908061,[11508]
chr8,51035410,51035428,[11879]
chr8,51429618,51429636,[11486]
chr8,53144199,53144217,[11657]
chr8,55732813,55732831,[11224]
chr8,56550875,56550893,[12448]
chr8,57520331,57520349,[11251]
chr8,61447366,61447384,[11323]
chr8,61587805,61587823,[12018]
chr8,63565428,63565446,[12411]
chr8,64548467,64548485,[12265]
chr8,64771209,64771227,[12221]
chr8,65064537,65064555,[11370]
chr8,67689205,67689223,[11523]
chr8,70752209,70752228,[11655]
chr8,71272591,71272609,[12329]
chr8,71908740,71908758,[12269]
chr8,72291304,72291322,[11582]
chr8,77209201,77209220,[11663]
chr8,80492846,80492864,[11932]
chr8,81619155,81619174,[11967]
chr8,81649341,81649359,[12167]
chr8,81689031,81689049,[12188]
chr8,81742940,81742958,[12234]
chr8,82011850,82011868,[11740]
chr8,83141511,83141529,[11894]
chr8,83427712,83427730,[11295]
chr8,84073763,84073781,[11850]
chr8,84706551,84706569,[11636]
chr8,84726050,84726068,[11264]
chr8,86048775,86048794,[12036]
chr8,86707818,86707837,[12271]
chr8,90575497,90575516,[11712]
chr8,91082632,91082650,[11949]
chr8,93363638,93363656,[11637]
chr8,94413321,94413339,[12342]
chr8,94478348,94478366,[11455]
chr8,94654661,94654679,[12281]
chr8,96153260,96153279,[11959]
chr8,96216935,96216953,[11448]
chr8,97823417,97823435,[11499]
chr8,97823440,97823458,[11499]
chr8,99286455,99286473,[11676]
chr8,102411956,102411974,[11279]
chr8,102504136,102504154,[11481]
chr8,102681822,102681840,[11903]
chr8,105204715,105204734,[11553]
chr8,105266814,105266832,[11909]
chr8,106007495,106007513,[11678]
chr8,106108514,106108532,[12350]
chr8,107118960,107118978,[11476]
chr8,109777149,109777167,[11871]
chr8,113515119,113515137,[11261]
chr8,114439956,114439974,[12382]
chr8,116587892,116587910,[11777]
chr8,117149078,117149096,[12359]
chr8,117258485,117258503,[12131]
chr8,117548528,117548547,[12253]
chr8,118568177,118568195,[11233]
chr8,119559115,119559133,[12414]
chr8,119897896,119897915,[11640]
chr8,120434163,120434181,[12361]
chr8,121949863,121949882,[12430]
chr8,122918052,122918071,[12159]
chr8,122961360,122961378,[11458]
chr8,123026151,123026169,[11881]
chr8,123043994,123044012,[11856]
chr8,125264901,125264919,[12286]
chr8,125337348,125337367,[12205]
chr8,125462099,125462117,[12093]
chr8,127154029,127154047,[11326]
chr8,127838755,127838773,[11780]
chr8,128473828,128473846,[11977]
chr8,128595082,128595100,[11595]
chr8,128688142,128688160,[11927]
chr9,7873607,7873625,[13867]
chr9,7893431,7893449,[13595]
chr9,7897804,7897822,[13054]
chr9,8017290,8017308,[12749]
chr9,13296488,13296506,[13459]
chr9,14244452,14244470,[13519]
chr9,16018283,16018301,[13210]
chr9,16337148,16337166,[12804]
chr9,17645302,17645320,[13041]
chr9,18105207,18105225,[13034]
chr9,18687674,18687692,[12963]
chr9,22071816,22071834,[13753]
chr9,25191808,25191826,[12657]
chr9,26779491,26779509,[13280]
chr9,29236741,29236759,[12653]
chr9,30927098,30927116,[13498]
chr9,32350379,32350397,[13393]
chr9,32727097,32727122,[13424]
chr9,32728639,32728657,[12881]
chr9,32910343,32910361,[13800]
chr9,32928549,32928568,[13832]
chr9,33036349,33036367,[13631]
chr9,34232932,34232950,[13196]
chr9,35465184,35465202,[12821]
chr9,38806203,38806221,[12675]
chr9,40997282,40997300,[13294]
chr9,41045189,41045208,[13362]
chr9,41609369,41609387,[13162]
chr9,42032858,42032876,[13476]
chr9,42076446,42076464,[13145]
chr9,42838524,42838542,[12702]
chr9,44646078,44646097,[12994]
chr9,44720747,44720765,[13551]
chr9,44987231,44987249,[13834]
chr9,45421453,45421471,[12519]
chr9,45869615,45869633,[13382]
chr9,46127085,46127103,[12853]
chr9,46150294,46150312,[13304]
chr9,50537607,50537625,[12818]
chr9,50699614,50699633,[12646]
chr9,51213940,51213958,[13432]
chr9,51842964,51842982,[13341]
chr9,52160869,52160887,[12887]
chr9,53079541,53079559,[13469]
chr9,53248522,53248540,[13663]
chr9,53356711,53356729,[12773]
chr9,53610557,53610575,[13640]
chr9,56419767,56419785,[13857]
chr9,57769828,57769846,[12986]
chr9,57856501,57856519,[13494]
chr9,57866928,57866946,[13630]
chr9,58710189,58710207,[13178]
chr9,59795382,59795400,[12891]
chr9,61251710,61251728,[13383]
chr9,61679542,61679560,[13495]
chr9,61914940,61914959,[13851]
chr9,62368904,62368923,[13276]
chr9,63873654,63873672,[13511]
chr9,64824868,64824886,[13375]
chr9,64825012,64825031,[13375]
chr9,65202344,65202363,[13816]
chr9,66332266,66332284,[12843]
chr9,66982418,66982436,[13020]
chr9,66982471,66982490,[13020]
chr9,67917020,67917038,[12654]
chr9,67993882,67993900,[12803]
chr9,69034874,69034892,[13733]
chr9,69951439,69951457,[12978]
chr9,70214652,70214670,[12649]
chr9,70496825,70496843,[13757]
chr9,70671713,70671731,[13378]
chr9,70798844,70798862,[12897]
chr9,71606717,71606735,[13234]
chr9,72910467,72910485,[13429]
chr9,74003375,74003393,[13862]
chr9,76277251,76277269,[12604]
chr9,78074162,78074181,[13186]
chr9,80305644,80305662,[13080]
chr9,80332020,80332038,[13247]
chr9,82914185,82914204,[12864]
chr9,84102545,84102563,[12711]
chr9,85730778,85730796,[13321]
chr9,87255308,87255326,[13696]
chr9,87613432,87613450,[12933]
chr9,88329023,88329041,[13760]
chr9,89212418,89212437,[13147]
chr9,89685297,89685315,[12524]
chr9,90605790,90605808,[12858]
chr9,92911467,92911485,[12948]
chr9,96890115,96890133,[13842]
chr9,98333301,98333320,[13004]
chr9,98962512,98962530,[13001]
chr9,100462205,100462223,[12980]
chr9,105131653,105131671,[13484]
chr9,107526771,107526789,[12841]
chr9,107588456,107588475,[13343]
chr9,109168317,109168335,[13021]
chr9,110907595,110907613,[13462]
chr9,112194301,112194320,[12909]
chr9,113358118,113358136,[12699]
chr9,113496411,113496429,[13043]
chr9,113847295,113847313,[12574]
chr9,114417468,114417486,[13064]
chr9,114452015,114452034,[13526]
chr9,115612753,115612771,[13003]
chr9,115612826,115612844,[13003]
chr9,115618089,115618107,[13230]
chr9,116133650,116133668,[13094]
chr9,116229615,116229633,[13035]
chr9,116263879,116263897,[12987]
chr9,116338321,116338339,[13681]
chr9,117146275,117146293,[12603]
chr9,119340479,119340497,[13785]
chr9,119449630,119449648,[12661]
chr9,120777123,120777141,[13655]
chr9,120943844,120943862,[12783]
chr9,121218119,121218137,[13671]
chr9,122226822,122226841,[12934]
chr9,123366933,123366951,[13221]
chr9,124044346,124044365,[12750]
chrX,7638680,7638699,[25410]
chrX,7841190,7841209,[25710]
chrX,8145265,8145283,[25257]
chrX,10848812,10848830,[25283]
chrX,20847951,20847969,[25113]
chrX,40616535,40616553,[25176]
chrX,42511475,42511493,[25513]
chrX,48284454,48284472,[25642]
chrX,51013044,51013063,[25494]
chrX,53033540,53033558,[25486]
chrX,56405899,56405918,[25657]
chrX,56455515,56455534,[25691]
chrX,57054549,57054567,[25255]
chrX,57260941,57260960,[25509]
chrX,59199709,59199727,[25183]
chrX,59584528,59584546,[25216]
chrX,66516600,66516618,[25603]
chrX,73967352,73967370,[25684]
chrX,77509103,77509121,[25533]
chrX,78041853,78041871,[25356]
chrX,80735361,80735379,[25251]
chrX,90716325,90716343,[25337]
chrX,90998279,90998297,[25156]
chrX,95029995,95030013,[25351]
chrX,103592745,103592763,[25374]
chrX,104481809,104481827,[25511]
chrX,104946820,104946838,[25495]
chrX,105070327,105070345,[25580]
chrX,105070440,105070458,[25580]
chrX,105079605,105079623,[25523]
chrX,105801709,105801727,[25411]
chrX,106921233,106921251,[25304]
chrX,107042556,107042574,[25419]
chrX,107236818,107236836,[25426]
chrX,107816107,107816125,[25389]
chrX,118401984,118402002,[25528]
chrX,134804623,134804641,[25291]
chrX,135566398,135566416,[25154]
chrX,136616174,136616193,[25503]
chrX,136646008,136646027,[25168]
chrX,140950888,140950906,[25488]
chrX,144526171,144526190,[25584]
chrX,152249384,152249402,[25295]
chrX,155211142,155211160,[25393]
chrX,159047813,159047831,[25194]
chrX,159254484,159254502,[25265]
chrX,159708202,159708220,[25660]
chrX,167119475,167119494,[25314]
chrX,167799694,167799712,[25605]
