chr,TnG_start,TnG_end,strand,peaks
chr3,87409072,87409094,-,[89635]
chr3,87481861,87481888,-,[89643]
chr3,87507026,87507040,-,[89657]
chr3,87524288,87524303,-,[89670]
chr3,87616270,87616284,-,[89709]
chr3,87618505,87618524,-,[89714]
chr3,87655686,87655700,-,[89719]
chr3,87660131,87660159,-,[89720]
chr3,87680980,87681003,-,[89725]
chr3,87764980,87764999,-,[89741]
chr3,87770314,87770338,-,[89745]
chr3,87783768,87783783,-,[89752]
chr3,87833566,87833592,-,[89775]
chr3,87841093,87841110,-,[89779]
chr3,87845223,87845242,-,[89780]
chr3,87863784,87863803,-,[89794]
chr3,87874578,87874620,-,[89797]
chr3,87920528,87920542,-,[89816]
chr3,87920550,87920566,-,[89816]
chr3,87961162,87961198,-,[89832]
chr3,87966528,87966547,-,[89833]
chr3,88011197,88011225,-,[89858]
chr3,88027896,88027912,-,[89865]
chr3,88082672,88082697,-,[89878]
chr3,88082813,88082829,-,[89878]
chr3,88087968,88087995,-,[89880]
chr3,88100576,88100603,-,[89884]
chr3,88132649,88132663,-,[89891]
chr3,88186520,88186567,-,[89926]
chr3,88215599,88215621,-,[89937]
chr3,88241614,88241629,-,[89948]
chr3,88256677,88256692,-,[89956]
chr3,88335819,88335833,-,[89965]
chr3,88467416,88467435,-,[90045]
chr3,88493437,88493453,-,[90062]
chr3,88499858,88499913,-,[90065]
chr3,88504631,88504653,-,[90073]
chr3,88540433,88540456,-,[90091]
chr3,88552235,88552250,-,[90099]
chr3,88554585,88554606,-,[90105]
chr3,88566948,88566967,-,[90107]
chr3,88592119,88592133,-,[90113]
chr3,88620040,88620067,-,[90128]
chr3,88650037,88650065,-,[90148]
chr3,88715355,88715371,-,[90164]
chr3,88940011,88940035,-,[90174]
chr3,89031041,89031055,-,[90185]
chr3,89059050,89059090,-,[90189]
chr3,89082366,89082380,-,[90190]
chr3,89082389,89082405,-,[90190]
chr3,89282272,89282286,-,[90288]
chr3,89297962,89297976,-,[90295]
chr3,89374545,89374572,-,[90333]
chr3,89411905,89411919,-,[90358]
chr3,89477524,89477538,-,[90389]
chr3,89497555,89497586,-,[90398]
chr3,89501603,89501628,-,[90399]
chr3,89501790,89501821,-,[90399]
chr3,89554901,89554935,-,[90430]
chr3,89621236,89621260,-,[90450]
chr3,89705892,89705918,-,[90475]
chr3,89714438,89714454,-,[90478]
chr3,89729893,89729907,-,[90483]
chr3,89794681,89794711,-,[90501]
chr3,89801396,89801415,-,[90506]
chr3,89801416,89801443,-,[90506]
chr3,89810961,89810977,-,[90512]
chr3,89832389,89832418,-,[90522]
chr3,89882857,89882888,-,[90553]
chr3,89896608,89896622,-,[90561]
chr3,89896883,89896907,-,[90562]
chr3,89899185,89899203,-,[90565]
chr3,89906252,89906271,-,[90570]
chr3,89971964,89971978,-,[90597]
chr3,89998988,89999007,-,[90608]
chr3,90005104,90005123,-,[90610]
chr3,90036419,90036449,-,[90616]
chr3,90102986,90103005,-,[90643]
chr3,90105843,90105857,-,[90644]
chr3,90114697,90114722,-,[90648]
chr3,90115612,90115627,-,[90650]
chr3,90118445,90118461,-,[90652]
chr3,90133579,90133622,-,[90657]
chr3,90136783,90136797,-,[90658]
chr3,90154741,90154789,-,[90663]
chr3,90162275,90162299,-,[90668]
chr3,90180816,90180847,-,[90670]
chr3,90207492,90207519,-,[90673]
chr3,90211891,90211905,-,[90674]
chr3,90220335,90220350,-,[90680]
chr3,90222549,90222578,-,[90682]
chr3,90222674,90222694,-,[90682]
chr3,90245517,90245562,-,[90695]
chr3,90292279,90292295,-,[90713]
chr3,90306979,90306993,-,[90720]
chr3,90309306,90309357,-,[90722]
chr3,90309930,90309944,-,[90723]
chr3,90316833,90316854,-,[90725]
chr3,90335601,90335616,-,[90730]
chr3,90359310,90359337,-,[90735]
chr3,90373462,90373487,-,[90742]
chr3,90378762,90378786,-,[90745]
chr3,90379890,90379912,-,[90746]
chr3,90446363,90446379,-,[90771]
chr3,90446568,90446586,-,[90771]
chr3,90514416,90514438,-,[90803]
chr3,90553863,90553886,-,[90818]
chr3,90568812,90568828,-,[90823]
chr3,90568989,90569011,-,[90823]
chr3,90598634,90598654,-,[90844]
chr3,90604224,90604240,-,[90847]
chr3,90644291,90644315,-,[90865]
chr3,90644446,90644479,-,[90865]
chr3,90647611,90647626,-,[90866]
chr3,90672978,90672993,-,[90882]
chr3,90691501,90691517,-,[90891]
chr3,91416396,91416415,-,[90916]
chr3,92050910,92050965,-,[90922]
chr3,92131867,92131883,-,[90931]
chr3,92147505,92147537,-,[90934]
chr3,92147544,92147564,-,[90934]
chr3,92894345,92894369,-,[90955]
chr3,92895422,92895437,-,[90956]
chr3,93033894,93033915,-,[90968]
chr3,93111918,93111944,-,[90973]
chr3,93469913,93469928,-,[91013]
chr3,93515037,93515061,-,[91031]
chr3,93548689,93548711,-,[91046]
chr3,93552743,93552767,-,[91050]
chr3,93597673,93597688,-,[91077]
chr3,93637819,93637834,-,[91087]
chr3,94305797,94305811,-,[91097]
chr3,94432995,94433025,-,[91151]
chr3,94442892,94442913,-,[91154]
chr3,94442941,94442959,-,[91154]
chr3,94443901,94443925,-,[91157]
chr3,94564409,94564446,-,[91186]
chr3,94582859,94582885,-,[91196]
chr3,94597339,94597355,-,[91203]
chr3,94597879,94597895,-,[91204]
chr3,94602293,94602317,-,[91206]
chr3,94606979,94606999,-,[91207]
chr3,94616884,94616900,-,[91216]
chr3,94617013,94617049,-,[91217]
chr3,94617203,94617230,-,[91217]
chr3,94811737,94811760,-,[91235]
chr3,94814575,94814595,-,[91236]
chr3,94837255,94837275,-,[91242]
chr3,94838907,94838922,-,[91246]
chr3,94849589,94849611,-,[91247]
chr3,94913943,94913958,-,[91262]
chr3,94914038,94914053,-,[91262]
chr3,94945609,94945638,-,[91275]
chr3,94948487,94948529,-,[91276]
chr3,94964939,94964958,-,[91284]
chr3,94965330,94965346,-,[91285]
chr3,95004090,95004105,-,[91296]
chr3,95023038,95023056,-,[91302]
chr3,95023068,95023093,-,[91302]
chr3,95043560,95043574,-,[91315]
chr3,95112716,95112735,-,[91336]
chr3,95121899,95121928,-,[91338]
chr3,95135091,95135110,-,[91343]
chr3,95135422,95135437,-,[91344]
chr3,95141779,95141793,-,[91350]
chr3,95173378,95173394,-,[91358]
chr3,95223182,95223215,-,[91373]
chr3,95223223,95223245,-,[91373]
chr3,95230713,95230728,-,[91381]
chr3,95315698,95315716,-,[91420]
chr3,95464136,95464150,-,[91446]
chr3,95468428,95468450,-,[91447]
chr3,95535005,95535030,-,[91471]
chr3,95650604,95650638,-,[91498]
chr3,95655728,95655758,-,[91506]
chr3,95667786,95667800,-,[91519]
chr3,95694713,95694729,-,[91548]
chr3,95695459,95695477,-,[91549]
chr3,95720689,95720717,-,[91563]
chr3,95731876,95731909,-,[91566]
chr3,95732058,95732080,-,[91566]
chr3,95761031,95761047,-,[91579]
chr3,95771166,95771181,-,[91582]
chr3,95780324,95780340,-,[91584]
chr3,95794423,95794437,-,[91587]
chr3,95821005,95821030,-,[91594]
chr3,95891682,95891702,-,[91609]
chr3,95915322,95915336,-,[91622]
chr3,95949387,95949411,-,[91633]
chr3,95963926,95963954,-,[91642]
chr3,95985686,95985702,-,[91656]
chr3,95986984,95987003,-,[91659]
chr3,96026866,96026885,-,[91679]
chr3,96040682,96040698,-,[91687]
chr3,96073509,96073530,-,[91692]
chr3,96090184,96090203,-,[91697]
chr3,96102108,96102127,-,[91707]
chr3,96126253,96126289,-,[91719]
chr3,96133345,96133375,-,[91720]
chr3,96152138,96152161,-,[91724]
chr3,96159713,96159727,-,[91726]
chr3,96161129,96161143,-,[91728]
chr3,96175175,96175193,-,[91736]
chr3,96175288,96175330,-,[91736]
chr3,96301466,96301485,-,[91749]
chr3,96302772,96302786,-,[91750]
chr3,96397016,96397030,-,[91756]
chr3,96403193,96403207,-,[91760]
chr3,96411016,96411042,-,[91765]
chr3,96423414,96423430,-,[91769]
chr3,96428038,96428064,-,[91772]
chr3,96464396,96464414,-,[91778]
chr3,96481265,96481284,-,[91785]
chr3,96522278,96522292,-,[91790]
chr3,96532110,96532139,-,[91794]
chr3,96534405,96534429,-,[91795]
chr3,96545814,96545838,-,[91797]
chr3,96556377,96556391,-,[91805]
chr3,96559564,96559583,-,[91809]
chr3,96567088,96567104,-,[91816]
chr3,96567161,96567175,-,[91816]
chr3,96603509,96603523,-,[91840]
chr3,96630228,96630250,-,[91844]
chr3,96630259,96630274,-,[91844]
chr3,96664197,96664216,-,[91856]
chr3,96690374,96690408,-,[91865]
chr3,96720151,96720166,-,[91882]
chr3,96729461,96729485,-,[91889]
chr3,96729639,96729654,-,[91889]
chr3,96737596,96737611,-,[91894]
chr3,96744562,96744582,-,[91897]
chr3,96752455,96752475,-,[91900]
chr3,96759048,96759073,-,[91902]
chr3,96767252,96767282,-,[91907]
chr3,96769988,96770002,-,[91909]
chr3,96772996,96773018,-,[91913]
chr3,96787785,96787801,-,[91915]
chr3,96837985,96838004,-,[91933]
chr3,96880932,96880955,-,[91935]
chr3,96882058,96882080,-,[91937]
chr3,96886423,96886445,-,[91943]
chr3,96936520,96936576,-,[91956]
chr3,97004494,97004516,-,[91972]
chr3,97004992,97005008,-,[91973]
chr3,97009698,97009724,-,[91976]
chr3,97189122,97189136,-,[92017]
chr3,97214498,97214512,-,[92029]
chr3,97278168,97278239,-,[92050]
chr3,97284823,97284847,-,[92051]
chr3,97296980,97296999,-,[92054]
chr3,97362725,97362747,-,[92074]
chr3,97374107,97374144,-,[92076]
chr3,97609496,97609510,-,[92096]
chr3,97629375,97629395,-,[92107]
chr3,97634500,97634536,-,[92109]
chr3,97665753,97665772,-,[92118]
chr3,97736019,97736034,-,[92135]
chr3,97742695,97742713,-,[92138]
chr3,97789426,97789440,-,[92154]
chr3,97879553,97879567,-,[92184]
chr3,97888709,97888728,-,[92187]
chr3,97920182,97920196,-,[92195]
chr3,97934138,97934152,-,[92205]
chr3,97937979,97937993,-,[92208]
chr3,97938972,97938992,-,[92210]
chr3,97951282,97951302,-,[92221]
chr3,97957643,97957663,-,[92225]
chr3,97981639,97981658,-,[92243]
chr3,97986889,97986905,-,[92245]
chr3,97994966,97994982,-,[92253]
chr3,98007581,98007612,-,[92260]
chr3,98016057,98016071,-,[92268]
chr3,98025566,98025585,-,[92275]
chr3,98027350,98027387,-,[92278]
chr3,98048375,98048391,-,[92300]
chr3,98054372,98054388,-,[92307]
chr3,98062849,98062863,-,[92320]
chr3,98063436,98063450,-,[92322]
chr3,98063725,98063740,-,[92323]
chr3,98082493,98082507,-,[92332]
chr3,98093578,98093592,-,[92341]
chr3,98099324,98099347,-,[92343]
chr3,98099391,98099410,-,[92343]
chr3,98110661,98110677,-,[92347]
chr3,98134253,98134275,-,[92356]
chr3,98189902,98189929,-,[92374]
chr3,98202811,98202827,-,[92378]
chr3,98280994,98281008,-,[92404]
chr3,98281597,98281611,-,[92405]
chr3,98343289,98343304,-,[92430]
chr3,98354128,98354150,-,[92434]
chr3,98355671,98355690,-,[92435]
chr3,98355807,98355823,-,[92435]
chr3,98356984,98356998,-,[92436]
chr3,98357072,98357086,-,[92436]
chr3,98381744,98381759,-,[92442]
chr3,98414232,98414270,-,[92453]
chr3,98416698,98416714,-,[92454]
chr3,98417748,98417772,-,[92456]
chr3,99127427,99127446,-,[92492]
chr3,99162302,99162326,-,[92499]
chr3,99228045,99228059,-,[92516]
chr3,99234841,99234860,-,[92521]
chr3,99241591,99241607,-,[92530]
chr3,99263920,99263942,-,[92544]
chr3,99290501,99290519,-,[92549]
chr3,99570997,99571012,-,[92565]
chr3,100014139,100014155,-,[92588]
chr3,100014292,100014329,-,[92588]
chr3,100175969,100176005,-,[92599]
chr3,100364321,100364335,-,[92626]
chr3,100392949,100392964,-,[92635]
chr3,100409148,100409190,-,[92643]
chr3,100420006,100420020,-,[92649]
chr3,100438218,100438234,-,[92661]
chr3,100447586,100447602,-,[92672]
chr3,100460819,100460835,-,[92676]
chr3,100490157,100490179,-,[92695]
chr3,100495527,100495547,-,[92697]
chr3,100502492,100502506,-,[92700]
chr3,100531154,100531178,-,[92713]
chr3,100559551,100559570,-,[92725]
chr3,100563623,100563637,-,[92730]
chr3,100568745,100568760,-,[92733]
chr3,100604545,100604561,-,[92738]
chr3,100609863,100609893,-,[92740]
chr3,100613380,100613399,-,[92742]
chr3,100613420,100613440,-,[92742]
chr3,100681469,100681488,-,[92757]
chr3,100693737,100693797,-,[92767]
chr3,100706079,100706098,-,[92775]
chr3,100728123,100728138,-,[92779]
chr3,100743931,100743950,-,[92784]
chr3,100767393,100767415,-,[92790]
chr3,100819242,100819261,-,[92813]
chr3,100821574,100821590,-,[92815]
chr3,100902721,100902745,-,[92821]
chr3,100912948,100912972,-,[92826]
chr3,100916873,100916888,-,[92827]
chr3,100974181,100974195,-,[92844]
chr3,101021286,101021331,-,[92877]
chr3,101021353,101021367,-,[92877]
chr3,101035834,101035850,-,[92887]
chr3,101224118,101224133,-,[92962]
chr3,101233579,101233594,-,[92970]
chr3,101261794,101261821,-,[92984]
chr3,101265724,101265743,-,[92987]
chr3,101265790,101265809,-,[92987]
chr3,101270946,101270964,-,[92989]
chr3,101283512,101283534,-,[92999]
chr3,101283712,101283743,-,[92999]
chr3,101295364,101295412,-,[93015]
chr3,101367710,101367740,-,[93051]
chr3,101376817,101376831,-,[93056]
chr3,101377788,101377802,-,[93059]
chr3,101380096,101380125,-,[93061]
chr3,101386867,101386900,-,[93063]
chr3,101389197,101389212,-,[93066]
chr3,101405605,101405619,-,[93072]
chr3,101526967,101526996,-,[93127]
chr3,101541837,101541852,-,[93130]
chr3,101553332,101553348,-,[93135]
chr3,101566550,101566569,-,[93138]
chr3,101600954,101600968,-,[93160]
chr3,101617225,101617265,-,[93172]
chr3,101637745,101637764,-,[93179]
chr3,101670905,101670920,-,[93194]
chr3,101673934,101673956,-,[93197]
chr3,101674004,101674024,-,[93197]
chr3,101716470,101716489,-,[93225]
chr3,101747854,101747873,-,[93232]
chr3,101770401,101770415,-,[93238]
chr3,101822131,101822174,-,[93262]
chr3,101856354,101856397,-,[93277]
chr3,101866325,101866341,-,[93280]
chr3,101875820,101875837,-,[93283]
chr3,101881829,101881844,-,[93287]
chr3,101883987,101884016,-,[93289]
chr3,101968599,101968621,-,[93319]
chr3,102095410,102095429,-,[93340]
chr3,102095457,102095481,-,[93340]
chr3,102171750,102171769,-,[93365]
chr3,102383984,102383999,-,[93415]
chr3,102556770,102556786,-,[93434]
chr3,102573532,102573560,-,[93436]
chr3,102661151,102661166,-,[93441]
chr3,102663238,102663252,-,[93442]
chr3,102745570,102745585,-,[93482]
chr3,102745625,102745651,-,[93482]
chr3,102749225,102749245,-,[93484]
chr3,102781036,102781051,-,[93496]
chr3,102781200,102781239,-,[93496]
chr3,102997828,102997844,-,[93514]
chr3,103025650,103025687,-,[93520]
chr3,103099781,103099805,-,[93539]
chr3,103136719,103136738,-,[93553]
chr3,103138646,103138660,-,[93555]
chr3,103139863,103139877,-,[93557]
chr3,103173399,103173421,-,[93572]
chr3,103184565,103184585,-,[93574]
chr3,103206308,103206335,-,[93577]
chr3,103223846,103223862,-,[93586]
chr3,103232512,103232531,-,[93588]
chr3,103278028,103278059,-,[93594]
chr3,103282615,103282644,-,[93602]
chr3,103290227,103290251,-,[93604]
chr3,103298454,103298473,-,[93605]
chr3,103314492,103314511,-,[93608]
chr3,103322554,103322568,-,[93610]
chr3,103340745,103340760,-,[93613]
chr3,103405431,103405445,-,[93641]
chr3,103406679,103406711,-,[93643]
chr3,103418146,103418171,-,[93647]
chr3,103473411,103473430,-,[93658]
chr3,103473566,103473580,-,[93658]
chr3,103494309,103494324,-,[93667]
chr3,103520915,103520935,-,[93676]
chr3,103521074,103521093,-,[93676]
chr3,103589725,103589744,-,[93694]
chr3,103715247,103715266,-,[93729]
chr3,103739590,103739606,-,[93743]
chr3,103743487,103743501,-,[93745]
chr3,103745675,103745694,-,[93748]
chr3,103753250,103753279,-,[93749]
chr3,103780818,103780838,-,[93764]
chr3,103801998,103802014,-,[93785]
chr3,103804233,103804247,-,[93791]
chr3,103805530,103805544,-,[93792]
chr3,103805927,103805945,-,[93793]
chr3,103815775,103815791,-,[93798]
chr3,103819847,103819889,-,[93800]
chr3,103820081,103820097,-,[93801]
chr3,103827612,103827631,-,[93803]
chr3,103847263,103847278,-,[93815]
chr3,103847311,103847326,-,[93815]
chr3,103851584,103851599,-,[93819]
chr3,103851765,103851780,-,[93819]
chr3,103853235,103853250,-,[93822]
chr3,103858872,103858891,-,[93827]
chr3,103867652,103867671,-,[93837]
chr3,103907606,103907625,-,[93856]
chr3,103913401,103913417,-,[93860]
chr3,103913948,103913962,-,[93861]
chr3,103915820,103915839,-,[93864]
chr3,103922301,103922320,-,[93867]
chr3,103927241,103927259,-,[93870]
chr3,103963195,103963210,-,[93880]
chr3,103991466,103991485,-,[93889]
chr3,104010037,104010057,-,[93891]
chr3,104010189,104010209,-,[93891]
chr3,104045125,104045140,-,[93897]
chr3,104127655,104127669,-,[93906]
chr3,104156869,104156884,-,[93908]
chr3,104156911,104156926,-,[93908]
chr3,104184452,104184467,-,[93913]
chr3,104208218,104208237,-,[93917]
chr3,104245975,104246009,-,[93929]
chr3,104299809,104299824,-,[93942]
chr3,104350418,104350438,-,[93952]
chr3,104350594,104350627,-,[93952]
chr3,104517292,104517312,-,[94003]
chr3,104564938,104564952,-,[94021]
chr3,104566542,104566568,-,[94024]
chr3,104598962,104598981,-,[94029]
chr3,104608823,104608838,-,[94031]
chr3,104608902,104608918,-,[94031]
chr3,104621275,104621295,-,[94036]
chr3,104621422,104621436,-,[94036]
chr3,104622237,104622276,-,[94038]
chr3,104639705,104639719,-,[94049]
chr3,104762712,104762731,-,[94094]
chr3,104794846,104794862,-,[94121]
chr3,104812498,104812517,-,[94128]
chr3,104832437,104832452,-,[94143]
chr3,104871010,104871044,-,[94161]
chr3,104915210,104915224,-,[94166]
chr3,104956649,104956669,-,[94173]
chr3,104960769,104960789,-,[94175]
chr3,105016432,105016451,-,[94196]
chr3,105036573,105036589,-,[94207]
chr3,105039214,105039233,-,[94208]
chr3,105065507,105065529,-,[94231]
chr3,105091454,105091468,-,[94241]
chr3,105131484,105131498,-,[94247]
chr3,105133322,105133341,-,[94249]
chr3,105161788,105161803,-,[94258]
chr3,105167581,105167603,-,[94262]
chr3,105244834,105244850,-,[94272]
chr3,105257633,105257648,-,[94273]
chr3,105384454,105384473,-,[94284]
chr3,105393458,105393476,-,[94287]
chr3,105441257,105441273,-,[94302]
chr3,105672201,105672237,-,[94357]
chr3,105697374,105697389,-,[94370]
chr3,105756260,105756279,-,[94396]
chr3,105756971,105757000,-,[94398]
chr3,105758247,105758267,-,[94401]
chr3,105758966,105758997,-,[94402]
chr3,105765990,105766004,-,[94410]
chr3,105771648,105771668,-,[94416]
chr3,105783798,105783814,-,[94428]
chr3,105787611,105787643,-,[94430]
chr3,105796876,105796890,-,[94435]
chr3,105835115,105835129,-,[94464]
chr3,105836190,105836204,-,[94465]
chr3,105848795,105848810,-,[94471]
chr3,105910928,105910947,-,[94513]
chr3,105914901,105914920,-,[94518]
chr3,105922221,105922240,-,[94521]
chr3,105927322,105927362,-,[94522]
chr3,105931375,105931390,-,[94527]
chr3,105936131,105936150,-,[94532]
chr3,105980996,105981010,-,[94542]
chr3,105992102,105992126,-,[94544]
chr3,106024462,106024476,-,[94556]
chr3,106317110,106317129,-,[94564]
chr3,106426203,106426225,-,[94567]
chr3,106477151,106477167,-,[94579]
chr3,106496816,106496849,-,[94600]
chr3,106498370,106498386,-,[94602]
chr3,106513950,106513969,-,[94606]
chr3,106542127,106542146,-,[94614]
chr3,106557969,106557997,-,[94627]
chr3,106730192,106730206,-,[94641]
chr3,106755867,106755882,-,[94643]
chr3,106785148,106785163,-,[94655]
chr3,106788174,106788188,-,[94658]
chr3,106828951,106828981,-,[94670]
chr3,106940395,106940419,-,[94689]
chr3,106967164,106967181,-,[94693]
chr3,106998935,106998974,-,[94706]
chr3,107044254,107044304,-,[94724]
chr3,107063049,107063064,-,[94733]
chr3,107081430,107081450,-,[94744]
chr3,107084821,107084846,-,[94745]
chr3,107091106,107091147,-,[94750]
chr3,107094101,107094129,-,[94751]
chr3,107113926,107113941,-,[94767]
chr3,107206237,107206257,-,[94798]
chr3,107208036,107208055,-,[94801]
chr3,107217256,107217275,-,[94806]
chr3,107223316,107223336,-,[94810]
chr3,107230753,107230769,-,[94814]
chr3,107370742,107370761,-,[94851]
chr3,107656998,107657022,-,[94933]
chr3,107659113,107659138,-,[94934]
chr3,107660870,107660893,-,[94935]
chr3,107671725,107671744,-,[94937]
chr3,107684143,107684162,-,[94945]
chr3,107710118,107710157,-,[94957]
chr3,107750334,107750349,-,[94973]
chr3,107765230,107765244,-,[94988]
chr3,107773079,107773098,-,[94996]
chr3,107794128,107794143,-,[95014]
chr3,107807585,107807601,-,[95020]
chr3,107819299,107819314,-,[95029]
chr3,107822658,107822679,-,[95034]
chr3,107834440,107834472,-,[95046]
chr3,107846402,107846446,-,[95052]
chr3,107853303,107853322,-,[95061]
chr3,107890140,107890154,-,[95081]
chr3,107994434,107994450,-,[95108]
chr3,108002852,108002867,-,[95113]
chr3,108046279,108046295,-,[95133]
chr3,108046388,108046404,-,[95133]
chr3,108050702,108050716,-,[95137]
chr3,108056021,108056045,-,[95138]
chr3,108122556,108122571,-,[95168]
chr3,108123437,108123456,-,[95169]
chr3,108151968,108151983,-,[95188]
chr3,108157654,108157706,-,[95191]
chr3,108193883,108193898,-,[95216]
chr3,108256141,108256180,-,[95233]
chr3,108256182,108256198,-,[95233]
chr3,108282911,108282925,-,[95241]
chr3,108289817,108289841,-,[95249]
chr3,108295975,108295989,-,[95254]
chr3,108311789,108311803,-,[95264]
chr3,108368751,108368785,-,[95285]
chr3,108389356,108389394,-,[95295]
chr3,108490109,108490125,-,[95321]
chr3,108509371,108509389,-,[95327]
chr3,108542166,108542184,-,[95340]
chr3,108562962,108563003,-,[95347]
chr3,108653722,108653757,-,[95367]
chr3,108661028,108661057,-,[95370]
chr3,108661227,108661241,-,[95370]
chr3,108701530,108701552,-,[95377]
chr3,108726456,108726478,-,[95390]
chr3,108765044,108765058,-,[95402]
chr3,108769803,108769817,-,[95405]
chr3,108830428,108830442,-,[95427]
chr3,108851361,108851379,-,[95440]
chr3,108864345,108864369,-,[95448]
chr3,108878107,108878121,-,[95452]
chr3,108879990,108880004,-,[95454]
chr3,108891926,108891948,-,[95469]
chr3,108891980,108891996,-,[95469]
chr3,108893004,108893019,-,[95470]
chr3,108895906,108895920,-,[95471]
chr3,108895955,108895979,-,[95471]
chr3,108918874,108918890,-,[95485]
chr3,108939143,108939157,-,[95490]
chr3,108959878,108959897,-,[95497]
chr3,109047815,109047861,-,[95550]
chr3,109087437,109087451,-,[95559]
chr3,109120123,109120147,-,[95562]
chr3,109124410,109124425,-,[95568]
chr3,109150832,109150846,-,[95575]
chr3,109150848,109150864,-,[95575]
chr3,109150961,109150984,-,[95575]
chr3,109197545,109197569,-,[95593]
chr3,109249401,109249420,-,[95609]
chr3,109249516,109249536,-,[95609]
chr3,109252338,109252354,-,[95611]
chr3,109305711,109305735,-,[95624]
chr3,109312148,109312167,-,[95627]
chr3,109362376,109362398,-,[95655]
chr3,109366145,109366160,-,[95658]
chr3,109368965,109368980,-,[95661]
chr3,109372012,109372027,-,[95664]
chr3,109374204,109374219,-,[95667]
chr3,109382272,109382287,-,[95670]
chr3,109382509,109382528,-,[95671]
chr3,109387884,109387902,-,[95674]
chr3,109403583,109403602,-,[95680]
chr3,109408188,109408203,-,[95684]
chr3,109408365,109408379,-,[95684]
chr3,109411225,109411251,-,[95685]
chr3,109433766,109433780,-,[95700]
chr3,109435302,109435321,-,[95702]
chr3,109448543,109448557,-,[95711]
chr3,109448573,109448588,-,[95711]
chr3,109452115,109452131,-,[95713]
chr3,109454605,109454619,-,[95714]
chr3,109464636,109464658,-,[95719]
chr3,109537858,109537877,-,[95744]
chr3,109556197,109556265,-,[95747]
chr3,109640881,109640905,-,[95771]
chr3,109642683,109642697,-,[95773]
chr3,109690038,109690058,-,[95776]
chr3,109714791,109714825,-,[95784]
chr3,109732353,109732369,-,[95789]
chr3,109828683,109828702,-,[95809]
chr3,109840336,109840356,-,[95811]
chr3,109984365,109984397,-,[95822]
chr3,110256469,110256484,-,[95843]
chr3,110651070,110651085,-,[95852]
chr3,112077096,112077116,-,[95862]
chr3,112077131,112077153,-,[95862]
chr3,113589716,113589744,-,[95868]
chr3,113656615,113656629,-,[95877]
chr3,114107282,114107296,-,[95883]
chr3,114107327,114107378,-,[95883]
chr3,114403474,114403504,-,[95888]
chr3,114609220,114609234,-,[95890]
chr3,114890353,114890367,-,[95896]
chr3,114908803,114908823,-,[95900]
chr3,115000066,115000085,-,[95906]
chr3,115000258,115000273,-,[95906]
chr3,115138265,115138279,-,[95916]
chr3,115138376,115138392,-,[95916]
chr3,115213713,115213741,-,[95921]
chr3,115213756,115213776,-,[95921]
chr3,115281488,115281502,-,[95927]
chr3,115302737,115302751,-,[95929]
chr3,115313307,115313325,-,[95931]
chr3,115313382,115313398,-,[95931]
chr3,115508959,115508983,-,[95938]
chr3,115530169,115530193,-,[95939]
chr3,115568421,115568452,-,[95951]
chr3,115573361,115573376,-,[95954]
chr3,115596726,115596741,-,[95958]
chr3,115596855,115596880,-,[95958]
chr3,115642931,115642945,-,[95969]
chr3,115644444,115644460,-,[95972]
chr3,115652371,115652390,-,[95976]
chr3,115681292,115681306,-,[95988]
chr3,115689491,115689519,-,[95994]
chr3,115709632,115709647,-,[96011]
chr3,115710136,115710150,-,[96012]
chr3,115714030,115714044,-,[96019]
chr3,115728341,115728360,-,[96027]
chr3,115731198,115731212,-,[96032]
chr3,115755152,115755168,-,[96043]
chr3,115789177,115789201,-,[96062]
chr3,115798821,115798835,-,[96067]
chr3,115807249,115807264,-,[96078]
chr3,115807270,115807292,-,[96078]
chr3,115820112,115820131,-,[96086]
chr3,115902644,115902659,-,[96117]
chr3,115931891,115931910,-,[96120]
chr3,116072718,116072733,-,[96188]
chr3,116080192,116080207,-,[96190]
chr3,116094974,116095010,-,[96194]
chr3,116168234,116168252,-,[96231]
chr3,116255883,116255937,-,[96268]
chr3,116255977,116256022,-,[96268]
chr3,116300990,116301004,-,[96279]
chr3,116333287,116333320,-,[96293]
chr3,116345800,116345816,-,[96302]
chr3,116353022,116353037,-,[96304]
chr3,116378563,116378577,-,[96318]
chr3,116437168,116437183,-,[96349]
chr3,116441991,116442010,-,[96353]
chr3,116456252,116456267,-,[96361]
chr3,116456314,116456333,-,[96361]
chr3,116456375,116456402,-,[96361]
chr3,116483754,116483774,-,[96375]
chr3,116486830,116486845,-,[96379]
chr3,116493316,116493376,-,[96382]
chr3,116513455,116513469,-,[96391]
chr3,116522215,116522247,-,[96394]
chr3,116529495,116529510,-,[96396]
chr3,116537188,116537211,-,[96398]
chr3,116545133,116545153,-,[96402]
chr3,116560932,116560946,-,[96406]
chr3,116563319,116563335,-,[96409]
chr3,116570815,116570833,-,[96412]
chr3,116582375,116582394,-,[96414]
chr3,116583183,116583202,-,[96416]
chr3,116583292,116583325,-,[96416]
chr3,116597260,116597278,-,[96420]
chr3,116602679,116602707,-,[96424]
chr3,116630825,116630839,-,[96433]
chr3,116635646,116635670,-,[96437]
chr3,116638590,116638605,-,[96440]
chr3,116649572,116649588,-,[96449]
chr3,116723794,116723809,-,[96479]
chr3,116740429,116740445,-,[96486]
chr3,116754157,116754171,-,[96490]
chr3,116771692,116771708,-,[96492]
chr3,116846402,116846416,-,[96511]
chr3,116848400,116848419,-,[96512]
chr3,116861719,116861738,-,[96523]
