chr,start,end,min_dist_to_HH
chr3,50906050,50906072,433853.0
chr3,51289205,51289240,50685.0
chr3,51353626,51353646,13683.0
chr3,51377933,51377947,37990.0
chr3,51417354,51417385,77411.0
chr3,51495684,51495703,155741.0
chr3,51495772,51495794,155829.0
chr3,51559662,51559676,219719.0
chr3,51636646,51636694,296703.0
chr3,51654998,51655047,315055.0
chr3,51701044,51701063,361101.0
chr3,52000058,52000074,262686.0
chr3,52104774,52104790,157970.0
chr3,52198172,52198191,64569.0
chr3,52253974,52254023,8737.0
chr3,52298799,52298814,36020.0
chr3,52332105,52332163,69326.0
chr3,52411424,52411451,87746.0
chr3,52458729,52458743,40454.0
chr3,52459063,52459077,40120.0
chr3,52555108,52555124,55893.0
chr3,52572534,52572563,73319.0
chr3,52622019,52622035,122804.0
chr3,52648492,52648514,136434.0
chr3,52670872,52670888,114060.0
chr3,52670957,52670985,113963.0
chr3,52677141,52677163,107785.0
chr3,52679840,52679869,105079.0
chr3,52680166,52680182,104766.0
chr3,52680230,52680259,104689.0
chr3,52680293,52680322,104626.0
chr3,52680324,52680381,104567.0
chr3,52798010,52798026,13043.0
chr3,52802007,52802021,17040.0
chr3,52802104,52802126,17137.0
chr3,52830105,52830133,45138.0
chr3,52830249,52830278,45282.0
chr3,52840518,52840532,55551.0
chr3,52840685,52840714,55718.0
chr3,52844325,52844351,59358.0
chr3,52878697,52878719,28234.0
chr3,52882074,52882089,24864.0
chr3,53462460,53462488,444830.0
chr3,53462536,53462559,444906.0
chr3,53462718,53462747,445088.0
chr3,53463398,53463417,445768.0
chr3,53464064,53464107,446434.0
chr3,53464113,53464155,446483.0
chr3,53863971,53863993,368154.0
chr3,54399979,54399995,167683.0
chr3,54724258,54724290,491962.0
chr3,54724354,54724381,492058.0
chr3,54724504,54724531,492208.0
chr3,55111882,55111922,262085.0
chr3,55461697,55461711,87672.0
chr3,56007910,56007955,633885.0
chr3,57663952,57663981,180079.0
chr3,57683906,57683921,160139.0
chr3,58271548,58271574,427470.0
chr3,58414868,58414907,570790.0
chr3,58488037,58488064,643959.0
chr3,58488260,58488274,644182.0
chr3,58488367,58488381,644289.0
chr3,58517217,58517259,673139.0
chr3,58517464,58517479,673386.0
chr3,58552497,58552519,708419.0
chr3,58622730,58622789,778652.0
chr3,58622854,58622887,778776.0
chr3,59101825,59101847,600952.0
chr3,59102027,59102041,600758.0
chr3,59130613,59130630,572169.0
chr3,59229292,59229316,473483.0
chr3,59229665,59229679,473120.0
chr3,59235220,59235267,467532.0
chr3,59260616,59260630,442169.0
chr3,59260705,59260731,442068.0
chr3,59744649,59744663,41832.0
chr3,60091009,60091031,322975.0
chr3,60472309,60472349,58285.0
chr3,60472384,60472403,58360.0
chr3,60481673,60481707,55778.0
chr3,60481781,60481815,55670.0
chr3,60482008,60482024,55461.0
chr3,60482063,60482082,55403.0
chr3,60486840,60486862,50623.0
chr3,60496529,60496544,40941.0
chr3,60496573,60496592,40893.0
chr3,60502042,60502062,35423.0
chr3,60515891,60515911,21574.0
chr3,60515924,60515951,21534.0
chr3,60516522,60516570,20915.0
chr3,60519436,60519460,18025.0
chr3,60519601,60519623,17862.0
chr3,60527510,60527537,9948.0
chr3,60528816,60528835,8650.0
chr3,60576073,60576116,38570.0
chr3,60576315,60576335,38812.0
chr3,61082385,61082416,40790.0
chr3,61640782,61640804,517558.0
chr3,63929511,63929530,46479.0
chr3,63964921,63964937,11072.0
chr3,64971010,64971032,991032.0
chr3,65658757,65658776,303288.0
chr3,65658982,65658997,303067.0
chr3,65929739,65929775,32289.0
chr3,65930322,65930426,31638.0
chr3,65958165,65958184,3880.0
chr3,65990894,65990938,15271.0
chr3,66985558,66985592,1009935.0
chr3,67429890,67429905,753596.0
chr3,67429909,67429943,753558.0
chr3,67536488,67536510,646991.0
chr3,67536714,67536736,646765.0
chr3,68677378,68677403,117034.0
chr3,68759909,68759934,34503.0
chr3,68760488,68760524,33913.0
chr3,68784039,68784077,10360.0
chr3,68784254,68784276,10161.0
chr3,68784293,68784326,10111.0
chr3,68793093,68793107,1330.0
chr3,68793195,68793222,1215.0
chr3,68935593,68935607,52012.0
chr3,68967156,68967182,83575.0
chr3,68967259,68967273,83678.0
chr3,68967511,68967530,83930.0
chr3,68974997,68975011,91416.0
chr3,68980906,68980934,97325.0
chr3,68980949,68980965,97368.0
chr3,69156177,69156203,272596.0
chr3,69156222,69156250,272641.0
chr3,69159727,69159758,276146.0
chr3,69177650,69177701,294069.0
chr3,69205167,69205189,276763.0
chr3,69206056,69206072,275880.0
chr3,69373845,69373871,108081.0
chr3,74438455,74438470,3507718.0
chr3,75499050,75499066,3628819.0
chr3,75680975,75680999,3446886.0
chr3,75681178,75681212,3446673.0
chr3,75690252,75690268,3437617.0
chr3,75690293,75690334,3437551.0
chr3,75690346,75690366,3437519.0
chr3,75714037,75714051,3413834.0
chr3,75714163,75714190,3413695.0
chr3,76068181,76068197,3059688.0
chr3,78919849,78919863,208022.0
chr3,78919864,78919886,207999.0
chr3,79153400,79153422,25497.0
chr3,79177222,79177236,49319.0
chr3,79178224,79178246,50321.0
chr3,79178286,79178302,50383.0
chr3,79225765,79225849,49058.0
chr3,79226008,79226030,48877.0
chr3,79226166,79226182,48725.0
chr3,79227311,79227325,47582.0
chr3,79237861,79237889,37018.0
chr3,79239375,79239409,35498.0
chr3,79239575,79239591,35316.0
chr3,79252776,79252812,22095.0
chr3,79253082,79253103,21804.0
chr3,79591143,79591158,316218.0
chr3,79591252,79591274,316327.0
chr3,80012312,80012334,737387.0
chr3,80524180,80524196,1249255.0
chr3,80524556,80524571,1249631.0
chr3,80524587,80524603,1249662.0
chr3,81615623,81615644,2340698.0
chr3,81650678,81650700,2375753.0
chr3,81650904,81650923,2375979.0
chr3,81925906,81925930,2650981.0
chr3,81932533,81932553,2657608.0
chr3,82047407,82047481,2772482.0
chr3,83053740,83053754,1903127.0
chr3,83791702,83791729,1165152.0
chr3,84065922,84065948,890933.0
chr3,84066157,84066173,890708.0
chr3,84066325,84066347,890534.0
chr3,84154340,84154357,802524.0
chr3,84154362,84154411,802470.0
chr3,84154501,84154515,802366.0
chr3,84154522,84154546,802335.0
chr3,84154767,84154793,802088.0
chr3,84154794,84154809,802072.0
chr3,84228579,84228667,728214.0
chr3,84228894,84228967,727914.0
chr3,84337990,84338004,618877.0
chr3,84581759,84581787,375094.0
chr3,84622118,84622134,334747.0
chr3,84667639,84667655,289226.0
chr3,84681903,84681919,274962.0
chr3,84686862,84686878,270003.0
chr3,84715009,84715025,241856.0
chr3,84715060,84715084,241797.0
chr3,84771988,84772030,184851.0
chr3,84813621,84813659,143222.0
chr3,85195041,85195060,238141.0
chr3,85195099,85195118,238199.0
chr3,86196831,86196853,499291.0
chr3,86328637,86328660,516886.0
chr3,86328695,86328736,516810.0
chr3,86837543,86837575,7971.0
chr3,86871246,86871267,25682.0
chr3,86920998,86921018,75434.0
chr3,86998908,86998927,153344.0
chr3,86999463,86999513,153899.0
chr3,86999558,86999577,153994.0
chr3,87408221,87408241,107196.0
chr3,87529627,87529646,14172.0
chr3,87538174,87538197,22719.0
chr3,87743059,87743082,227604.0
chr3,87743086,87743102,227631.0
chr3,87845223,87845242,197731.0
chr3,87885773,87885813,157160.0
chr3,87906384,87906406,136567.0
chr3,87919583,87919619,123354.0
chr3,87961159,87961218,81755.0
chr3,88011184,88011229,31744.0
chr3,88087774,88087801,44783.0
chr3,88087963,88087990,44972.0
chr3,88141539,88141558,98548.0
chr3,88296487,88296514,213728.0
chr3,88410471,88410485,99757.0
chr3,88453918,88453940,56302.0
chr3,88554427,88554446,25105.0
chr3,88640718,88640732,61149.0
chr3,88685349,88685386,105780.0
chr3,88939944,88939966,360375.0
chr3,88940011,88940035,360442.0
chr3,88940037,88940052,360468.0
chr3,88940080,88940094,360511.0
chr3,88940219,88940236,360650.0
chr3,89101981,89101997,522412.0
chr3,89177375,89177390,523456.0
chr3,89214740,89214754,486092.0
chr3,89231842,89231864,468982.0
chr3,89282268,89282287,418559.0
chr3,89396526,89396545,304301.0
chr3,89411905,89411919,288927.0
chr3,89437341,89437360,263486.0
chr3,89458978,89459000,241846.0
chr3,89709196,89709231,8332.0
chr3,89714438,89714458,13574.0
chr3,89801391,89801443,100527.0
chr3,89864255,89864284,163391.0
chr3,89869934,89869973,169070.0
chr3,89869993,89870044,169129.0
chr3,89871175,89871197,170311.0
chr3,89887774,89887790,186910.0
chr3,89904987,89905022,204123.0
chr3,89905032,89905046,204168.0
chr3,89905054,89905073,204190.0
chr3,89905134,89905148,204270.0
chr3,89905293,89905359,204429.0
chr3,89906252,89906271,205388.0
chr3,89998988,89999007,298124.0
chr3,90052187,90052209,351323.0
chr3,90491217,90491319,790353.0
chr3,90508952,90508974,808088.0
chr3,90586995,90587017,886131.0
chr3,90587598,90587630,886734.0
chr3,91032415,91032434,568548.0
chr3,91032442,91032462,568520.0
chr3,91280786,91280808,320174.0
chr3,93506723,93506745,1601600.0
chr3,93515030,93515066,1609907.0
chr3,93547670,93547700,1642547.0
chr3,93547713,93547749,1642590.0
chr3,93548533,93548553,1643410.0
chr3,93548626,93548641,1643503.0
chr3,93548686,93548717,1643563.0
chr3,93548791,93548813,1643668.0
chr3,93554914,93554936,1649791.0
chr3,93597673,93597688,1692550.0
chr3,94355438,94355457,1538725.0
chr3,94443899,94443925,1450257.0
chr3,94616884,94616918,1277264.0
chr3,94617009,94617053,1277129.0
chr3,94811734,94811761,1082421.0
chr3,94837255,94837279,1056903.0
chr3,94954115,94954143,940039.0
chr3,95015734,95015756,878426.0
chr3,95028720,95028736,865446.0
chr3,95028867,95028889,865293.0
chr3,95028942,95028958,865224.0
chr3,95028972,95028992,865190.0
chr3,95042821,95042874,851308.0
chr3,95043301,95043337,850845.0
chr3,95101142,95101156,793026.0
chr3,95106738,95106757,787425.0
chr3,95110829,95110849,783333.0
chr3,95111403,95111430,782752.0
chr3,95111635,95111649,782533.0
chr3,95134131,95134164,760018.0
chr3,95135810,95135836,758346.0
chr3,95141775,95141794,752388.0
chr3,95185289,95185311,708871.0
chr3,95357452,95357474,536708.0
chr3,95512162,95512188,381994.0
chr3,95517581,95517609,376573.0
chr3,95523811,95523837,370345.0
chr3,95523861,95523883,370299.0
chr3,95541533,95541580,352602.0
chr3,95541585,95541599,352583.0
chr3,95668803,95668819,225363.0
chr3,95668967,95668989,225193.0
chr3,95669061,95669123,225059.0
chr3,95669271,95669311,224871.0
chr3,95672684,95672712,221470.0
chr3,95722671,95722701,171481.0
chr3,95722698,95722726,171456.0
chr3,95758418,95758437,135745.0
chr3,95928947,95928996,34747.0
chr3,95930733,95930762,36533.0
chr3,95951503,95951544,20840.0
chr3,95951672,95951714,20670.0
chr3,95996265,95996287,23863.0
chr3,96032172,96032191,59770.0
chr3,96032391,96032456,59989.0
chr3,96414965,96414982,142046.0
chr3,96547427,96547458,9570.0
chr3,96547486,96547500,9528.0
chr3,96558106,96558129,1059.0
chr3,96563410,96563450,6363.0
chr3,96563455,96563486,6408.0
chr3,96567088,96567104,10041.0
chr3,96567154,96567176,10107.0
chr3,96567308,96567324,10261.0
chr3,96576290,96576318,19243.0
chr3,96629697,96629733,72650.0
chr3,97332417,97332433,775370.0
chr3,97332593,97332632,775546.0
chr3,97332632,97332646,775585.0
chr3,97609496,97609511,1052449.0
chr3,97628571,97628585,1071524.0
chr3,97628592,97628608,1071545.0
chr3,97628681,97628695,1071634.0
chr3,97628936,97628956,1071889.0
chr3,98027343,98027398,1470296.0
chr3,98280883,98280898,1723836.0
chr3,98280994,98281008,1723947.0
chr3,98281247,98281261,1724200.0
chr3,98348237,98348256,1791190.0
chr3,98348778,98348792,1791731.0
chr3,100384981,100385000,303138.0
chr3,100422626,100422655,265483.0
chr3,100422696,100422725,265413.0
chr3,100482591,100482605,205533.0
chr3,100502608,100502622,185516.0
chr3,100502810,100502841,185297.0
chr3,100558329,100558351,129787.0
chr3,100558575,100558615,129523.0
chr3,100558675,100558703,129435.0
chr3,100561805,100561819,126319.0
chr3,100562058,100562090,126048.0
chr3,100568679,100568701,119437.0
chr3,100568745,100568760,119378.0
chr3,100568837,100568853,119285.0
chr3,100818955,100818983,130799.0
chr3,100819505,100819519,131349.0
chr3,100906930,100906949,218774.0
chr3,101021286,101021331,333130.0
chr3,101021353,101021367,333197.0
chr3,101021414,101021446,333258.0
chr3,101059382,101059402,371226.0
chr3,101146046,101146065,457890.0
chr3,101233579,101233594,545423.0
chr3,101236447,101236464,548291.0
chr3,101265724,101265743,577568.0
chr3,101265781,101265809,577625.0
chr3,101295363,101295419,607207.0
chr3,101295480,101295524,607324.0
chr3,101296690,101296727,608534.0
chr3,101376817,101376831,688661.0
chr3,101462324,101462396,774168.0
chr3,101603809,101603823,915653.0
chr3,101803905,101803925,1115749.0
chr3,102000195,102000223,1312039.0
chr3,102000399,102000444,1312243.0
chr3,102715245,102715261,662424.0
chr3,102738651,102738682,639003.0
chr3,102738717,102738743,638942.0
chr3,102756011,102756051,621634.0
chr3,102804229,102804268,573417.0
chr3,102804351,102804377,573308.0
chr3,103058110,103058129,319556.0
chr3,103171552,103171574,206111.0
chr3,103206556,103206600,171085.0
chr3,103206762,103206781,170904.0
chr3,103237019,103237052,140633.0
chr3,103384868,103384888,7165.0
chr3,103385811,103385833,8108.0
chr3,103386389,103386415,8686.0
chr3,103405372,103405391,27669.0
chr3,103405431,103405445,27728.0
chr3,103405622,103405641,27919.0
chr3,103405740,103405756,28037.0
chr3,103773201,103773217,7805.0
chr3,103773296,103773312,7710.0
chr3,103789779,103789839,8739.0
chr3,103789858,103789872,8818.0
chr3,103790381,103790417,9341.0
chr3,103801998,103802020,20958.0
chr3,103857436,103857483,76396.0
chr3,103859564,103859583,78524.0
chr3,103860437,103860463,79397.0
chr3,103863131,103863180,82091.0
chr3,103867652,103867671,86612.0
chr3,103868080,103868102,87040.0
chr3,103868224,103868238,87184.0
chr3,103868435,103868466,87395.0
chr3,103868519,103868535,87479.0
chr3,103886342,103886390,105302.0
chr3,103887708,103887734,106668.0
chr3,103937503,103937539,156463.0
chr3,103937615,103937631,156575.0
chr3,103991466,103991485,210426.0
chr3,104512122,104512148,731082.0
chr3,104616497,104616517,835457.0
chr3,104856463,104856482,1075423.0
chr3,104992724,104992745,999032.0
chr3,105341347,105341379,650398.0
chr3,105763353,105763375,228402.0
chr3,105763803,105763850,227927.0
chr3,105800055,105800074,191703.0
chr3,105800198,105800221,191556.0
chr3,105815816,105815832,175945.0
chr3,105892082,105892101,99676.0
chr3,105959382,105959398,32379.0
chr3,106000998,106001012,2384.0
chr3,106449109,106449128,445694.0
chr3,106449460,106449480,446045.0
chr3,106461888,106461902,458473.0
chr3,106493172,106493212,489757.0
chr3,106493784,106493810,490369.0
chr3,106522904,106522927,519489.0
chr3,106522971,106522997,519556.0
chr3,106523001,106523024,519586.0
chr3,106721527,106721541,484703.0
chr3,106722446,106722468,483776.0
chr3,106774596,106774610,431634.0
chr3,106785148,106785163,421081.0
chr3,106785605,106785631,420613.0
chr3,106788170,106788189,418055.0
chr3,106788569,106788588,417656.0
chr3,106788592,106788608,417636.0
chr3,106788827,106788846,417398.0
chr3,106832591,106832615,373629.0
chr3,106940325,106940339,265905.0
chr3,106940389,106940424,265820.0
chr3,106966116,106966141,240103.0
chr3,106966211,106966239,240005.0
chr3,106966636,106966667,239577.0
chr3,106966682,106966701,239543.0
chr3,106974471,106974497,231747.0
chr3,107038506,107038531,167713.0
chr3,107047839,107047864,158380.0
chr3,107048057,107048071,158173.0
chr3,107048188,107048216,158028.0
chr3,107061569,107061583,144661.0
chr3,107061729,107061745,144499.0
chr3,107063049,107063064,143180.0
chr3,107090022,107090041,116203.0
chr3,107094052,107094131,112113.0
chr3,107100152,107100174,106070.0
chr3,107760339,107760359,423848.0
chr3,107796482,107796501,459991.0
chr3,107846393,107846454,509902.0
chr3,107853299,107853325,516808.0
chr3,107918267,107918312,581776.0
chr3,108140786,108140801,804295.0
chr3,108140845,108140867,804354.0
chr3,108147936,108147955,811445.0
chr3,108257195,108257217,920704.0
chr3,108389356,108389399,1052865.0
chr3,108389673,108389695,1053182.0
chr3,108490109,108490125,1153618.0
chr3,108554107,108554157,1217616.0
chr3,108554922,108554941,1218431.0
chr3,108555041,108555055,1218550.0
chr3,108562737,108562756,1226246.0
chr3,108563168,108563191,1226677.0
chr3,108653627,108653757,1317136.0
chr3,108840750,108840766,1504259.0
chr3,108880613,108880635,1544122.0
chr3,109011173,109011192,1674682.0
chr3,109027820,109027839,1679219.0
chr3,109071277,109071296,1635762.0
chr3,109071500,109071522,1635536.0
chr3,109341611,109341657,1365401.0
chr3,109362370,109362401,1344657.0
chr3,109452115,109452131,1254927.0
chr3,109454764,109454786,1252272.0
chr3,110773255,110773277,66179.0
chr3,110773287,110773306,66211.0
chr3,110773311,110773325,66235.0
chr3,110773435,110773454,66359.0
chr3,111488724,111488738,781648.0
chr3,111488737,111488752,781661.0
chr3,111488757,111488772,781681.0
chr3,111488773,111488788,781697.0
chr3,111488789,111488816,781713.0
chr3,111488855,111488900,781779.0
chr3,112236424,112236439,1374977.0
chr3,113123507,113123522,487894.0
chr3,113630302,113630324,18868.0
chr3,113984608,113984627,327530.0
chr3,115642931,115642951,329737.0
chr3,115673365,115673380,299308.0
chr3,115673487,115673502,299186.0
chr3,115673810,115673824,298864.0
chr3,115675947,115675967,296721.0
chr3,115676139,115676153,296535.0
chr3,115676208,115676279,296409.0
chr3,115689484,115689526,283162.0
chr3,115690189,115690205,282483.0
chr3,115690363,115690390,282298.0
chr3,115704549,115704568,268120.0
chr3,115704678,115704694,267994.0
chr3,115715056,115715083,257605.0
chr3,115758718,115758732,213956.0
chr3,115793370,115793398,179290.0
chr3,115793502,115793521,179167.0
chr3,115793754,115793776,178912.0
chr3,115800547,115800563,172125.0
chr3,115800619,115800635,172053.0
chr3,115800648,115800670,172018.0
chr3,115800880,115800894,171794.0
chr3,115801279,115801293,171395.0
chr3,115801533,115801580,171108.0
chr3,115801628,115801657,171031.0
chr3,115801868,115801888,170800.0
chr3,115805952,115805971,166717.0
chr3,115815592,115815614,157074.0
chr3,115815708,115815730,156958.0
chr3,115887466,115887480,85208.0
chr3,115933504,115933523,39165.0
chr3,115940399,115940421,32267.0
chr3,115940652,115940666,32022.0
chr3,115940780,115940794,31894.0
chr3,116436467,116436498,109026.0
chr3,116766902,116766916,53896.0
chr3,116767054,116767112,54048.0
chr3,116767187,116767209,54181.0
chr3,116767326,116767398,54320.0
chr3,116861714,116861738,148708.0
chr3,119782360,119782401,16270.0
chr3,119782405,119782419,16315.0
chr3,119782518,119782549,16428.0
chr3,119782577,119782602,16487.0
chr3,121171186,121171203,468652.0
chr3,121171209,121171250,468605.0
chr3,121306603,121306670,333185.0
chr3,121345339,121345355,294500.0
chr3,121369929,121369953,269902.0
chr3,121548085,121548107,91748.0
chr3,121885177,121885222,211263.0
chr3,122202289,122202311,105786.0
chr3,122245223,122245255,148720.0
chr3,122638782,122638798,230563.0
chr3,122638884,122638900,230461.0
chr3,123174371,123174396,1925.0
chr3,123174463,123174483,1838.0
chr3,123174501,123174534,1787.0
chr3,123196006,123196021,19667.0
chr3,123386124,123386166,102943.0
chr3,123386412,123386432,102677.0
chr3,123386429,123386461,102648.0
chr3,123386548,123386594,102515.0
chr3,123386626,123386646,102463.0
chr3,123386680,123386734,102375.0
chr3,123386749,123386765,102344.0
chr3,123444791,123444805,44304.0
chr3,126588733,126588757,73112.0
chr3,126588769,126588794,73075.0
chr3,126588807,126588823,73046.0
chr3,126589733,126589753,72116.0
chr3,126660473,126660499,1370.0
chr3,126834957,126834976,173070.0
chr3,127561178,127561194,710676.0
chr3,127561198,127561220,710650.0
chr3,127572594,127572614,699256.0
chr3,127763515,127763546,508324.0
chr3,127824463,127824488,447382.0
chr3,127837909,127837952,433918.0
chr3,127949319,127949362,322508.0
chr3,129459583,129459605,271185.0
chr3,129536570,129536617,194173.0
chr3,129553595,129553632,177158.0
chr3,129602418,129602434,128356.0
chr3,129686980,129687031,43759.0
chr3,129879656,129879676,107466.0
chr3,129879792,129879816,107326.0
chr3,130013035,130013084,25875.0
chr3,130061101,130061127,73941.0
chr3,130691413,130691441,366232.0
chr3,130730284,130730303,327370.0
chr3,130749181,130749195,308478.0
chr3,130749194,130749210,308463.0
chr3,130749398,130749418,308255.0
chr3,130764488,130764503,293170.0
chr3,130796617,130796636,261037.0
chr3,130796682,130796704,260969.0
chr3,130818996,130819011,238662.0
chr3,130901757,130901777,155896.0
chr3,130903008,130903039,154634.0
chr3,130936867,130936950,120723.0
chr3,131014128,131014156,43517.0
chr3,131014321,131014344,43329.0
chr3,131014423,131014442,43231.0
chr3,131014502,131014544,43129.0
chr3,131014628,131014648,43025.0
chr3,131110974,131111015,53283.0
chr3,131117870,131117884,60179.0
chr3,131139560,131139579,81869.0
chr3,131139679,131139693,81988.0
chr3,131147859,131147881,90168.0
chr3,131148105,131148135,90414.0
chr3,131154190,131154219,96499.0
chr3,131160241,131160298,102550.0
chr3,131195067,131195083,137376.0
chr3,131199948,131199962,142257.0
chr3,131303364,131303417,245673.0
chr3,131552680,131552707,494989.0
chr3,132823532,132823551,229118.0
chr3,132823757,132823779,228890.0
chr3,133065612,133065637,12925.0
chr3,133065764,133065785,13077.0
chr3,133310732,133310754,258045.0
chr3,133332233,133332247,279546.0
chr3,133332402,133332418,279715.0
chr3,133332511,133332547,279824.0
chr3,133332585,133332599,279898.0
chr3,133510516,133510538,457829.0
chr3,133614472,133614502,561785.0
chr3,135212224,135212246,831909.0
chr3,135212292,135212306,831849.0
chr3,135212326,135212354,831801.0
chr3,135307877,135307917,736238.0
chr3,135479996,135480012,564143.0
chr3,135486257,135486272,557883.0
chr3,135515639,135515658,528497.0
chr3,135579409,135579423,464732.0
chr3,135594709,135594731,449424.0
chr3,135607442,135607456,436699.0
chr3,135640398,135640417,403738.0
chr3,135665734,135665775,378380.0
chr3,135666304,135666332,377823.0
chr3,135689544,135689566,354589.0
chr3,135718884,135718904,325251.0
chr3,135731225,135731274,312881.0
chr3,135731306,135731369,312786.0
chr3,135731622,135731636,312519.0
chr3,135824936,135824955,219200.0
chr3,135887340,135887391,156764.0
chr3,136611606,136611621,567433.0
chr3,136670571,136670591,626398.0
chr3,136671081,136671120,626908.0
chr3,136743091,136743111,698918.0
chr3,136956188,136956207,912015.0
chr3,137865260,137865276,609534.0
chr3,137865464,137865508,609302.0
chr3,137865834,137865873,608937.0
chr3,137865982,137866009,608801.0
chr3,137879870,137880107,594703.0
chr3,137969243,137969257,505553.0
chr3,137981708,137981727,493083.0
chr3,138526788,138526816,51960.0
chr3,138527088,138527103,52260.0
chr3,138877082,138877105,22246.0
chr3,139944087,139944107,1089251.0
chr3,142356698,142356712,61634.0
chr3,142443234,142443248,50743.0
chr3,142533636,142533685,39626.0
chr3,142550243,142550265,56233.0
chr3,142560315,142560342,58533.0
chr3,142560563,142560585,58290.0
chr3,142562850,142562872,56003.0
chr3,142562891,142562910,55965.0
chr3,142764856,142764870,144974.0
chr3,142765450,142765472,145568.0
chr3,142880803,142880817,260921.0
chr3,143647238,143647252,390069.0
chr3,143647407,143647467,390238.0
chr3,143884112,143884139,166164.0
chr3,143884146,143884183,166120.0
chr3,143884232,143884248,166055.0
chr3,143884400,143884442,165861.0
chr3,143884446,143884460,165843.0
chr3,144089737,144089751,39416.0
chr3,144089885,144089899,39564.0
chr3,144090034,144090069,39713.0
chr3,144253103,144253141,202782.0
chr3,144719125,144719145,668804.0
chr3,145117888,145117908,1067567.0
chr3,145118006,145118075,1067685.0
chr3,145118444,145118466,1068123.0
chr3,145923740,145923781,1873419.0
chr3,145923948,145923968,1873627.0
chr3,145937857,145937880,1887536.0
chr3,145994442,145994468,1944121.0
chr3,145994610,145994636,1944289.0
chr3,146152587,146152615,2102266.0
chr3,146152617,146152639,2102296.0
chr3,146152646,146152668,2102325.0
chr3,146158262,146158281,2107941.0
chr3,146158291,146158328,2107970.0
chr3,146181071,146181085,2130750.0
chr3,146946166,146946188,2719463.0
chr3,146946293,146946314,2719337.0
chr3,148491365,148491392,1174259.0
chr3,148491706,148491726,1173925.0
chr3,148510604,148510618,1155033.0
chr3,148510620,148510648,1155003.0
chr3,148510742,148510764,1154887.0
chr3,148851254,148851273,814378.0
chr3,148851280,148851312,814339.0
chr3,148867691,148867710,797941.0
chr3,148867752,148867771,797880.0
chr3,149326591,149326664,338987.0
chr3,149326664,149326699,338952.0
chr3,149327117,149327136,338515.0
chr3,151789853,151789926,1152005.0
chr3,151789948,151790026,1151905.0
chr3,151790048,151790070,1151861.0
chr3,152193695,152193714,748217.0
chr3,152229735,152229759,712172.0
chr3,152340789,152340828,601103.0
chr3,152340834,152340856,601075.0
chr3,152432727,152432752,509179.0
chr3,152433031,152433045,508886.0
chr3,152713862,152713884,228047.0
chr3,152713954,152714020,227911.0
chr3,152714032,152714051,227880.0
chr3,152912776,152912795,29136.0
chr3,152943111,152943125,1162.0
chr3,152950255,152950277,2170.0
chr3,152950338,152950357,2090.0
chr3,152958332,152958351,5867.0
chr3,153723871,153723887,132149.0
chr3,153756062,153756078,164340.0
chr3,153764776,153764826,173054.0
chr3,153764921,153764954,173199.0
chr3,153765155,153765177,173433.0
chr3,153806344,153806399,153120.0
chr3,157533964,157533981,82998.0
chr3,158031291,158031313,414294.0
chr3,159495138,159495165,726608.0
chr4,3967604,3967626,14969.0
chr4,3967923,3967938,14657.0
chr4,4793428,4793450,803367.0
chr4,5929814,5929847,545264.0
chr4,6445690,6445712,29399.0
chr4,6445877,6445892,29219.0
chr4,6452242,6452264,22847.0
chr4,6453051,6453071,22040.0
chr4,6453570,6453601,21510.0
chr4,6541475,6541511,66346.0
chr4,6541533,6541552,66404.0
chr4,6663817,6663832,41517.0
chr4,6663839,6663861,41539.0
chr4,6792394,6792467,24780.0
chr4,6803755,6803777,13470.0
chr4,6860159,6860178,42894.0
chr4,6869414,6869428,52149.0
chr4,6882627,6882649,65362.0
chr4,6887438,6887473,70173.0
chr4,6902040,6902072,84775.0
chr4,6924848,6924874,107583.0
chr4,6924886,6924912,107621.0
chr4,6925204,6925226,107939.0
chr4,6930549,6930568,113284.0
chr4,6930578,6930600,113313.0
chr4,6930925,6930948,113660.0
chr4,6931045,6931071,113780.0
chr4,6934010,6934029,116745.0
chr4,6934193,6934221,116928.0
chr4,6934408,6934450,117143.0
chr4,6935080,6935102,117815.0
chr4,6940805,6940827,123540.0
chr4,6940834,6940848,123569.0
chr4,6950361,6950377,133096.0
chr4,6958396,6958415,141131.0
chr4,6958454,6958470,141189.0
chr4,6958484,6958503,141219.0
chr4,6963773,6963793,146508.0
chr4,6970360,6970376,153095.0
chr4,6970573,6970588,153308.0
chr4,6976083,6976097,158818.0
chr4,6990515,6990529,173250.0
chr4,6990542,6990590,173277.0
chr4,6990697,6990711,173432.0
chr4,6990940,6990966,173675.0
chr4,6991666,6991682,174401.0
chr4,7112481,7112503,295216.0
chr4,7357852,7357867,85525.0
chr4,7455408,7455430,11998.0
chr4,7455456,7455472,12046.0
chr4,7455613,7455637,12203.0
chr4,7556949,7556968,113539.0
chr4,7557063,7557161,113653.0
chr4,8535180,8535208,99329.0
chr4,8535215,8535229,99308.0
chr4,8720926,8720948,71082.0
chr4,8721321,8721344,71477.0
chr4,8783583,8783635,133739.0
chr4,8799944,8799970,150100.0
chr4,8800013,8800032,150169.0
chr4,8800367,8800406,150523.0
chr4,8806125,8806153,156281.0
chr4,8810944,8810963,161100.0
chr4,8811015,8811034,161171.0
chr4,8842862,8842876,193018.0
chr4,8843178,8843209,193334.0
chr4,8853987,8854012,204143.0
chr4,8926919,8926941,277075.0
chr4,8942942,8942964,293098.0
