,chr,TnG_start,TnG_end,strand
12484,chr15,98832111,98832145,+
12485,chr15,98832481,98832530,+
12486,chr15,98832534,98832561,+
12487,chr15,98832584,98832631,+
12488,chr15,98832703,98832719,+
12489,chr15,98871194,98871221,+
12490,chr15,98872812,98872827,+
12491,chr15,98877616,98877664,+
12492,chr15,98881320,98881346,+
12493,chr15,98881694,98881714,+
12494,chr15,98917274,98917290,+
12495,chr15,98918556,98918601,-
12496,chr15,98927767,98927797,-
12497,chr15,98938166,98938181,+
12498,chr15,98952945,98952977,+
12499,chr15,98954066,98954098,-
12500,chr15,98956308,98956325,-
12501,chr15,98956964,98957032,-
12502,chr15,98957328,98957353,-
12503,chr15,98957575,98957592,-
12504,chr15,98985059,98985091,-
12505,chr15,98985095,98985110,-
12506,chr15,98985297,98985322,-
12507,chr15,98986005,98986039,+
12508,chr15,98986132,98986155,+
12509,chr15,98992913,98992933,+
12510,chr15,98993823,98993844,+
12511,chr15,98993871,98993902,+
12512,chr15,98993959,98993976,+
12513,chr15,98994219,98994242,+
12514,chr15,99008412,99008429,+
12515,chr15,99008592,99008641,-
12516,chr15,99009277,99009292,-
12517,chr15,99009560,99009585,+
12518,chr15,99024868,99024885,-
12519,chr15,99025012,99025038,+
12520,chr15,99065707,99065728,+
12521,chr15,99075010,99075033,+
12522,chr15,99119865,99119932,+
12523,chr15,99185544,99185561,-
12524,chr15,99185665,99185685,-
12525,chr15,99185724,99185780,-
12526,chr15,99185783,99185848,-
12527,chr15,99252259,99252279,-
12528,chr15,99294763,99294811,+
12529,chr15,99333217,99333238,+
12530,chr15,99392553,99392573,+
12531,chr15,99393818,99393844,-
12532,chr15,99416785,99416834,-
12533,chr15,99458802,99458818,-
12534,chr15,99459135,99459161,+
12535,chr15,99459164,99459226,+
12536,chr15,99576676,99576719,-
12537,chr15,99643971,99643987,-
12538,chr15,99652762,99652784,+
12539,chr15,99772421,99772441,+
12540,chr15,99972453,99972468,-
12541,chr15,100041868,100041884,+
12542,chr15,100042377,100042402,-
12543,chr15,100042574,100042597,-
12544,chr15,100060570,100060593,-
12545,chr15,100060955,100060972,-
12546,chr15,100119436,100119461,-
12547,chr15,100123936,100123956,-
12548,chr15,100124186,100124210,-
12549,chr15,100124353,100124390,.
12550,chr15,100180185,100180200,-
12551,chr15,100181083,100181112,+
12552,chr15,100181192,100181230,-
12553,chr15,100182828,100182843,-
12554,chr15,100183334,100183349,+
12555,chr15,100183350,100183367,-
12556,chr15,100227452,100227477,+
12557,chr15,100228664,100228679,+
12558,chr15,100228747,100228788,-
12559,chr15,100312344,100312369,+
12560,chr15,100418722,100418739,+
12561,chr15,100418911,100418932,+
12562,chr15,100418949,100418970,+
12563,chr15,100419095,100419120,+
12564,chr15,100419186,100419206,+
12565,chr15,100420367,100420383,+
12566,chr15,100420824,100420844,+
12567,chr15,100442953,100442975,+
12568,chr15,100539380,100539430,+
12569,chr15,100539657,100539676,-
12570,chr15,100552360,100552376,-
12571,chr15,100552469,100552495,-
12572,chr15,100598424,100598439,-
12573,chr15,100598449,100598490,-
12574,chr15,100598673,100598716,-
12575,chr15,100598867,100598887,+
12576,chr15,100599243,100599259,-
12577,chr15,100605098,100605118,-
12578,chr15,100654728,100654747,+
12579,chr15,100664803,100664823,-
12580,chr15,100665374,100665392,-
12581,chr15,100665706,100665723,-
12582,chr15,100666773,100666817,+
12583,chr15,100667596,100667617,+
12584,chr15,100667623,100667638,+
12585,chr15,100667758,100667790,-
12586,chr15,100667954,100667974,-
12587,chr15,100668597,100668633,+
12588,chr15,100701834,100701857,+
12589,chr15,100705563,100705579,-
12590,chr15,100706044,100706064,-
12591,chr15,100720238,100720253,+
12592,chr15,100747563,100747589,-
12593,chr15,100748046,100748063,-
12594,chr15,100750034,100750071,+
12595,chr15,100750072,100750088,-
12596,chr15,100750224,100750240,+
12597,chr15,100750482,100750502,-
12598,chr15,100750765,100750781,-
12599,chr15,100750785,100750801,-
12600,chr15,100760150,100760198,-
12601,chr15,100845017,100845034,+
12602,chr15,100845961,100845986,-
12603,chr15,100846071,100846086,+
12604,chr15,100846312,100846327,-
12605,chr15,100905313,100905345,-
12606,chr15,100905456,100905476,-
12607,chr15,100905633,100905648,-
12608,chr15,100905688,100905713,-
12609,chr15,101173447,101173464,+
12610,chr15,101191106,101191139,-
12611,chr15,101195900,101195976,-
12612,chr15,101196003,101196138,-
12613,chr15,101244342,101244362,+
12614,chr15,101246037,101246062,-
12615,chr15,101246137,101246152,-
12616,chr15,101246890,101246915,-
12617,chr15,101247016,101247032,+
12618,chr15,101247146,101247179,-
12619,chr15,101250768,101250784,+
12620,chr15,101250812,101250832,+
12621,chr15,101257568,101257585,-
12622,chr15,101257620,101257640,-
12623,chr15,101274702,101274719,-
12624,chr15,101283437,101283454,+
12625,chr15,101284096,101284116,+
12626,chr15,101284449,101284464,-
12627,chr15,102208246,102208266,-
12628,chr15,102225586,102225630,-
12629,chr15,102231654,102231671,+
12630,chr15,102235181,102235209,+
12631,chr15,102236897,102236926,-
12632,chr15,102237112,102237174,-
12633,chr15,102237546,102237571,+
12634,chr15,102244186,102244206,+
12635,chr15,102244787,102244802,+
12636,chr15,102245335,102245355,+
12637,chr15,102245359,102245407,-
12638,chr15,102245846,102245862,+
12639,chr15,102264614,102264660,+
12640,chr15,102264864,102264892,+
12641,chr15,102287701,102287716,-
12642,chr15,102295994,102296014,-
12643,chr15,102350885,102350910,-
12644,chr15,102378249,102378269,-
12645,chr15,102399189,102399219,-
12646,chr15,102400039,102400054,+
12647,chr15,102407127,102407145,-
12648,chr15,102458168,102458184,+
12649,chr15,102458194,102458215,-
12650,chr15,102458323,102458343,+
12651,chr15,102458527,102458562,-
12652,chr15,102458857,102458914,+
12653,chr15,102459413,102459461,-
12654,chr15,102459859,102459888,-
12655,chr15,102470181,102470196,-
12656,chr15,102518235,102518276,+
12657,chr15,102526209,102526232,-
12658,chr15,102526679,102526718,+
12659,chr15,102526761,102526781,+
12660,chr15,102526982,102526997,-
12661,chr15,102626157,102626172,+
12662,chr15,102671352,102671391,+
12663,chr15,102671567,102671599,-
12664,chr15,102721109,102721124,+
12665,chr15,102722078,102722101,+
12666,chr15,103163139,103163154,+
12667,chr15,103165553,103165570,-
12668,chr16,3895439,3895455,-
12669,chr16,4074970,4074993,+
12670,chr16,4212753,4212779,+
12671,chr16,4213984,4214005,+
12672,chr16,4319161,4319194,+
12673,chr16,4319260,4319277,+
12674,chr16,4542248,4542271,+
12675,chr16,4542324,4542347,+
12676,chr16,4560094,4560112,+
12677,chr16,4624521,4624541,+
12678,chr16,4674584,4674630,+
12679,chr16,4683898,4683913,+
12680,chr16,4726055,4726073,-
12681,chr16,4736345,4736378,+
12682,chr16,4790560,4790577,+
12683,chr16,4880476,4880493,-
12684,chr16,4881342,4881358,-
12685,chr16,4881393,4881415,-
12686,chr16,4913876,4913892,+
12687,chr16,5233686,5233702,-
12688,chr16,5255303,5255323,-
12689,chr16,5256562,5256577,+
12690,chr16,5279419,5279448,+
12691,chr16,5279456,5279536,+
12692,chr16,5279579,5279595,+
12693,chr16,5446319,5446334,+
12694,chr16,5452240,5452260,-
12695,chr16,5452489,5452506,-
12696,chr16,5453943,5453959,+
12697,chr16,5453978,5453994,+
12698,chr16,8470530,8470545,-
12699,chr16,8631602,8631627,-
12700,chr16,8636907,8636924,+
12701,chr16,8637578,8637593,+
12702,chr16,8719426,8719443,+
12703,chr16,8823785,8823800,-
12704,chr16,8829788,8829808,-
12705,chr16,8840733,8840765,+
12706,chr16,8840862,8840877,-
12707,chr16,8841013,8841041,-
12708,chr16,10411616,10411673,+
12709,chr16,10536604,10536721,-
12710,chr16,10543402,10543420,-
12711,chr16,10543434,10543449,+
12712,chr16,10543542,10543558,-
12713,chr16,10543574,10543591,+
12714,chr16,10543738,10543790,+
12715,chr16,10544790,10544813,-
12716,chr16,10585588,10585608,-
12717,chr16,10585626,10585641,+
12718,chr16,10669225,10669240,-
12719,chr16,10740932,10740971,+
12720,chr16,10770810,10770828,-
12721,chr16,10770975,10770990,+
12722,chr16,10773283,10773299,+
12723,chr16,10773425,10773469,+
12724,chr16,10802111,10802136,+
12725,chr16,10802437,10802457,-
12726,chr16,10815401,10815424,-
12727,chr16,10830803,10830829,+
12728,chr16,10835696,10835711,+
12729,chr16,10844457,10844474,-
12730,chr16,10845088,10845133,+
12731,chr16,10846800,10846823,+
12732,chr16,10969382,10969399,+
12733,chr16,11065921,11065941,+
12734,chr16,11073470,11073486,-
12735,chr16,11073600,11073620,-
12736,chr16,11135226,11135247,-
12737,chr16,11157800,11157820,-
12738,chr16,11158116,11158151,+
12739,chr16,11158157,11158179,+
12740,chr16,11177664,11177679,+
12741,chr16,11254770,11254788,-
12742,chr16,11500986,11501001,+
12743,chr16,11526823,11526859,-
12744,chr16,11686259,11686282,+
12745,chr16,11688114,11688129,+
12746,chr16,11909033,11909056,-
12747,chr16,13160186,13160211,+
12748,chr16,13376426,13376479,-
12749,chr16,13376482,13376504,-
12750,chr16,13376533,13376566,-
12751,chr16,13437513,13437533,-
12752,chr16,13671431,13671448,-
12753,chr16,13672392,13672412,-
12754,chr16,13672828,13672848,-
12755,chr16,13796539,13796560,+
12756,chr16,13796729,13796749,-
12757,chr16,13796756,13796771,-
12758,chr16,13903520,13903542,+
12759,chr16,14159208,14159223,-
12760,chr16,14159879,14159894,+
12761,chr16,14160087,14160103,+
12762,chr16,14160130,14160147,-
12763,chr16,14378885,14378905,-
12764,chr16,15594656,15594674,+
12765,chr16,15636789,15636809,+
12766,chr16,16146456,16146483,+
12767,chr16,16302442,16302462,-
12768,chr16,16358444,16358464,-
12769,chr16,16829621,16829636,-
12770,chr16,16870519,16870534,-
12771,chr16,17069660,17069675,+
12772,chr16,17110814,17110834,+
12773,chr16,17146752,17146773,+
12774,chr16,17146790,17146815,+
12775,chr16,17276017,17276061,-
12776,chr16,17452018,17452034,-
12777,chr16,17727524,17727549,+
12778,chr16,18235347,18235368,-
12779,chr16,18249248,18249268,+
12780,chr16,18498215,18498232,-
12781,chr16,18498461,18498484,+
12782,chr16,18858766,18858803,-
12783,chr16,18973871,18973937,+
12784,chr16,19761506,19761533,+
12785,chr16,19762074,19762136,-
12786,chr16,19959706,19959761,-
12787,chr16,19959765,19959814,-
12788,chr16,19961290,19961313,+
12789,chr16,19976932,19976952,+
12790,chr16,19981373,19981388,+
12791,chr16,19982236,19982261,+
12792,chr16,19983326,19983343,-
12793,chr16,19984738,19984767,+
12794,chr16,19984769,19984803,-
12795,chr16,19985370,19985387,-
12796,chr16,19985525,19985566,+
12797,chr16,19985586,19985601,+
12798,chr16,20098491,20098514,-
12799,chr16,20302599,20302614,-
12800,chr16,20425790,20425841,+
12801,chr16,20458579,20458599,-
12802,chr16,20459179,20459195,+
12803,chr16,20462749,20462796,+
12804,chr16,20534984,20535004,+
12805,chr16,20535067,20535082,+
12806,chr16,20930111,20930132,+
12807,chr16,20956610,20956681,.
12808,chr16,20958792,20958808,+
12809,chr16,20958838,20958855,+
12810,chr16,21793907,21793941,+
12811,chr16,21835903,21835928,-
12812,chr16,21836047,21836062,-
12813,chr16,22009071,22009091,+
12814,chr16,22119430,22119447,-
12815,chr16,22264664,22264682,+
12816,chr16,22264720,22264735,+
12817,chr16,22265530,22265545,+
12818,chr16,22266285,22266305,-
12819,chr16,22368129,22368209,+
12820,chr16,22387830,22387864,+
12821,chr16,22387872,22387895,+
12822,chr16,22387944,22387959,-
12823,chr16,22438714,22438753,+
12824,chr16,22440226,22440241,-
12825,chr16,22466363,22466380,-
12826,chr16,22466574,22466593,-
12827,chr16,22466857,22466882,+
12828,chr16,23087907,23087927,-
12829,chr16,23087990,23088034,-
12830,chr16,23102740,23102757,-
12831,chr16,23127549,23127569,+
12832,chr16,23135474,23135542,+
12833,chr16,23135553,23135578,+
12834,chr16,23135658,23135678,+
12835,chr16,23135680,23135696,-
12836,chr16,23144007,23144022,-
12837,chr16,23144247,23144408,+
12838,chr16,23144984,23145044,+
12839,chr16,23151515,23151535,-
12840,chr16,23165515,23165530,+
12841,chr16,23165973,23165997,-
12842,chr16,23171418,23171439,-
12843,chr16,23171593,23171627,-
12844,chr16,23174693,23174712,-
12845,chr16,23175171,23175191,+
12846,chr16,23182398,23182423,+
12847,chr16,23182518,23182533,-
12848,chr16,23195720,23195740,+
12849,chr16,23196076,23196096,+
12850,chr16,23224440,23224455,+
12851,chr16,23225752,23225783,+
12852,chr16,23226920,23226939,-
12853,chr16,23227298,23227313,-
12854,chr16,23228191,23228211,+
12855,chr16,23228254,23228286,-
12856,chr16,23228398,23228418,-
12857,chr16,23236522,23236591,+
12858,chr16,23262938,23262962,-
12859,chr16,23264034,23264054,-
12860,chr16,23274791,23274808,+
12861,chr16,23285971,23285988,-
12862,chr16,23286007,23286028,-
12863,chr16,23296818,23296833,-
12864,chr16,23306215,23306246,+
12865,chr16,23329124,23329145,+
12866,chr16,23375025,23375045,+
12867,chr16,23379494,23379524,-
12868,chr16,23379626,23379653,+
12869,chr16,23379740,23379784,-
12870,chr16,23379956,23379976,+
12871,chr16,23403286,23403301,-
12872,chr16,23414155,23414170,-
12873,chr16,23414234,23414253,+
12874,chr16,23609707,23609734,+
12875,chr16,23879262,23879333,+
12876,chr16,23983543,23983598,+
12877,chr16,23984574,23984599,-
12878,chr16,23985540,23985590,-
12879,chr16,23986593,23986620,-
12880,chr16,23986786,23986801,+
12881,chr16,23986853,23986882,-
12882,chr16,23987585,23987625,+
12883,chr16,23987872,23987897,+
12884,chr16,23988230,23988245,+
12885,chr16,23988252,23988272,+
12886,chr16,23988456,23988472,+
12887,chr16,23988556,23988572,+
12888,chr16,23989154,23989170,+
12889,chr16,23989227,23989256,-
12890,chr16,23989339,23989362,-
12891,chr16,23989673,23989703,-
12892,chr16,23991229,23991250,+
12893,chr16,23991539,23991575,-
12894,chr16,23991629,23991646,+
12895,chr16,24092136,24092153,+
12896,chr16,24092498,24092513,+
12897,chr16,24151579,24151595,-
12898,chr16,24151621,24151636,-
12899,chr16,24151729,24151749,-
12900,chr16,24154263,24154305,.
12901,chr16,24154358,24154387,-
12902,chr16,24154409,24154426,-
12903,chr16,24154922,24154937,-
12904,chr16,24171196,24171218,-
12905,chr16,24171470,24171491,+
12906,chr16,24186068,24186096,-
12907,chr16,24223272,24223288,+
12908,chr16,24263156,24263188,-
12909,chr16,24263199,24263216,-
12910,chr16,24391273,24391293,+
12911,chr16,24392524,24392540,+
12912,chr16,24539315,24539330,+
12913,chr16,24597326,24597345,+
12914,chr16,24629231,24629261,-
12915,chr16,24909700,24909720,+
12916,chr16,24909795,24909810,-
12917,chr16,24910239,24910256,-
12918,chr16,24910303,24910324,-
12919,chr16,24910683,24910703,+
12920,chr16,24910939,24910965,+
12921,chr16,25249094,25249111,+
12922,chr16,25249215,25249264,-
12923,chr16,25426391,25426429,+
12924,chr16,27388539,27388585,+
12925,chr16,27388648,27388665,-
12926,chr16,29713156,29713186,+
12927,chr16,29713193,29713218,+
12928,chr16,29834661,29834678,+
12929,chr16,29834943,29834963,+
12930,chr16,29835058,29835115,-
12931,chr16,30177600,30177664,-
12932,chr16,30177854,30177870,-
12933,chr16,30187901,30187916,+
12934,chr16,30453556,30453571,+
12935,chr16,30453615,30453642,+
12936,chr16,30453850,30453867,-
12937,chr16,30504594,30504609,+
12938,chr16,30504629,30504650,+
12939,chr16,30510269,30510289,+
12940,chr16,30535060,30535080,+
12941,chr16,30942993,30943013,-
12942,chr16,31074938,31074999,+
12943,chr16,31075141,31075158,+
12944,chr16,31191555,31191570,+
12945,chr16,31297297,31297314,+
12946,chr16,31297370,31297386,-
12947,chr16,31428432,31428447,+
12948,chr16,32078116,32078133,-
12949,chr16,32078253,32078270,-
12950,chr16,32078530,32078545,-
12951,chr16,32087518,32087533,+
12952,chr16,32087562,32087582,+
12953,chr16,32107574,32107594,+
12954,chr16,32108196,32108213,-
12955,chr16,32108661,32108676,-
12956,chr16,32108846,32108938,-
12957,chr16,32111073,32111108,+
12958,chr16,32111144,32111161,+
12959,chr16,32111321,32111338,-
12960,chr16,32115713,32115751,-
12961,chr16,32129814,32129837,+
12962,chr16,32130902,32130927,+
12963,chr16,32163797,32163814,-
12964,chr16,32163966,32163991,-
12965,chr16,32164289,32164310,-
12966,chr16,32164317,32164360,-
12967,chr16,32175532,32175548,+
12968,chr16,32247311,32247326,-
12969,chr16,32277302,32277318,+
12970,chr16,32331830,32331850,+
12971,chr16,32331928,32331953,+
12972,chr16,32332246,32332262,-
12973,chr16,32333102,32333117,+
12974,chr16,32333435,32333458,-
12975,chr16,32433851,32433869,-
12976,chr16,32434039,32434054,-
12977,chr16,32434063,32434093,-
12978,chr16,32434383,32434411,-
12979,chr16,32434419,32434440,-
12980,chr16,32434504,32434567,-
12981,chr16,32516149,32516173,-
12982,chr16,32518683,32518709,-
12983,chr16,32518773,32518793,-
12984,chr16,32518802,32518817,-
12985,chr16,32520711,32520726,-
12986,chr16,32521073,32521115,-
12987,chr16,32521130,32521174,-
12988,chr16,32521601,32521632,-
12989,chr16,32522183,32522232,+
12990,chr16,32522367,32522382,+
12991,chr16,32541202,32541227,+
12992,chr16,32541350,32541454,+
12993,chr16,32594302,32594352,-
12994,chr16,32594403,32594420,+
12995,chr16,32608506,32608523,+
12996,chr16,32643742,32643757,-
12997,chr16,32645122,32645138,-
12998,chr16,32750612,32750636,+
12999,chr16,32750896,32750912,+
13000,chr16,32751007,32751023,+
13001,chr16,32751328,32751355,+
13002,chr16,32868614,32868629,-
13003,chr16,32913912,32913935,-
13004,chr16,32949182,32949219,-
13005,chr16,32949296,32949311,+
13006,chr16,32949473,32949533,.
13007,chr16,32953669,32953712,-
13008,chr16,32954419,32954436,+
13009,chr16,32972913,32972932,+
13010,chr16,33012284,33012321,-
13011,chr16,33024092,33024111,+
13012,chr16,33181792,33181854,+
13013,chr16,33181925,33181940,+
13014,chr16,33260747,33260762,-
13015,chr16,33261368,33261383,-
13016,chr16,33261575,33261604,+
13017,chr16,33261851,33261877,+
13018,chr16,33261955,33261971,+
13019,chr16,33267527,33267542,-
13020,chr16,33268236,33268251,+
13021,chr16,33271972,33272005,+
13022,chr16,33272093,33272119,-
13023,chr16,33337536,33337564,-
13024,chr16,33337748,33337785,-
13025,chr16,33371165,33371205,-
13026,chr16,33371450,33371466,+
13027,chr16,33371474,33371498,-
13028,chr16,33556977,33557048,+
13029,chr16,33557120,33557135,-
13030,chr16,33584448,33584471,+
13031,chr16,33694554,33694571,-
13032,chr16,33714084,33714104,+
13033,chr16,33714176,33714196,+
13034,chr16,33714460,33714477,+
13035,chr16,33747354,33747395,+
13036,chr16,33747873,33747897,+
13037,chr16,33967185,33967216,-
13038,chr16,33988534,33988554,+
13039,chr16,34026335,34026366,+
13040,chr16,34026445,34026509,+
13041,chr16,34120786,34120802,-
13042,chr16,35741592,35741608,-
13043,chr16,35742221,35742236,+
13044,chr16,35742576,35742591,+
13045,chr16,35743107,35743127,-
13046,chr16,35747254,35747274,+
13047,chr16,35765165,35765182,+
13048,chr16,35765746,35765766,+
13049,chr16,35765784,35765805,-
13050,chr16,35769630,35769660,-
13051,chr16,35769738,35769753,-
13052,chr16,35793193,35793275,-
13053,chr16,35869580,35869596,-
13054,chr16,35870059,35870078,+
13055,chr16,35870306,35870334,-
13056,chr16,35870896,35870913,+
13057,chr16,35870953,35870978,+
13058,chr16,35871500,35871550,+
13059,chr16,35919653,35919668,-
13060,chr16,35938156,35938177,+
13061,chr16,35938204,35938251,+
13062,chr16,35939231,35939259,-
13063,chr16,35939454,35939474,+
13064,chr16,35949149,35949170,+
13065,chr16,35984030,35984046,+
13066,chr16,36040924,36040940,-
13067,chr16,36477082,36477098,-
13068,chr16,36588076,36588096,+
13069,chr16,36588194,36588210,+
13070,chr16,36666385,36666411,+
13071,chr16,36666941,36666977,-
13072,chr16,36666998,36667023,+
13073,chr16,36681871,36681896,+
13074,chr16,36684324,36684363,+
13075,chr16,36765169,36765189,+
13076,chr16,36765199,36765219,+
13077,chr16,36770069,36770089,+
13078,chr16,36770099,36770119,+
13079,chr16,36770698,36770719,-
13080,chr16,36927483,36927498,+
13081,chr16,36934714,36934734,-
13082,chr16,37093799,37093816,-
13083,chr16,37093866,37093883,-
13084,chr16,37093936,37093961,+
13085,chr16,37654569,37654589,-
13086,chr16,37867647,37867687,-
13087,chr16,38131243,38131259,-
13088,chr16,38131292,38131307,-
13089,chr16,38131338,38131367,+
13090,chr16,38131394,38131411,-
13091,chr16,38131691,38131712,+
13092,chr16,38346841,38346879,+
13093,chr16,38399991,38400031,-
13094,chr16,38523240,38523266,+
13095,chr16,38562645,38562687,+
13096,chr16,38616010,38616027,-
13097,chr16,38616037,38616059,-
13098,chr16,38712538,38712554,+
13099,chr16,42190162,42190183,+
13100,chr16,42647231,42647372,-
13101,chr16,42875294,42875319,+
13102,chr16,42875395,42875412,+
13103,chr16,42876490,42876519,+
13104,chr16,42876537,42876578,+
13105,chr16,42907434,42907449,-
13106,chr16,42907955,42907970,+
13107,chr16,42908037,42908058,-
13108,chr16,43664301,43664318,+
13109,chr16,43699229,43699277,-
13110,chr16,43708249,43708264,+
13111,chr16,43709506,43709527,+
13112,chr16,43709825,43709866,-
13113,chr16,43889502,43889517,+
13114,chr16,43979019,43979039,-
13115,chr16,43979181,43979198,+
13116,chr16,44139178,44139219,-
13117,chr16,44140970,44140995,+
13118,chr16,44151446,44151507,-
13119,chr16,44172404,44172429,+
13120,chr16,44319880,44319896,-
13121,chr16,44320274,44320309,+
13122,chr16,44333016,44333036,+
13123,chr16,44337001,44337016,+
13124,chr16,44337431,44337446,-
13125,chr16,44337538,44337553,+
13126,chr16,44337569,44337586,-
13127,chr16,44337874,44337894,-
13128,chr16,44338039,44338054,+
13129,chr16,44347190,44347207,+
13130,chr16,44348334,44348349,-
13131,chr16,44348363,44348387,-
13132,chr16,44356473,44356495,-
13133,chr16,44357125,44357140,-
13134,chr16,44357933,44357953,-
13135,chr16,44358232,44358292,-
13136,chr16,44362531,44362546,-
13137,chr16,44362736,44362803,-
13138,chr16,44437710,44437766,-
13139,chr16,44460838,44460853,-
13140,chr16,44461107,44461123,-
13141,chr16,44692157,44692198,-
13142,chr16,44727663,44727686,-
13143,chr16,44735830,44735850,+
13144,chr16,44745766,44745787,+
13145,chr16,44745892,44745912,-
13146,chr16,44965402,44965423,+
13147,chr16,44999914,44999965,+
13148,chr16,45007289,45007311,-
13149,chr16,45007551,45007578,+
13150,chr16,45016483,45016498,-
13151,chr16,45016794,45016809,+
13152,chr16,45016903,45016923,+
13153,chr16,45019020,45019037,-
13154,chr16,45019082,45019099,+
13155,chr16,45019271,45019291,-
13156,chr16,45025500,45025515,-
13157,chr16,45025593,45025608,-
13158,chr16,45158506,45158570,+
13159,chr16,45222766,45222788,+
13160,chr16,45224010,45224047,-
13161,chr16,45224228,45224257,-
13162,chr16,45225031,45225051,-
13163,chr16,45251904,45251924,+
13164,chr16,45251928,45251956,-
13165,chr16,45305484,45305549,-
13166,chr16,45305762,45305777,-
13167,chr16,45382015,45382035,+
13168,chr16,45382116,45382131,+
13169,chr16,45382132,45382155,-
13170,chr16,45389662,45389682,-
13171,chr16,45742510,45742529,-
13172,chr16,45744116,45744160,-
13173,chr16,45787113,45787133,-
13174,chr16,45802585,45802654,+
13175,chr16,45802724,45802739,-
13176,chr16,45942439,45942459,+
13177,chr16,45942484,45942499,+
13178,chr16,45998458,45998516,+
13179,chr16,45998848,45998882,+
13180,chr16,46001463,46001479,-
13181,chr16,46001494,46001511,+
13182,chr16,46001828,46001844,+
13183,chr16,46006287,46006302,-
13184,chr16,46008591,46008666,+
13185,chr16,46009219,46009234,-
13186,chr16,46009430,46009461,+
13187,chr16,46009539,46009574,-
13188,chr16,46009607,46009627,+
13189,chr16,46010967,46010990,-
13190,chr16,46021941,46021964,-
13191,chr16,46022963,46022980,+
13192,chr16,46022985,46023019,+
13193,chr16,46044525,46044570,-
13194,chr16,46103238,46103258,+
13195,chr16,46103270,46103291,+
13196,chr16,46104393,46104409,+
13197,chr16,46104724,46104740,-
13198,chr16,46119607,46119624,-
13199,chr16,46120412,46120432,+
13200,chr16,48594451,48594466,+
13201,chr16,48594487,48594504,+
13202,chr16,48672033,48672050,+
13203,chr16,48754912,48754927,+
13204,chr16,48755016,48755040,-
13205,chr16,48755066,48755117,+
13206,chr16,48771698,48771714,-
13207,chr16,48772342,48772371,+
13208,chr16,48788630,48788645,-
13209,chr16,48788916,48788931,+
13210,chr16,48801303,48801323,-
13211,chr16,48801387,48801432,-
13212,chr16,48806527,48806543,-
13213,chr16,48806667,48806682,-
13214,chr16,48993446,48993468,-
13215,chr16,48994193,48994210,+
13216,chr16,49503432,49503481,+
13217,chr16,49503567,49503586,+
13218,chr16,49503689,49503718,+
13219,chr16,49503807,49503824,-
13220,chr16,49503979,49503994,+
13221,chr16,49698851,49698871,+
13222,chr16,49698891,49698916,-
13223,chr16,49766523,49766538,+
13224,chr16,49771957,49771982,+
13225,chr16,49772015,49772036,+
13226,chr16,49772735,49772752,+
13227,chr16,49773046,49773071,-
13228,chr16,49801789,49801813,+
13229,chr16,49818559,49818594,+
13230,chr16,49818629,49818649,-
13231,chr16,49819085,49819105,+
13232,chr16,49819202,49819223,+
13233,chr16,49836233,49836266,-
13234,chr16,49836273,49836294,-
13235,chr16,49839367,49839400,+
13236,chr16,49839568,49839583,+
13237,chr16,49840629,49840656,-
13238,chr16,49855076,49855099,+
13239,chr16,49856430,49856453,-
13240,chr16,49856547,49856562,-
13241,chr16,49856969,49856985,-
13242,chr16,49857033,49857049,-
13243,chr16,49857402,49857421,-
13244,chr16,49857430,49857451,+
13245,chr16,49857527,49857542,-
13246,chr16,49859396,49859416,-
13247,chr16,49888057,49888143,-
13248,chr16,49962459,49962479,-
13249,chr16,49962489,49962509,+
13250,chr16,50069320,50069337,-
13251,chr16,50364165,50364185,+
13252,chr16,50372348,50372370,-
13253,chr16,50372849,50372870,-
13254,chr16,50373116,50373136,+
13255,chr16,50373222,50373239,-
13256,chr16,50430599,50430614,-
13257,chr16,50430701,50430726,-
13258,chr16,50430866,50430891,+
13259,chr16,50555185,50555205,-
13260,chr16,50632767,50632783,+
13261,chr16,50632980,50633003,-
13262,chr16,50719074,50719206,+
13263,chr16,50736838,50736863,+
13264,chr16,50737126,50737166,-
13265,chr16,50841641,50841765,+
13266,chr16,50842040,50842063,-
13267,chr16,51675159,51675187,+
13268,chr16,51675273,51675289,+
13269,chr16,51691412,51691454,.
13270,chr16,51691477,51691493,+
13271,chr16,51705417,51705434,+
13272,chr16,51705568,51705583,-
13273,chr16,51705856,51705871,+
13274,chr16,51705896,51705916,+
13275,chr16,51718619,51718636,+
13276,chr16,51718865,51718881,+
13277,chr16,51719136,51719165,-
13278,chr16,51720085,51720100,-
13279,chr16,51895562,51895632,+
13280,chr16,51895644,51895694,+
13281,chr16,52006943,52006958,-
13282,chr16,52032341,52032370,-
13283,chr16,52032723,52032739,-
13284,chr16,52033825,52033845,-
13285,chr16,52033902,52033917,-
13286,chr16,52033922,52033946,-
13287,chr16,52034212,52034232,-
13288,chr16,52056098,52056119,-
13289,chr16,52056312,52056327,+
13290,chr16,52060535,52060550,-
13291,chr16,52060628,52060648,-
13292,chr16,52064859,52064879,+
13293,chr16,52082102,52082117,-
13294,chr16,52082167,52082187,-
13295,chr16,52090632,52090648,-
13296,chr16,52090704,52090724,+
13297,chr16,52129220,52129237,-
13298,chr16,52129766,52129783,-
13299,chr16,52143003,52143023,+
13300,chr16,52143047,52143077,-
13301,chr16,52143325,52143345,+
13302,chr16,52143452,52143467,+
13303,chr16,52143513,52143533,-
13304,chr16,52182160,52182180,+
13305,chr16,52182205,52182240,+
