,chr,TnG_start,TnG_end,strand
10971,chr19,10606214,10606237,-
10972,chr19,10606282,10606302,-
10973,chr19,10732004,10732020,+
10974,chr19,10739337,10739352,+
10975,chr19,10739417,10739453,+
10976,chr19,10739901,10739917,+
10977,chr19,10740116,10740140,-
10978,chr19,10747436,10747453,-
10979,chr19,10751569,10751592,-
10980,chr19,10752614,10752637,-
10981,chr19,10752658,10752673,-
10982,chr19,10752694,10752715,-
10983,chr19,10752826,10752861,-
10984,chr19,10763362,10763385,+
10985,chr19,10763826,10763841,+
10986,chr19,10764114,10764153,-
10987,chr19,10777311,10777327,-
10988,chr19,10811614,10811661,-
10989,chr19,10894861,10894878,-
10990,chr19,10979315,10979344,+
10991,chr19,11045004,11045026,+
10992,chr19,11355262,11355285,+
10993,chr19,11355575,11355602,-
10994,chr19,11356235,11356290,-
10995,chr19,11356406,11356423,+
10996,chr19,11356496,11356520,-
10997,chr19,11356534,11356551,-
10998,chr19,11360432,11360447,-
10999,chr19,11360460,11360485,-
11000,chr19,11361690,11361710,+
11001,chr19,11362350,11362367,-
11002,chr19,11362393,11362421,-
11003,chr19,11362447,11362462,-
11004,chr19,11362509,11362557,-
11005,chr19,11362685,11362703,-
11006,chr19,11370987,11371014,-
11007,chr19,11371040,11371056,+
11008,chr19,11371275,11371295,+
11009,chr19,11371531,11371554,-
11010,chr19,11371761,11371798,+
11011,chr19,11371808,11371828,+
11012,chr19,11386441,11386464,-
11013,chr19,11386894,11386983,+
11014,chr19,11387157,11387177,-
11015,chr19,11387545,11387573,+
11016,chr19,11387656,11387702,+
11017,chr19,11387736,11387771,+
11018,chr19,11395537,11395554,+
11019,chr19,11396189,11396209,+
11020,chr19,11411553,11411568,-
11021,chr19,11411815,11411840,+
11022,chr19,11414236,11414251,+
11023,chr19,11434462,11434489,-
11024,chr19,11434555,11434582,-
11025,chr19,11434617,11434640,-
11026,chr19,11434939,11434954,-
11027,chr19,11435028,11435051,-
11028,chr19,11435088,11435105,-
11029,chr19,11435126,11435158,-
11030,chr19,11435259,11435279,-
11031,chr19,11435363,11435399,-
11032,chr19,11435454,11435477,-
11033,chr19,11435524,11435550,-
11034,chr19,11435569,11435586,-
11035,chr19,11435609,11435630,-
11036,chr19,11436109,11436133,-
11037,chr19,11436280,11436295,-
11038,chr19,11436450,11436483,-
11039,chr19,11436501,11436548,-
11040,chr19,11436774,11436797,-
11041,chr19,11443350,11443366,-
11042,chr19,11443409,11443433,+
11043,chr19,11443597,11443614,+
11044,chr19,11443743,11443763,-
11045,chr19,11446676,11446699,-
11046,chr19,11447127,11447157,-
11047,chr19,11447224,11447252,-
11048,chr19,11478003,11478023,+
11049,chr19,11479667,11479684,+
11050,chr19,11479754,11479804,+
11051,chr19,11479903,11479920,+
11052,chr19,11480093,11480110,-
11053,chr19,11480336,11480356,-
11054,chr19,11481895,11481918,+
11055,chr19,11482055,11482072,-
11056,chr19,11482077,11482110,-
11057,chr19,11482145,11482165,-
11058,chr19,11482335,11482352,+
11059,chr19,11482910,11482926,-
11060,chr19,11483012,11483052,+
11061,chr19,11483072,11483088,+
11062,chr19,11483206,11483226,+
11063,chr19,11483626,11483643,+
11064,chr19,11483699,11483715,-
11065,chr19,11483890,11483918,+
11066,chr19,11483954,11483977,-
11067,chr19,11484244,11484288,+
11068,chr19,11484321,11484347,-
11069,chr19,11484866,11484887,+
11070,chr19,11485141,11485161,-
11071,chr19,11485210,11485226,-
11072,chr19,11486659,11486674,-
11073,chr19,11487012,11487035,-
11074,chr19,11487249,11487276,-
11075,chr19,11487321,11487340,-
11076,chr19,11491859,11491889,+
11077,chr19,11492072,11492089,+
11078,chr19,11492202,11492225,-
11079,chr19,11496221,11496266,+
11080,chr19,11496902,11496918,-
11081,chr19,11497125,11497184,-
11082,chr19,11497481,11497510,+
11083,chr19,11498105,11498128,+
11084,chr19,11504860,11504881,-
11085,chr19,11505177,11505193,+
11086,chr19,11505454,11505475,+
11087,chr19,11505721,11505736,-
11088,chr19,11512806,11512826,+
11089,chr19,11513134,11513157,+
11090,chr19,11513392,11513419,+
11091,chr19,11513429,11513506,+
11092,chr19,11513856,11513905,-
11093,chr19,11514469,11514502,+
11094,chr19,11515759,11515776,-
11095,chr19,11516941,11516956,-
11096,chr19,11517340,11517356,+
11097,chr19,11517393,11517432,-
11098,chr19,11518215,11518247,-
11099,chr19,11518313,11518328,-
11100,chr19,11534108,11534125,+
11101,chr19,11589025,11589051,-
11102,chr19,11589478,11589510,-
11103,chr19,11589773,11589815,+
11104,chr19,12009860,12009875,+
11105,chr19,12010067,12010107,-
11106,chr19,12010867,12010887,-
11107,chr19,12010991,12011011,-
11108,chr19,12011260,12011295,+
11109,chr19,12011548,12011563,-
11110,chr19,12012010,12012027,-
11111,chr19,12012053,12012073,-
11112,chr19,12012350,12012366,-
11113,chr19,12012665,12012681,-
11114,chr19,12472077,12472100,+
11115,chr19,12472309,12472327,+
11116,chr19,12472543,12472558,+
11117,chr19,12473322,12473356,+
11118,chr19,12473387,12473411,+
11119,chr19,12473414,12473465,+
11120,chr19,12475981,12475998,-
11121,chr19,12476068,12476085,-
11122,chr19,12501853,12501870,-
11123,chr19,12796417,12796432,-
11124,chr19,12797349,12797364,+
11125,chr19,12797578,12797608,-
11126,chr19,12797615,12797635,+
11127,chr19,12805990,12806007,-
11128,chr19,12806083,12806099,-
11129,chr19,12806163,12806179,+
11130,chr19,12806381,12806397,-
11131,chr19,12806436,12806460,+
11132,chr19,12806546,12806563,-
11133,chr19,12806686,12806729,-
11134,chr19,14466216,14466231,+
11135,chr19,14587982,14588005,+
11136,chr19,14588062,14588087,+
11137,chr19,14588232,14588255,+
11138,chr19,14588501,14588516,+
11139,chr19,14588528,14588549,+
11140,chr19,14596489,14596504,+
11141,chr19,14596857,14596873,+
11142,chr19,14597275,14597291,+
11143,chr19,14597659,14597684,-
11144,chr19,14597895,14597919,+
11145,chr19,14598546,14598561,+
11146,chr19,15313122,15313145,+
11147,chr19,16231378,16231394,+
11148,chr19,18619048,18619089,+
11149,chr19,18619278,18619301,+
11150,chr19,18619434,18619457,+
11151,chr19,18619674,18619706,+
11152,chr19,18687818,18687833,+
11153,chr19,18688069,18688090,-
11154,chr19,18746677,18746693,-
11155,chr19,21698768,21698788,+
11156,chr19,21698880,21698903,+
11157,chr19,21713688,21713708,-
11158,chr19,21713914,21713929,+
11159,chr19,21714412,21714427,+
11160,chr19,21714478,21714493,-
11161,chr19,21737874,21737891,-
11162,chr19,21913151,21913168,+
11163,chr19,23274377,23274401,-
11164,chr19,23323558,23323575,-
11165,chr19,23687268,23687291,+
11166,chr19,24280086,24280107,+
11167,chr19,24280884,24280914,+
11168,chr19,24961986,24962001,-
11169,chr19,25052195,25052211,+
11170,chr19,25052274,25052291,-
11171,chr19,25052445,25052468,+
11172,chr19,25052499,25052519,-
11173,chr19,25052802,25052820,-
11174,chr19,25057615,25057636,+
11175,chr19,25058138,25058159,-
11176,chr19,25062023,25062078,-
11177,chr19,25062539,25062560,-
11178,chr19,25062705,25062722,+
11179,chr19,25360765,25360782,+
11180,chr19,25360786,25360801,-
11181,chr19,25360944,25360964,+
11182,chr19,25865377,25865397,-
11183,chr19,26605380,26605395,+
11184,chr19,26605402,26605428,+
11185,chr19,26605522,26605541,+
11186,chr19,26606279,26606318,-
11187,chr19,26747459,26747495,-
11188,chr19,26748146,26748169,+
11189,chr19,26748361,26748378,-
11190,chr19,26748501,26748529,-
11191,chr19,26748581,26748654,-
11192,chr19,28009663,28009678,+
11193,chr19,28009789,28009816,+
11194,chr19,28009888,28009911,+
11195,chr19,28009940,28009965,+
11196,chr19,28010049,28010072,+
11197,chr19,28010176,28010193,+
11198,chr19,28010321,28010346,+
11199,chr19,28010450,28010482,+
11200,chr19,28010486,28010509,+
11201,chr19,28010981,28011007,-
11202,chr19,28677409,28677424,+
11203,chr19,28678246,28678276,+
11204,chr19,28678521,28678561,+
11205,chr19,29067482,29067497,-
11206,chr19,29102029,29102045,-
11207,chr19,29102160,29102194,-
11208,chr19,29185583,29185611,-
11209,chr19,29185869,29185907,+
11210,chr19,29186043,29186060,-
11211,chr19,29194372,29194395,+
11212,chr19,29194568,29194602,-
11213,chr19,29236966,29237003,-
11214,chr19,29252416,29252439,-
11215,chr19,29252852,29252875,-
11216,chr19,29253063,29253086,-
11217,chr19,29253364,29253387,-
11218,chr19,29271557,29271572,-
11219,chr19,29354819,29354852,-
11220,chr19,29355338,29355361,+
11221,chr19,29362137,29362183,+
11222,chr19,29367085,29367147,-
11223,chr19,29367256,29367276,-
11224,chr19,29417944,29417961,-
11225,chr19,29418531,29418546,-
11226,chr19,29418567,29418626,-
11227,chr19,29418799,29418820,+
11228,chr19,29418895,29418915,-
11229,chr19,29419224,29419241,+
11230,chr19,29431450,29431465,+
11231,chr19,29454742,29454789,-
11232,chr19,29523814,29523834,-
11233,chr19,29648696,29648713,+
11234,chr19,29718077,29718093,-
11235,chr19,30043750,30043794,.
11236,chr19,30043802,30043852,-
11237,chr19,30044208,30044225,-
11238,chr19,30044377,30044392,-
11239,chr19,30044701,30044716,-
11240,chr19,30044740,30044755,-
11241,chr19,30044995,30045016,-
11242,chr19,31210278,31210295,-
11243,chr19,31210802,31210830,+
11244,chr19,31211134,31211153,+
11245,chr19,31337604,31337627,-
11246,chr19,31337642,31337657,-
11247,chr19,32122985,32123002,+
11248,chr19,32123202,32123225,-
11249,chr19,32123347,32123368,+
11250,chr19,32123457,32123472,+
11251,chr19,32123686,32123701,-
11252,chr19,32138592,32138622,+
11253,chr19,32138640,32138677,-
11254,chr19,32172809,32172848,-
11255,chr19,32173142,32173222,+
11256,chr19,32173385,32173425,-
11257,chr19,32182421,32182441,-
11258,chr19,32182468,32182483,+
11259,chr19,32186718,32186760,+
11260,chr19,32195853,32195893,-
11261,chr19,32195966,32195981,+
11262,chr19,32196787,32196802,-
11263,chr19,32197112,32197153,-
11264,chr19,32262875,32262891,+
11265,chr19,32266392,32266415,+
11266,chr19,32266686,32266721,-
11267,chr19,32266747,32266769,-
11268,chr19,32267298,32267318,+
11269,chr19,32276064,32276081,-
11270,chr19,32292784,32292822,+
11271,chr19,32292839,32292859,+
11272,chr19,32328296,32328311,+
11273,chr19,32409586,32409603,+
11274,chr19,32409774,32409797,+
11275,chr19,32409849,32409864,-
11276,chr19,32465654,32465714,-
11277,chr19,32486670,32486699,-
11278,chr19,32486947,32486979,-
11279,chr19,33053349,33053365,-
11280,chr19,33101695,33101715,+
11281,chr19,33265310,33265348,-
11282,chr19,33265406,33265421,+
11283,chr19,33710951,33710986,-
11284,chr19,33710992,33711020,-
11285,chr19,34167928,34167954,-
11286,chr19,34168148,34168194,-
11287,chr19,34168278,34168298,-
11288,chr19,34168631,34168648,+
11289,chr19,34168795,34168810,+
11290,chr19,34181232,34181255,-
11291,chr19,34181376,34181404,+
11292,chr19,34181504,34181535,.
11293,chr19,34187169,34187198,-
11294,chr19,34193146,34193180,+
11295,chr19,34193738,34193754,-
11296,chr19,34287254,34287294,-
11297,chr19,34287994,34288015,-
11298,chr19,34288713,34288747,+
11299,chr19,34288758,34288787,+
11300,chr19,34298584,34298662,+
11301,chr19,34298917,34298970,-
11302,chr19,34299572,34299592,-
11303,chr19,34306653,34306673,-
11304,chr19,34504896,34504911,+
11305,chr19,34504976,34505001,+
11306,chr19,34505277,34505300,+
11307,chr19,34510653,34510668,-
11308,chr19,34510943,34510959,-
11309,chr19,34511224,34511249,-
11310,chr19,34511325,34511341,-
11311,chr19,34845999,34846022,+
11312,chr19,34846197,34846224,+
11313,chr19,34846511,34846526,+
11314,chr19,34846733,34846773,+
11315,chr19,34922872,34922887,+
11316,chr19,34922942,34922957,+
11317,chr19,34923075,34923107,-
11318,chr19,34959605,34959621,-
11319,chr19,35773523,35773538,+
11320,chr19,36242412,36242453,+
11321,chr19,36242457,36242477,+
11322,chr19,36349566,36349583,-
11323,chr19,36477536,36477556,-
11324,chr19,36833451,36833501,.
11325,chr19,36833807,36833836,+
11326,chr19,36833949,36833972,+
11327,chr19,36834910,36834968,-
11328,chr19,36834972,36834997,-
11329,chr19,36995795,36995810,-
11330,chr19,36996008,36996036,-
11331,chr19,37206846,37206863,+
11332,chr19,37208137,37208187,-
11333,chr19,37375713,37375756,-
11334,chr19,37376846,37376869,-
11335,chr19,37534765,37534782,+
11336,chr19,37534801,37534821,+
11337,chr19,37560131,37560148,-
11338,chr19,37560153,37560176,-
11339,chr19,37560363,37560378,+
11340,chr19,37560552,37560569,-
11341,chr19,37560631,37560682,-
11342,chr19,39645370,39645386,+
11343,chr19,40257320,40257343,-
11344,chr19,40267859,40267883,+
11345,chr19,40267895,40267912,+
11346,chr19,40366127,40366187,+
11347,chr19,40513376,40513408,+
11348,chr19,40514119,40514136,+
11349,chr19,40514318,40514349,-
11350,chr19,40588703,40588718,+
11351,chr19,40588730,40588765,+
11352,chr19,40589033,40589056,-
11353,chr19,40589654,40589675,+
11354,chr19,40589827,40589844,-
11355,chr19,40679313,40679349,-
11356,chr19,40708718,40708738,+
11357,chr19,40818986,40819046,-
11358,chr19,40819065,40819088,-
11359,chr19,41263079,41263099,+
11360,chr19,41263792,41263811,+
11361,chr19,41264631,41264669,+
11362,chr19,41328910,41328929,+
11363,chr19,41329038,41329053,+
11364,chr19,41354108,41354131,+
11365,chr19,41354514,41354538,+
11366,chr19,41354612,41354641,+
11367,chr19,41354959,41354980,-
11368,chr19,41483496,41483516,-
11369,chr19,41829430,41829453,+
11370,chr19,41829651,41829682,+
11371,chr19,41848920,41848953,-
11372,chr19,41911433,41911492,+
11373,chr19,41969753,41969773,+
11374,chr19,42089995,42090010,-
11375,chr19,42090033,42090049,-
11376,chr19,43530045,43530062,+
11377,chr19,43530102,43530119,+
11378,chr19,43530126,43530195,+
11379,chr19,43530306,43530334,-
11380,chr19,43530752,43530787,-
11381,chr19,43530808,43530836,-
11382,chr19,43675044,43675067,-
11383,chr19,43753613,43753630,+
11384,chr19,44248486,44248501,-
11385,chr19,44248850,44248882,+
11386,chr19,44248940,44248955,+
11387,chr19,44266733,44266760,-
11388,chr19,44266774,44266791,-
11389,chr19,44562805,44562828,-
11390,chr19,44563255,44563291,-
11391,chr19,44930425,44930446,+
11392,chr19,44930598,44930645,+
11393,chr19,44931634,44931657,-
11394,chr19,45686244,45686277,-
11395,chr19,45783614,45783629,-
11396,chr19,45784067,45784082,-
11397,chr19,45796445,45796474,+
11398,chr19,45998714,45998749,-
11399,chr19,46338782,46338805,-
11400,chr19,46396577,46396596,+
11401,chr19,46396647,46396662,+
11402,chr19,46503263,46503290,-
11403,chr19,46504301,46504333,+
11404,chr19,46613063,46613102,-
11405,chr19,46762096,46762112,+
11406,chr19,46969987,46970004,+
11407,chr19,46970369,46970392,+
11408,chr19,46992379,46992422,+
11409,chr19,46992629,46992649,-
11410,chr19,47091640,47091664,-
11411,chr19,47330577,47330615,+
11412,chr19,47447136,47447160,+
11413,chr19,47450202,47450231,-
11414,chr19,47488150,47488165,-
11415,chr19,47730495,47730534,+
11416,chr19,47731100,47731115,-
11417,chr19,47795184,47795216,+
11418,chr19,47795478,47795493,-
11419,chr19,47866012,47866027,+
11420,chr19,47866044,47866064,-
11421,chr19,47882891,47882931,-
11422,chr19,47909748,47909774,+
11423,chr19,47910564,47910597,+
11424,chr19,47919666,47919686,+
11425,chr19,48575816,48575841,+
11426,chr19,48576047,48576083,+
11427,chr19,48576110,48576125,+
11428,chr19,48576262,48576303,+
11429,chr19,48576438,48576467,+
11430,chr19,51178654,51178673,+
11431,chr19,51178733,51178749,+
11432,chr19,51178962,51178985,+
11433,chr19,51178994,51179011,+
11434,chr19,53143410,53143456,-
11435,chr19,53183832,53183853,-
11436,chr19,53184075,53184098,+
11437,chr19,53184331,53184364,+
11438,chr19,53184423,53184438,-
11439,chr19,53184834,53184849,+
11440,chr19,53185476,53185493,-
11441,chr19,53185586,53185606,+
11442,chr19,53186092,53186108,+
11443,chr19,53186143,53186158,-
11444,chr19,53193207,53193236,+
11445,chr19,53193680,53193697,-
11446,chr19,53194628,53194648,-
11447,chr19,53195630,53195653,+
11448,chr19,53196555,53196678,-
11449,chr19,53199000,53199017,+
11450,chr19,53199308,53199335,-
11451,chr19,53215425,53215451,+
11452,chr19,53310958,53310979,+
11453,chr19,53311073,53311090,+
11454,chr19,53311364,53311391,-
11455,chr19,53311411,53311509,-
11456,chr19,53311574,53311623,+
11457,chr19,53312083,53312098,-
11458,chr19,53312403,53312430,+
11459,chr19,53312726,53312761,-
11460,chr19,53313692,53313707,-
11461,chr19,53314046,53314110,-
11462,chr19,53328919,53328978,-
11463,chr19,53328987,53329003,-
11464,chr19,53329008,53329047,-
11465,chr19,53329056,53329072,-
11466,chr19,53389786,53389806,+
11467,chr19,53423309,53423339,+
11468,chr19,53424387,53424413,-
11469,chr19,53424599,53424622,-
11470,chr19,53424903,53424951,+
11471,chr19,53434208,53434225,-
11472,chr19,53439201,53439246,+
11473,chr19,53439371,53439409,+
11474,chr19,53441165,53441181,+
11475,chr19,53441226,53441254,-
11476,chr19,53441372,53441392,-
11477,chr19,53441614,53441660,-
11478,chr19,53442741,53442797,-
11479,chr19,53442928,53442948,-
11480,chr19,53443628,53443664,-
11481,chr19,53460459,53460480,+
11482,chr19,53460682,53460719,+
11483,chr19,53460939,53461001,-
11484,chr19,53465260,53465279,-
11485,chr19,53530215,53530238,-
11486,chr19,53534200,53534219,-
11487,chr19,53534294,53534336,-
11488,chr19,53534523,53534538,-
11489,chr19,53536548,53536571,-
11490,chr19,53539380,53539396,-
11491,chr19,53539521,53539554,-
11492,chr19,53539636,53539665,-
11493,chr19,53539775,53539798,+
11494,chr19,53539828,53539866,+
11495,chr19,53539879,53539902,+
11496,chr19,53539917,53539940,+
11497,chr19,53539979,53540002,+
11498,chr19,53540058,53540122,+
11499,chr19,53600225,53600248,+
11500,chr19,53600938,53600955,-
11501,chr19,53601077,53601100,-
11502,chr19,53800319,53800339,-
11503,chr19,53800630,53800653,+
11504,chr19,53807604,53807627,-
11505,chr19,53890940,53890960,-
11506,chr19,53891391,53891436,-
11507,chr19,53891675,53891698,-
11508,chr19,53893076,53893099,+
11509,chr19,53899418,53899435,-
11510,chr19,53903355,53903388,+
11511,chr19,53904075,53904110,+
11512,chr19,53904187,53904235,-
11513,chr19,53906309,53906324,-
11514,chr19,53906333,53906348,-
11515,chr19,55316161,55316189,-
11516,chr19,55316211,55316231,-
11517,chr19,55316821,55316875,-
11518,chr19,55741994,55742029,-
11519,chr19,55742031,55742061,-
11520,chr19,55742084,55742111,+
11521,chr19,55915530,55915550,-
11522,chr19,56396625,56396659,+
11523,chr19,56398327,56398342,-
11524,chr19,56548121,56548136,+
11525,chr19,56694833,56694849,-
11526,chr19,56821122,56821145,+
11527,chr19,56821155,56821171,-
11528,chr19,56821394,56821409,-
11529,chr19,57072939,57072954,-
11530,chr19,57073289,57073316,-
11531,chr19,57073376,57073392,-
11532,chr19,57082919,57082934,-
11533,chr19,57095377,57095418,-
11534,chr19,57099899,57099916,+
11535,chr19,57100445,57100476,-
11536,chr19,57113070,57113090,+
11537,chr19,57119310,57119330,+
11538,chr19,57124211,57124228,+
11539,chr19,57131089,57131106,+
11540,chr19,57131162,57131178,+
11541,chr19,57251259,57251282,-
11542,chr19,57329016,57329036,+
11543,chr19,57355019,57355034,-
11544,chr19,57355192,57355241,+
11545,chr19,57355246,57355271,+
11546,chr19,57355785,57355820,+
11547,chr19,57358370,57358396,-
11548,chr19,57361559,57361579,-
11549,chr19,57411751,57411772,-
11550,chr19,57430283,57430299,+
11551,chr19,59315122,59315138,-
11552,chr19,59315364,59315384,+
11553,chr19,59315456,59315483,+
11554,chr19,59315564,59315579,+
11555,chr19,59315664,59315687,+
11556,chr19,59401279,59401350,+
11557,chr19,59942997,59943067,-
11558,chr19,60161019,60161047,+
11559,chr19,60226800,60226874,-
11560,chr19,60226890,60226917,-
11561,chr19,60755710,60755744,+
11562,chr19,60789673,60789714,+
11563,chr19,60791125,60791142,+
11564,chr19,60811382,60811397,-
11565,chr19,60811435,60811452,+
11566,chr19,60874805,60874839,-
11567,chr19,60875065,60875080,-
11568,chr19,60889991,60890011,-
11569,chr19,61128504,61128524,+
11570,chr2,3283295,3283372,+
11571,chr2,3423837,3423857,-
11572,chr2,3423910,3423930,-
11573,chr2,3513341,3513365,-
11574,chr2,3513523,3513543,+
11575,chr2,3649211,3649228,+
11576,chr2,3649482,3649510,+
11577,chr2,3659589,3659616,-
11578,chr2,3703831,3703924,+
11579,chr2,3713261,3713281,+
11580,chr2,3723727,3723751,-
11581,chr2,3731041,3731078,-
11582,chr2,3731382,3731427,+
11583,chr2,3749939,3749954,-
11584,chr2,4652348,4652363,+
11585,chr2,4652481,4652498,+
11586,chr2,4881261,4881276,+
11587,chr2,4881378,4881410,-
11588,chr2,4881752,4881767,-
11589,chr2,4882654,4882670,-
11590,chr2,4882874,4882894,+
11591,chr2,4883218,4883241,-
11592,chr2,5713070,5713093,+
11593,chr2,5713249,5713272,+
11594,chr2,5713353,5713380,+
11595,chr2,5844761,5844781,-
11596,chr2,6021653,6021669,+
11597,chr2,6021979,6021999,-
11598,chr2,6022062,6022086,-
11599,chr2,6213208,6213223,-
11600,chr2,6213265,6213282,-
11601,chr2,6351237,6351257,-
11602,chr2,6352465,6352494,-
11603,chr2,6352500,6352523,-
11604,chr2,6352550,6352573,-
11605,chr2,6352603,6352623,-
11606,chr2,6391553,6391573,-
11607,chr2,6391601,6391630,-
11608,chr2,6459629,6459650,-
11609,chr2,6478541,6478558,-
11610,chr2,6622248,6622268,-
11611,chr2,6622464,6622481,-
11612,chr2,6705423,6705474,+
11613,chr2,6706577,6706602,-
11614,chr2,6706610,6706626,-
11615,chr2,6706691,6706714,+
11616,chr2,6707211,6707234,+
11617,chr2,6707253,6707269,+
11618,chr2,6724191,6724214,+
11619,chr2,6724428,6724461,-
11620,chr2,6724482,6724505,-
11621,chr2,9116751,9116768,+
11622,chr2,9520138,9520153,+
11623,chr2,9520188,9520211,-
11624,chr2,9520228,9520243,-
11625,chr2,9520415,9520430,+
11626,chr2,9578073,9578100,+
11627,chr2,9594076,9594099,-
11628,chr2,9594361,9594378,-
11629,chr2,9594717,9594738,-
11630,chr2,9594888,9594911,-
11631,chr2,9677119,9677149,+
11632,chr2,9677223,9677254,+
11633,chr2,9677366,9677386,+
11634,chr2,9677410,9677427,+
11635,chr2,9677435,9677455,+
11636,chr2,9681334,9681350,+
11637,chr2,9681545,9681568,+
11638,chr2,9714447,9714462,-
11639,chr2,9749549,9749580,+
11640,chr2,9749679,9749731,+
11641,chr2,9867433,9867476,+
11642,chr2,9867566,9867582,+
11643,chr2,9872659,9872685,-
11644,chr2,9873119,9873134,+
11645,chr2,9873142,9873162,+
11646,chr2,9873438,9873453,+
11647,chr2,9875672,9875695,+
11648,chr2,9875756,9875777,-
11649,chr2,9875970,9875993,+
11650,chr2,9876341,9876372,+
11651,chr2,9876441,9876468,-
11652,chr2,9876639,9876662,+
11653,chr2,9876814,9876837,+
11654,chr2,9876868,9876885,+
11655,chr2,9877149,9877179,+
11656,chr2,9877305,9877328,+
11657,chr2,9878286,9878328,+
11658,chr2,9878361,9878399,+
11659,chr2,9879221,9879244,-
11660,chr2,10048952,10048972,-
11661,chr2,10048976,10049003,+
11662,chr2,11016475,11016499,+
11663,chr2,11118480,11118500,+
11664,chr2,11118827,11118847,-
11665,chr2,11143308,11143334,+
11666,chr2,11159993,11160023,-
11667,chr2,11161565,11161603,+
11668,chr2,11161826,11161849,-
11669,chr2,11166541,11166561,+
11670,chr2,11166843,11166860,-
11671,chr2,11170070,11170085,+
11672,chr2,11170524,11170539,+
11673,chr2,11171800,11171817,+
11674,chr2,11171946,11171986,+
11675,chr2,11172604,11172624,+
11676,chr2,11172781,11172820,+
11677,chr2,11172890,11172932,-
11678,chr2,11172936,11172974,-
11679,chr2,11174050,11174073,-
11680,chr2,11180825,11180848,+
11681,chr2,11180896,11180927,+
11682,chr2,11181334,11181351,+
11683,chr2,11186862,11186877,+
11684,chr2,11187532,11187552,+
11685,chr2,11189397,11189418,+
11686,chr2,11190040,11190068,.
11687,chr2,11190236,11190253,+
11688,chr2,11190352,11190375,-
11689,chr2,11190621,11190638,-
11690,chr2,11190709,11190726,+
11691,chr2,11190727,11190787,-
11692,chr2,11190829,11190864,-
11693,chr2,11190930,11190986,.
11694,chr2,11191242,11191265,+
11695,chr2,11191276,11191293,+
11696,chr2,11192947,11192967,-
11697,chr2,11193525,11193548,-
11698,chr2,11193551,11193568,-
11699,chr2,11193930,11194007,-
11700,chr2,11195275,11195295,+
11701,chr2,11195363,11195413,+
11702,chr2,11202585,11202605,+
11703,chr2,11202662,11202706,-
11704,chr2,11203455,11203471,+
11705,chr2,11204396,11204417,-
11706,chr2,11205394,11205409,-
11707,chr2,11205536,11205553,+
11708,chr2,11205751,11205788,-
11709,chr2,11253998,11254033,+
11710,chr2,11254243,11254263,+
11711,chr2,11254631,11254651,+
11712,chr2,11266262,11266291,-
11713,chr2,11266699,11266743,+
11714,chr2,11266869,11266886,+
11715,chr2,11266935,11266951,+
11716,chr2,11288802,11288819,-
11717,chr2,11375156,11375223,-
11718,chr2,11552927,11552942,+
11719,chr2,11602710,11602737,-
11720,chr2,11626227,11626242,+
11721,chr2,11628453,11628473,-
11722,chr2,11635124,11635153,+
11723,chr2,11635785,11635814,+
11724,chr2,11635843,11635868,+
11725,chr2,11635903,11635920,+
11726,chr2,11642060,11642075,+
11727,chr2,11642745,11642760,+
11728,chr2,11651893,11651916,+
11729,chr2,11652899,11652919,-
11730,chr2,11652943,11652966,+
11731,chr2,11653273,11653289,+
11732,chr2,11654592,11654615,-
11733,chr2,11654639,11654674,-
11734,chr2,11655018,11655055,-
11735,chr2,11655854,11655870,-
11736,chr2,11657308,11657332,-
11737,chr2,11657421,11657465,-
11738,chr2,11662982,11663005,+
11739,chr2,12575698,12575718,+
11740,chr2,13132794,13132809,+
11741,chr2,13133019,13133054,+
11742,chr2,13224704,13224724,-
11743,chr2,13233094,13233138,+
11744,chr2,13233237,13233254,+
11745,chr2,13233639,13233676,+
11746,chr2,13413356,13413397,+
11747,chr2,13413540,13413555,+
11748,chr2,13544883,13544917,-
11749,chr2,13544979,13545030,-
11750,chr2,13558485,13558501,+
11751,chr2,13558888,13558908,+
11752,chr2,13718929,13718953,-
11753,chr2,13719124,13719141,+
11754,chr2,13719322,13719345,+
11755,chr2,13719362,13719378,+
11756,chr2,13757292,13757315,+
11757,chr2,13757374,13757390,+
11758,chr2,13759830,13759850,+
11759,chr2,13759953,13759969,+
11760,chr2,13760298,13760315,+
11761,chr2,13760425,13760440,-
11762,chr2,13760629,13760649,+
11763,chr2,13792403,13792439,+
11764,chr2,14073410,14073441,-
11765,chr2,14992765,14992788,-
11766,chr2,15048995,15049026,-
11767,chr2,15049539,15049555,-
11768,chr2,15054618,15054640,-
11769,chr2,15056029,15056045,+
11770,chr2,16359482,16359527,-
11771,chr2,16359563,16359592,-
11772,chr2,16359616,16359651,-
11773,chr2,16359746,16359768,+
11774,chr2,16374332,16374361,+
11775,chr2,16374744,16374769,+
11776,chr2,16683182,16683198,+
11777,chr2,17671753,17671773,+
11778,chr2,17698349,17698374,+
11779,chr2,17702278,17702295,+
11780,chr2,17702375,17702402,+
11781,chr2,17702431,17702462,+
11782,chr2,17702637,17702653,+
11783,chr2,17702682,17702712,+
11784,chr2,17702738,17702753,+
11785,chr2,17702756,17702771,+
11786,chr2,17702838,17702861,+
11787,chr2,17703423,17703453,+
11788,chr2,18055914,18055929,-
11789,chr2,18056152,18056175,-
11790,chr2,18063671,18063688,-
11791,chr2,18393062,18393078,+
11792,chr2,18607750,18607771,+
