Gene,Gene_chr,Gene_start,Gene_end,Gene_dir,HH_dist,TnG_dist,Joris_aTreg_IAA_over_Joris_aTreg_WT_Log2FC,Joris_aTreg_IAA_over_Joris_aTreg_WT_padj
Gm13155,chr4,147624239,147624885,-,425581,243758,-1.828525608,1.0
Gm13137,chr4,147732787,147733132,+,317334,135511,-0.459602936,1.0
Gm13148,chr4,147745816,147746561,-,303905,122082,1.173349839,1.0
Gm13156,chr4,147893672,147893993,+,156473,11119,0.297948492,1.0
Nppb,chr4,147985787,147987205,+,63261,63464,1.0,1.0
Draxin,chr4,148098436,148130698,-,-47954,21505,-1.174512912,1.0
Fbxo2,chr4,148160620,148166424,+,-110138,4477,1.105633917,1.0
Disp3,chr4,148240263,148287965,-,-189781,-69345,-0.568414767,1.0
Gm13206,chr4,148306852,148316569,+,-256370,-135934,0.438756295,1.0
Gm13200,chr4,148356378,148359460,-,-305896,150166,1.0,1.0
Gm23303,chr4,148443333,148443485,-,-392851,66141,1.823122124,1.0
Gm24002,chr4,148539126,148539230,+,-488644,-29053,1.0,1.0
Gm13209,chr4,148584720,148586007,-,-534238,40904,0.296009559,1.0
Gm13203,chr4,148713702,148716581,+,566715,-29918,1.0,1.0
Gm15969,chr4,148913510,148914324,-,368972,-13008,0.467855399,1.0
Gm9506,chr4,149096382,149096702,+,186594,3315,0.512527027,1.0
Rbp7,chr4,149449686,149454978,-,-166374,14579,0.117469675,1.0
Tmem274,chr4,149477377,149483549,+,174782,2580,-0.641651497,1.0
Gm24381,chr4,149517178,149517282,-,141049,-30972,1.0,1.0
Mir5616,chr4,149537862,149537922,+,120409,-51656,0.117469675,1.0
Gm16188,chr4,149776251,149783332,+,88617,-65865,0.869546817,1.0
Gm13073,chr4,149780023,149780714,-,91235,-69637,0.869546817,1.0
Gm13065,chr4,149793278,149793419,-,78530,63246,1.0,1.0
Gm13064,chr4,149814665,149815222,-,56727,41443,-0.17106663,1.0
n-R5s193,chr4,149817731,149817840,+,54109,38825,1.121927351,0.043524756
Gm47301,chr4,149817763,149817823,+,54126,38842,0.997239901,0.084398442
Gm13067,chr4,150049012,150056976,+,-177047,-39395,0.732178853,1.0
Mir34a,chr4,150068453,150068555,+,-196488,-58836,0.117469675,1.0
AL606971.1,chr4,150112424,150112500,+,226728,-102807,1.0,1.0
Gm13093,chr4,150113878,150119263,-,219965,-104261,-0.364239525,1.0
Slc2a5,chr4,150119282,150144169,+,195059,96234,1.46773578,1.0
Slc2a7,chr4,150148971,150168482,+,170746,71921,-0.730116004,1.0
Gm13094,chr4,150228034,150228443,+,110785,11960,1.0,1.0
Gm23209,chr4,150321192,150321302,+,17926,18021,-0.193528793,1.0
Gm16079,chr4,150668247,150678792,-,-102487,67632,1.0,1.0
Gm13049,chr4,150825732,150839575,+,75889,-16780,0.766674486,1.0
1700045H11Rik,chr4,150828224,150854949,-,60515,-19272,0.117469675,1.0
Gm23405,chr4,150964734,150964894,+,-24753,314,0.478138181,1.0
Gm13090,chr4,151089569,151091449,+,-149588,-124078,-1.509808014,1.0
4930589P08Rik,chr4,151376469,151379582,+,-436488,-410978,1.0,1.0
Gm37141,chr4,151915992,151916414,-,-976011,80390,1.0,1.0
Gm27500,chr4,152201806,152202142,-,-1261825,-3822,0.484648948,0.637977396
Gm13096,chr4,152203925,152204467,+,-1263944,-5941,-0.386188976,1.0
Hes3,chr4,152285971,152291662,-,-1345990,-87987,-1.112434417,1.0
Rnf207,chr4,152307018,152318993,-,-1367037,-109034,-0.789023815,1.0
Gm13645,chr4,152352197,152353641,-,-1412216,-154213,0.780836102,1.0
Gm13172,chr4,152677747,152678003,-,-1737766,-158247,0.189601875,1.0
Gm833,chr4,152697539,152700515,+,-1757558,-178039,-2.098768338,1.0
Gm25779,chr4,153013489,153013584,-,-2073508,-493989,1.158341852,1.0
Gm13173,chr4,153145589,153146943,-,2015407,-626089,1.0,1.0
Gm13174,chr4,153218175,153218595,+,1943755,-698675,0.117469675,1.0
Ajap1,chr4,153373220,153482811,-,1679539,-853720,-1.946503645,1.0
Gm25880,chr4,153876383,153876515,+,1285835,1059995,1.0,1.0
Gm13115,chr4,153907385,153908666,+,1253684,1027844,0.478138181,1.0
BC039966,chr4,153947632,153950503,-,1211847,986007,-0.105171878,1.0
Gm13117,chr4,154043732,154044423,-,1117927,892087,-1.435586507,1.0
Gm13114,chr4,154048022,154048128,-,1114222,888382,-1.04313162,1.0
Gm26036,chr4,154134029,154134173,+,1028177,802337,1.0,1.0
Megf6,chr4,154170729,154275713,+,886637,660797,-1.74234448,1.0
Gm13132,chr4,154220540,154221012,+,941338,715498,0.766674486,1.0
B230104I21Rik,chr4,154336126,154349918,+,812432,586592,1.0,1.0
Gm13133,chr4,154550281,154557645,+,604705,378865,-2.022774852,1.0
Gm13134,chr4,154601196,154604202,+,558148,332308,0.117469675,1.0
Prdm16os,chr4,154637575,154644724,+,517626,291786,-0.17106663,1.0
Gm27202,chr4,154645082,154645701,-,516649,290809,-0.17106663,1.0
Gm13110,chr4,154645753,154655318,-,507032,281192,-1.200913701,1.0
Actrt2,chr4,154666432,154667867,-,494483,268643,0.868275179,1.0
Ttc34,chr4,154837458,154867127,+,295223,69383,-0.67639037,1.0
Gm13112,chr4,154864505,154872003,-,290347,64507,1.33509509,1.0
Gm20421,chr4,154960769,154961678,-,200672,-23548,1.914944968,1.0
Hes5,chr4,154960922,154962371,+,199979,-23701,0.478138181,1.0
Gm10564,chr4,155042045,155045422,+,116928,91472,0.779526787,1.0
Gm27200,chr4,155343682,155344465,+,-97782,-97848,0.863531424,1.0
Tmem52,chr4,155469113,155470858,+,-223213,92418,0.117469675,1.0
AL670227.1,chr4,155471326,155471705,-,-225426,91571,0.117469675,1.0
Vwa1,chr4,155768148,155774698,-,56796,28652,0.505473085,1.0
Tmem88b,chr4,155781590,155785874,-,45620,17476,0.994007798,1.0
Gm27743,chr4,155789580,155789706,+,41788,13644,0.766674486,1.0
Ankrd65,chr4,155790438,155799503,+,31991,3847,-0.439124762,1.0
Mxra8os,chr4,155839491,155840178,-,-7981,-36123,1.0,1.0
Gm25982,chr4,156023057,156023158,-,-191547,-1570,0.117469675,1.0
Mir429,chr4,156053904,156053987,-,-222394,-21868,1.0,1.0
Mir200a,chr4,156054895,156054985,-,-223385,-22859,-0.006680892,1.0
Mir200b,chr4,156055680,156055750,-,-224170,-23644,0.189601875,1.0
Vmn2r-ps159,chr4,156331102,156339499,+,-499592,-76001,0.410633912,1.0
Vmn2r125,chr4,156344199,156355905,+,-512689,-89098,-0.736269007,1.0
V1rg10,chr5,3000115,3001052,-,653432,151059,1.0,1.0
Gm3027,chr5,3030237,3032082,+,622402,120029,1.0,1.0
Gm18187,chr5,3041626,3042711,+,611773,109400,-1.259269097,1.0
Gm8706,chr5,3046515,3048006,-,606478,104105,1.0,1.0
Gm43529,chr5,3056620,3057032,-,597452,95079,1.0,1.0
Gm6486,chr5,3070742,3072522,+,581962,79589,1.0,1.0
Gm3053,chr5,3090768,3095074,+,559410,57037,0.117469675,1.0
Gm43530,chr5,3099389,3099663,+,554821,52448,1.0,1.0
Gm8715,chr5,3123776,3127383,+,527101,24728,-0.17106663,1.0
Gm18985,chr5,3212334,3213694,+,440790,-60206,-0.098934431,1.0
n-R5s169,chr5,3561153,3561273,+,93211,-16659,-1.205532177,1.0
Gm26238,chr5,3652543,3652660,+,1824,-5395,-0.17106663,1.0
Gm22926,chr5,3695963,3696031,+,-25845,-25975,1.0,1.0
Fzd1,chr5,4753838,4758035,-,256645,256657,0.65205289,1.0
Gm15750,chr5,4764833,4765665,+,249015,249027,1.0,1.0
Gm42744,chr5,4784752,4799094,-,215586,215598,0.117469675,1.0
Gm44483,chr5,4802456,4802553,+,212127,212139,-0.7712816,1.0
Gm43112,chr5,4819505,4822627,-,192053,192065,0.478138181,1.0
Gm43113,chr5,4826339,4828093,-,186587,186599,0.714596174,1.0
Gm25037,chr5,4854313,4854423,-,160257,160269,1.0,1.0
Gm43111,chr5,4868347,4870266,-,144414,144426,0.766674486,1.0
Gm22897,chr5,4985110,4985237,-,29443,29455,1.0,1.0
Gm22897,chr5,4985110,4985238,-,29442,29454,1.0,1.0
Gm43623,chr5,5137444,5140107,-,-122748,-122703,0.478138181,1.0
Gm43577,chr5,5154570,5157914,-,-139874,-139829,1.0,1.0
Gm10484,chr5,5170393,5175152,-,-155697,-155652,2.171440487,1.0
Gm43727,chr5,5304355,5307002,-,-289659,-289614,0.284758322,1.0
Gm43728,chr5,5309001,5311623,-,-294305,-294260,-0.368270176,1.0
1700015F17Rik,chr5,5437826,5479143,-,296489,296257,-0.17106663,1.0
Gm30652,chr5,5567327,5567757,+,207875,207643,1.0,1.0
Gm8773,chr5,5573798,5576203,+,199429,199197,-0.930035203,1.0
Cfap69,chr5,5579277,5664239,-,111393,111161,-1.162403985,1.0
Steap2,chr5,5664828,5694578,-,81054,80822,-0.63614802,1.0
Gm43219,chr5,5696857,5698794,+,76838,76606,0.205147408,1.0
Steap1,chr5,5736316,5749326,-,26306,26074,1.158341852,1.0
Gm38697,chr5,5798196,5799942,+,-22548,-22535,1.0,1.0
Gm23838,chr5,6014862,6015024,-,-239214,-239201,1.0,1.0
Gm42718,chr5,6311310,6313991,-,-535662,-535649,1.0,1.0
Gm42719,chr5,6358835,6359190,+,-583187,-583174,1.0,1.0
Gm24686,chr5,6410437,6410530,+,-634789,-634776,1.0,1.0
Gm40263,chr5,6414398,6427065,+,-638750,-638737,1.0,1.0
Gm43324,chr5,6646519,6646808,-,476087,476107,0.117469675,1.0
Gm5714,chr5,6748891,6749457,-,373438,373458,1.0,1.0
Zfp804b,chr5,6769009,7344756,-,0,0,1.158341852,1.0
Gm24525,chr5,7177705,7177856,-,-54794,-54758,0.883332886,1.0
Gm42598,chr5,7233400,7235837,-,-110489,-110453,-0.459602936,1.0
Gm42597,chr5,7260855,7262399,-,-137944,-137908,-0.459602936,1.0
Gm43841,chr5,7276323,7276909,+,-153412,-153376,1.0,1.0
Tex47,chr5,7304118,7311491,+,-181207,-181171,0.316473555,1.0
Gm4960,chr5,7399361,7400362,-,-276450,-276414,0.478138181,1.0
Gm30835,chr5,7680107,7960346,-,-557196,0,3.562811484,1.0
Gm22196,chr5,7888684,7888793,+,-765773,-41773,1.0,1.0
Gm43478,chr5,7923832,7924124,+,-800921,-76921,1.0,1.0
Steap4,chr5,7960456,7982213,+,-837545,-113545,1.324167528,1.0
Gm15731,chr5,8037293,8052707,-,-914382,-190382,-0.611694446,1.0
Gm15730,chr5,8055138,8055553,+,-932227,-208227,0.86980574,1.0
Gm21759,chr5,8179635,8181463,+,-1056724,-332724,0.117469675,1.0
Gm24196,chr5,8203865,8203975,-,-1080954,-356954,-0.771301588,1.0
Gm23993,chr5,8242722,8242866,+,-1119811,386001,1.0,1.0
Gm42490,chr5,8327331,8329395,-,-1204420,299472,-0.17106663,1.0
Gm17936,chr5,8912970,8913958,+,-1790059,-105286,0.867926647,1.0
Gm37153,chr5,8997158,8997389,+,-1874247,26249,-0.432139869,1.0
Gm27941,chr5,8997285,8997427,-,-1874374,26211,-0.17106663,1.0
Gm15611,chr5,8998401,8999669,-,-1875490,23969,0.117469675,1.0
Gm40264,chr5,9034779,9061316,+,-1911868,-10774,0.3447978,1.0
Gm24666,chr5,9169062,9169229,+,1975747,-60874,1.0,1.0
Gm15734,chr5,9264221,9266022,-,1878954,-156033,0.029481737,1.0
9330182L06Rik,chr5,9266117,9481825,+,1663151,-157929,1.164719207,1.0
Gm15733,chr5,9353758,9354000,+,1790976,-245570,0.766674486,1.0
Mir879,chr5,9375703,9375779,+,1769197,-267515,1.0,1.0
Grm3,chr5,9485540,9725170,-,1419806,-377352,0.037066536,1.0
Gm42455,chr5,9599871,9602607,-,1542369,-491683,-0.459602936,1.0
Gm23312,chr5,9758838,9758940,-,1386036,-650650,1.0,1.0
Gm35212,chr5,9779404,9780368,+,1364608,-671216,1.0,1.0
Gm42832,chr5,9968673,9969418,+,1175558,517123,0.117469675,1.0
Gm6586,chr5,10067364,10070678,+,1074298,415863,-1.415226348,1.0
Gm5715,chr5,10116582,10118047,+,1026929,368494,-0.899484022,1.0
Gm10482,chr5,10187865,10237890,+,907086,248651,0.478138181,1.0
Gm28685,chr5,10235870,10236971,-,908005,249570,0.117469675,1.0
Gm5152,chr5,10242040,10246526,-,898450,240015,1.105633917,1.0
Gm31831,chr5,10249091,10349408,+,795568,137133,-0.744383634,1.0
Gm17091,chr5,10537284,10539532,+,605444,-50726,1.0,1.0
Gm42828,chr5,10668074,10668543,-,476433,-181516,1.0,1.0
Gm42834,chr5,10706908,10707164,-,437812,-220350,1.0,1.0
Gm42833,chr5,10741051,10743175,-,401801,-254493,-0.023569745,1.0
Gm6455,chr5,10865028,10870808,+,274168,174541,-1.159933279,1.0
Gm3321,chr5,10875620,10876749,+,268227,168600,-0.738626991,1.0
Gm43358,chr5,10930422,10946571,-,198405,98778,1.0,1.0
Gm8871,chr5,10947804,11044948,+,100028,401,0.117469675,1.0
Gm8861,chr5,10957405,10958237,+,186739,87112,1.0,1.0
Gm43492,chr5,11022259,11038939,-,106037,6410,0.117469675,1.0
Gm8874,chr5,11050459,11050745,+,94231,-4974,-0.459602936,1.0
4930558F17Rik,chr5,11109799,11126455,-,18521,18588,0.117469675,1.0
Gm32554,chr5,11165536,11181825,-,-20544,-20481,0.766674486,1.0
Gm5861,chr5,11183071,11187810,+,-38079,-38016,1.069372747,1.0
Gm33093,chr5,11238535,11254753,-,-93543,-93480,-1.050035119,1.0
Gm8890,chr5,11256032,11260494,+,-111040,-110977,-0.17106663,1.0
Gm8891,chr5,11265589,11266421,+,-120597,-120534,-0.17106663,1.0
Gm32877,chr5,11320803,11340297,-,-175811,-175748,0.766674486,1.0
Speer1,chr5,11341515,11346286,+,-196523,-196460,-0.432577129,1.0
1700108N06Rik,chr5,11400211,11415204,-,-255219,-255156,-1.848436494,1.0
Gm8897,chr5,11416417,11421235,+,-271425,-271362,-0.722500682,1.0
Gm29745,chr5,11426452,11427139,+,-281460,-281397,-0.459602936,1.0
4930437M23Rik,chr5,11485334,11501452,-,-340342,-340279,1.0,1.0
Gm21040,chr5,11512246,11513378,+,-367254,-367191,0.117469675,1.0
Gm43640,chr5,11577107,11593779,-,290595,290662,0.117469675,1.0
Gm6460,chr5,11594912,11599784,+,284590,284657,-0.17106663,1.0
Gm8920,chr5,11604670,11605594,+,278780,278847,-0.72729217,1.0
Gm33847,chr5,11664166,11680823,-,203551,203618,0.117469675,1.0
Gm8922,chr5,11681958,11686856,+,197518,197585,1.299746676,1.0
1700003C15Rik,chr5,11689252,11769308,-,115066,115133,-0.098936725,1.0
Gm8924,chr5,11691658,11692790,+,191584,191651,-0.459602936,1.0
Gm8926,chr5,11770547,11775300,+,109074,109141,-0.261271885,1.0
Gm8929,chr5,11780119,11781251,+,103123,103190,1.0,1.0
Gm43132,chr5,11828045,11844359,-,40015,40082,0.117469675,1.0
Gm6465,chr5,11845538,11850352,+,34022,34089,0.189600078,1.0
Gm29755,chr5,11855233,11856181,+,28193,28260,1.0,1.0
Gm43131,chr5,11900482,11916836,-,-16092,-5253,0.580799149,1.0
4933402N22Rik,chr5,11918042,11922821,+,-33652,-22813,0.117469675,1.0
Gm5288,chr5,11927621,11928740,+,-43231,-32392,0.478138181,1.0
Gm29066,chr5,12089536,12097647,+,-205146,-194307,-1.222187762,1.0
Gm38242,chr5,12092019,12099441,-,-207629,-196790,0.766674486,1.0
Gm42910,chr5,12142040,12144961,-,-257650,-246811,0.686332591,1.0
Gm42909,chr5,12554631,12558250,+,-127207,-127259,1.115930271,1.0
Gm42580,chr5,12669154,12670728,-,-241730,-241782,-0.17106663,1.0
Gm23243,chr5,12940369,12940479,+,-512945,-512997,0.117469675,1.0
Gm6641,chr5,13080827,13082142,+,-653403,-653455,0.782363047,1.0
Gm42680,chr5,13133458,13135958,-,-706034,-706086,-0.001708946,1.0
Gm43130,chr5,13481027,13484934,+,-1053603,-1053655,1.003058507,1.0
Gm42676,chr5,13525722,13528408,+,-1098298,-1098350,-0.459602936,1.0
Gm42675,chr5,13548693,13552728,+,-1121269,-1121321,-0.335620861,1.0
Gm43719,chr5,13604034,13606233,+,-1176610,-1176662,1.0,1.0
Gm43718,chr5,13615958,13617815,-,-1188534,-1188586,1.663168492,1.0
4930568A13Rik,chr5,13748110,13808343,-,-1320686,-1320738,1.0,1.0
Gm4751,chr5,13763617,13764722,+,-1336193,-1336245,0.055199732,1.0
Gm6647,chr5,13768661,13771887,+,-1341237,-1341289,1.779729249,1.0
Speer3,chr5,13791618,13796820,+,-1364194,-1364246,0.024680457,1.0
Gm6650,chr5,13811241,13814452,+,-1383817,-1383869,1.0,1.0
Gm8968,chr5,13838232,13839535,-,-1410808,-1410860,0.817382996,1.0
Gm35702,chr5,13877165,13877676,+,-1449741,-1449793,1.0,1.0
Dnd1-ps,chr5,13879218,13880182,+,-1451794,-1451846,0.478138181,1.0
Gm24054,chr5,13902769,13902874,-,-1475345,-1475397,1.0,1.0
Sema3e,chr5,14025275,14256689,+,-1597851,-1597903,-1.196688783,1.0
Gm43519,chr5,14027893,14029765,+,-1600469,-1600521,-0.369447187,1.0
Gm4128,chr5,14056437,14074157,-,-1629013,-1629065,1.0,1.0
Gm43523,chr5,14242461,14245339,+,-1815037,-1815089,1.158341852,1.0
Pclo,chr5,14514917,14863459,+,-2087493,1606827,-0.773367191,1.0
Gm26918,chr5,14520672,14539852,-,-2093248,1930434,0.117469675,1.0
Gm42446,chr5,14563337,14566621,+,-2135913,1903665,0.766674486,1.0
Gm42447,chr5,14596863,14599766,+,-2169439,1870520,-1.561659974,1.0
Gm42448,chr5,14599918,14602562,+,-2172494,1867724,-0.17106663,1.0
Gm42444,chr5,14604048,14608606,+,-2176624,1861680,-0.098938126,1.0
Gm42445,chr5,14611651,14614544,+,-2184227,1855742,-0.17106663,1.0
Gm43663,chr5,14665648,14667153,+,-2238224,1803133,-0.908112477,1.0
Gm26954,chr5,14696984,14723664,-,-2269560,1746622,1.0,1.0
Gm43662,chr5,14778931,14781202,+,-2351507,1689084,-0.707698948,1.0
Gm43665,chr5,14804900,14806559,+,-2377476,1663727,0.117469675,1.0
Gm9758,chr5,14910121,14914899,-,-2482697,1555387,-0.17106663,1.0
Speer4e,chr5,14933220,14938429,-,-2505796,1531857,0.03942356,1.0
Gm10354,chr5,14974112,14978935,-,-2546688,1491351,1.367335983,1.0
Gm17019,chr5,15028949,15032998,-,2572611,1437288,0.578777553,1.0
Gm43391,chr5,15464170,15478876,+,2126733,991410,0.591793006,1.0
Gm21847,chr5,15516488,15656679,+,1948930,813607,-0.690561164,1.0
Gm21190,chr5,15524455,15529222,-,2076387,941064,0.478138181,1.0
Gm30613,chr5,15538001,15605066,-,2000543,865220,0.117469675,1.0
Gm21083,chr5,15577332,15582078,+,2023531,888208,1.729905395,1.0
Speer4d,chr5,15619063,15623864,+,1981745,846422,-1.660840005,1.0
Speer4cos,chr5,15680709,15714596,+,1891013,755690,-0.713325403,1.0
Speer4c,chr5,15709500,15714271,-,1891338,756015,0.189599274,1.0
Gm42452,chr5,15798000,15799033,+,1806576,671253,1.0,1.0
Gm42454,chr5,15805563,15806744,+,1798865,663542,-0.17106663,1.0
4930519H02Rik,chr5,15863927,15883829,-,1721780,586457,1.158341852,1.0
Gm42453,chr5,15870246,15870655,+,1734954,599631,0.117469675,1.0
Gm42451,chr5,15900243,15900487,-,1705122,569799,1.0,1.0
Gm3510,chr5,15923754,15933406,-,1672203,536880,-0.098938179,1.0
Cacna2d1,chr5,15934690,16374511,+,1231098,95775,-1.383136902,1.0
Gm43000,chr5,15993956,15997839,-,1607770,472447,-0.459602936,1.0
Gm43490,chr5,16107128,16109780,+,1495829,360506,0.409745804,1.0
Gm43491,chr5,16343397,16344181,-,1261428,126105,1.0,1.0
Gm8984,chr5,16508164,16509183,-,1096426,-37845,-0.683163951,1.0
Gm43489,chr5,16572950,16573943,+,1031666,-102631,0.117469675,1.0
Gm42975,chr5,16605721,16607212,+,998397,-135402,1.658612026,1.0
Gm28710,chr5,16791809,16882052,+,723557,-321490,0.021275311,1.0
Gm28710,chr5,16835913,16837658,+,767951,-365594,0.021275311,1.0
Gm42855,chr5,16981035,16981288,+,624321,-510716,-0.019049148,1.0
Gm6673,chr5,17223709,17227934,-,377675,377535,-0.287786549,1.0
Speer4f2,chr5,17373179,17378028,+,227581,227441,-0.505690488,1.0
Gm21999,chr5,17380572,17381699,+,223910,223770,0.292411175,1.0
Speer4f1,chr5,17476097,17480936,+,124673,124533,2.315230707,1.0
Gm7047,chr5,17493222,17494285,+,111324,111184,1.0,1.0
Sema3c,chr5,17574280,17730268,+,0,0,1.435822834,1.0
Gnat3,chr5,17962548,18019834,+,-356923,-356995,0.478138181,1.0
Gnai1,chr5,18265134,18360355,-,269321,385834,-1.054251534,1.0
Gm3527,chr5,18350347,18350807,+,278869,395382,1.0,1.0
Gm31752,chr5,18481704,18490194,-,139482,255995,0.117469675,1.0
Gm17889,chr5,18814203,18814801,+,-67788,-67976,-1.158517696,1.0
Gm23822,chr5,18864576,18864704,+,-118161,114059,1.0,1.0
Gm43032,chr5,19198482,19201605,-,243294,-219660,0.766674486,1.0
4921504A21Rik,chr5,19202367,19226555,-,218344,218163,1.440915688,1.0
Gm32102,chr5,19203671,19203912,+,240987,-224849,0.766674486,1.0
Gm21009,chr5,19504454,19506123,-,-59539,-24910,0.189601039,1.0
Gm25335,chr5,19515404,19515507,-,-70489,-35860,0.478138181,1.0
Gm23570,chr5,20092614,20092718,+,-647699,239831,1.0,1.0
Gm25761,chr5,20114319,20114447,-,-669404,218102,1.0,1.0
Gm43680,chr5,20260622,20260962,-,-815707,71587,0.189601875,1.0
Gm22755,chr5,20264340,20264440,+,-819425,68109,1.0,1.0
1110060G06Rik,chr5,20728393,20728892,+,484251,-25683,1.0,1.0
Rpl31-ps5,chr5,20806089,20806464,+,406679,74944,-0.358342033,1.0
Gm43216,chr5,21031751,21033084,+,180059,-28844,-0.916985585,1.0
Gm22490,chr5,21117082,21117201,-,95942,96043,1.0,1.0
Rpl31-ps21,chr5,21119148,21119522,-,93621,93722,0.189601016,1.0
Gm18830,chr5,21124016,21125412,+,87731,87832,0.478138181,1.0
Gm42660,chr5,21131075,21132022,+,81121,81222,1.0,1.0
Lrrc17,chr5,21543558,21575904,+,-330398,-105017,0.94590061,1.0
Slc26a5,chr5,21810654,21865604,-,-597494,-25262,0.282588473,1.0
Gm16111,chr5,21889779,21890064,+,597485,-104387,1.0,1.0
Gm10475,chr5,21910930,21954014,+,533535,-125538,-0.695231575,1.0
Dnaja1-ps,chr5,21951857,21952499,-,535050,-166465,-0.17106663,1.0
Gm19666,chr5,21956093,21957986,-,529563,-170701,0.817626463,1.0
Gm16113,chr5,22281210,22281582,-,205967,205810,1.0,1.0
Gm16112,chr5,22292786,22293168,+,194381,194224,1.0,1.0
Gm16110,chr5,22334441,22336118,+,151431,151274,1.0,1.0
Gm25459,chr5,22359163,22359277,-,128272,128115,0.117469675,1.0
Gm43657,chr5,22400885,22404718,-,82831,82674,-1.24720138,1.0
n-R5s170,chr5,22430330,22430443,-,57106,56949,1.0,1.0
Gm22887,chr5,22534736,22534843,-,-47171,-47332,0.002004378,1.0
Gm24512,chr5,22645118,22645183,-,-157553,-157714,-0.17106663,1.0
A930003O13Rik,chr5,22738909,22746907,-,-251344,-251505,-1.536858123,1.0
Gm44363,chr5,22739018,22739111,+,-251453,-251614,1.0,1.0
Gm21846,chr5,22775629,22778702,+,-288064,-288225,-0.410456695,1.0
Gm43169,chr5,22863811,22868545,-,-376246,300719,0.175914528,1.0
Gm6564,chr5,22931394,22932013,-,-443829,237251,0.117469675,1.0
Gm42948,chr5,23200919,23223796,-,162812,-31423,1.158341852,1.0
Gm28022,chr5,23279865,23279911,-,106697,106750,1.0,1.0
Gm42951,chr5,23330369,23347274,-,39334,39387,-1.288513091,1.0
4930580E04Rik,chr5,23387108,23388601,+,0,-435,0.955114424,1.0
Gm24009,chr5,23674288,23674381,-,-286861,44712,0.207518886,1.0
AC117663.3,chr5,23823286,23823578,-,150457,20683,0.18960183,1.0
Gm22054,chr5,23836166,23836321,-,137714,7940,1.0,1.0
Snord93,chr5,23852209,23852280,+,121755,-1171,1.086076529,1.0
AC117663.1,chr5,23864841,23876443,-,97592,-13803,0.366240477,1.0
Gm18038,chr5,24085243,24085728,+,-111192,-54201,0.766674486,1.0
Gm43828,chr5,24232408,24233047,+,-258357,-16115,0.478138181,1.0
Gm43827,chr5,24240511,24241901,+,-266460,-24218,-1.265432261,1.0
Gm15587,chr5,24366191,24383614,-,-392140,10014,-0.828244803,1.0
2310074N15Rik,chr5,24447907,24448489,+,-473856,-24072,0.020587097,1.0
Asb10,chr5,24532696,24540978,-,-558645,-108861,-0.60191388,1.0
Iqca1l,chr5,24543431,24556809,-,-569380,-119596,-0.009063661,1.0
1700022A21Rik,chr5,24645452,24648860,+,-671401,-221617,1.0,1.0
Gm19088,chr5,25126134,25126700,+,352292,-25034,-0.459602936,1.0
Gm26051,chr5,25168371,25168464,-,310528,54785,1.0,1.0
Galntl5,chr5,25181459,25220297,+,258695,2952,-0.74427501,1.0
Gm26356,chr5,25188360,25188643,-,290349,34606,1.0,1.0
Gm20432,chr5,25433035,25433285,-,45707,45693,-0.808427398,1.0
Gm18343,chr5,25450304,25450908,+,28084,28070,1.174981883,1.0
Gm22656,chr5,25510864,25511035,+,-31856,-31870,0.86980574,1.0
Cct8l1,chr5,25516066,25518027,+,-37058,-37072,-0.804254958,1.0
Gm43141,chr5,25532157,25532431,-,-53149,-53163,0.766674486,1.0
Gm10062,chr5,25659805,25661282,-,-180797,-180811,0.766674486,1.0
Gm43972,chr5,25659808,25661275,+,-180800,-180814,0.766674486,1.0
Gm43143,chr5,25687372,25689395,-,-208364,-208378,-0.22853811,1.0
Gm43142,chr5,25710225,25710586,+,-231217,198859,1.0,1.0
Gm21655,chr5,25919631,25926290,-,-440623,-9951,-1.386149067,1.0
Gm21663,chr5,25935790,25942381,-,-456782,-26110,-0.225533767,1.0
Gm21671,chr5,25948252,25954417,-,-469244,-38572,2.960318603,1.0
Gm21168,chr5,25956625,25957721,+,-477617,-46945,-0.246800832,1.0
Gm21680,chr5,25965960,25972663,-,-486952,-56280,0.714158891,1.0
Gm21698,chr5,25982029,25988650,-,-503021,-72349,-0.348403999,1.0
Gm1979,chr5,25999021,26004798,-,-520013,-89341,0.439037849,1.0
Gm5067,chr5,26007026,26008035,+,-528018,-97346,0.139234401,1.0
Gm5862,chr5,26017277,26022916,-,-538269,-107597,0.256028762,1.0
Speer4a,chr5,26032845,26039558,-,-553837,-123165,0.619642395,1.0
Gm7347,chr5,26051882,26058581,-,-572874,-142202,0.444574529,1.0
Gm6089,chr5,26070536,26071474,+,-591528,-160856,1.0,1.0
Gm10471,chr5,26082573,26089291,-,-603565,-172893,-0.393489122,1.0
5031410I06Rik,chr5,26098667,26105362,-,-619659,-188987,1.166381256,1.0
Gm10220,chr5,26114763,26121421,-,-635755,-205083,-0.427386762,1.0
Gm7361,chr5,26257690,26264308,+,-778682,-348010,0.117469675,1.0
Gm18957,chr5,26355417,26357230,+,-876409,-445737,0.117469675,1.0
4930584F24Rik,chr5,26460069,26493314,-,-981061,-550389,0.02606315,1.0
Gm42844,chr5,26599437,26599549,+,1009140,-689757,1.0,1.0
Dpp6,chr5,26817202,27727505,+,0,0,0.287951682,1.0
Gm29784,chr5,26828099,26828505,-,780184,780051,-0.17106663,1.0
Gm16056,chr5,26859966,26860101,-,748588,748455,1.0,1.0
Gm16057,chr5,27005939,27007621,-,601068,600935,0.117469675,1.0
