chr,TnG_start,TnG_end,strand
chr19,5872098,5872153,-
chr19,5877952,5877966,-
chr19,5964352,5964368,-
chr19,6060915,6060939,-
chr19,6118640,6118662,-
chr19,6118763,6118782,-
chr19,6118888,6118903,-
chr19,6126527,6126541,-
chr19,6128460,6128476,-
chr19,6340829,6340848,-
chr19,6856625,6856697,-
chr19,6858558,6858574,-
chr19,6969976,6969990,-
chr19,7019581,7019616,-
chr19,7055929,7055964,-
chr19,7315507,7315527,-
chr19,7483535,7483552,-
chr19,7608271,7608285,-
chr19,8020017,8020036,-
chr19,8020176,8020195,-
chr19,8712124,8712146,-
chr19,8723536,8723588,-
chr19,8757590,8757612,-
chr19,8802156,8802170,-
chr19,8819116,8819138,-
chr19,8888993,8889012,-
chr19,8926908,8926922,-
chr19,8942888,8942916,-
chr19,8954079,8954111,-
chr19,8984464,8984488,-
chr19,8989661,8989680,-
chr19,8998106,8998130,-
chr19,8998220,8998285,-
chr19,9038367,9038386,-
chr19,9038451,9038467,-
chr19,9038673,9038697,-
chr19,9055421,9055436,-
chr19,9056100,9056116,-
chr19,9065884,9065908,-
chr19,9066594,9066610,-
chr19,9135487,9135506,-
chr19,9983562,9983576,-
chr19,10204527,10204542,-
chr19,10740120,10740139,-
chr19,10747436,10747452,-
chr19,10749014,10749032,-
chr19,10752658,10752672,-
chr19,10752694,10752714,-
chr19,10777311,10777326,-
chr19,10811385,10811404,-
chr19,10811428,10811442,-
chr19,10811614,10811660,-
chr19,10813119,10813138,-
chr19,10813222,10813246,-
chr19,10829961,10829975,-
chr19,10830653,10830669,-
chr19,10949427,10949443,-
chr19,11050438,11050452,-
chr19,11050476,11050495,-
chr19,11050752,11050766,-
chr19,11052277,11052308,-
chr19,11065349,11065371,-
chr19,11065430,11065445,-
chr19,11065743,11065767,-
chr19,11065840,11065862,-
chr19,11293127,11293146,-
chr19,11293409,11293423,-
chr19,11293493,11293512,-
chr19,11355582,11355601,-
chr19,11356235,11356289,-
chr19,11356496,11356519,-
chr19,11356534,11356550,-
chr19,11362350,11362366,-
chr19,11362394,11362418,-
chr19,11362447,11362461,-
chr19,11362509,11362555,-
chr19,11362685,11362702,-
chr19,11387157,11387176,-
chr19,11418836,11418853,-
chr19,11434939,11434953,-
chr19,11435088,11435104,-
chr19,11435129,11435148,-
chr19,11435259,11435278,-
chr19,11435364,11435398,-
chr19,11435524,11435543,-
chr19,11435569,11435585,-
chr19,11435609,11435629,-
chr19,11441110,11441128,-
chr19,11443350,11443365,-
chr19,11443743,11443762,-
chr19,11447127,11447156,-
chr19,11447224,11447249,-
chr19,11458992,11459009,-
chr19,11480093,11480109,-
chr19,11482055,11482071,-
chr19,11483699,11483714,-
chr19,11483954,11483973,-
chr19,11484321,11484346,-
chr19,11485210,11485225,-
chr19,11486659,11486673,-
chr19,11487014,11487034,-
chr19,11487321,11487339,-
chr19,11488195,11488227,-
chr19,11488295,11488311,-
chr19,11488316,11488344,-
chr19,11488384,11488399,-
chr19,11488734,11488832,-
chr19,11489003,11489033,-
chr19,11489135,11489166,-
chr19,11501425,11501445,-
chr19,11501560,11501592,-
chr19,11504860,11504880,-
chr19,11505721,11505735,-
chr19,11513863,11513902,-
chr19,11516941,11516955,-
chr19,11517395,11517431,-
chr19,11518223,11518240,-
chr19,11518313,11518327,-
chr19,11519203,11519219,-
chr19,11519276,11519290,-
chr19,11519833,11519867,-
chr19,11530055,11530069,-
chr19,11530083,11530127,-
chr19,11530158,11530185,-
chr19,11589025,11589047,-
chr19,11589479,11589508,-
chr19,12010067,12010106,-
chr19,12010867,12010886,-
chr19,12010991,12011010,-
chr19,12011548,12011562,-
chr19,12012010,12012026,-
chr19,12012053,12012072,-
chr19,12012350,12012365,-
chr19,12012665,12012680,-
chr19,12466328,12466344,-
chr19,12475981,12475997,-
chr19,12476068,12476084,-
chr19,12501853,12501869,-
chr19,12517939,12517953,-
chr19,12551202,12551304,-
chr19,12551309,12551331,-
chr19,12573505,12573524,-
chr19,12796417,12796431,-
chr19,12805990,12806006,-
chr19,12806083,12806098,-
chr19,12806381,12806396,-
chr19,12806546,12806562,-
chr19,12833523,12833539,-
chr19,12834051,12834065,-
chr19,14344506,14344595,-
chr19,14388170,14388192,-
chr19,14511382,14511396,-
chr19,14597659,14597679,-
chr19,14669068,14669082,-
chr19,16086804,16086861,-
chr19,16978914,16978942,-
chr19,18615765,18615810,-
chr19,18712603,18712656,-
chr19,18712729,18712748,-
chr19,21646694,21646709,-
chr19,21713688,21713707,-
chr19,21714478,21714492,-
chr19,21737874,21737890,-
chr19,23073389,23073449,-
chr19,23323558,23323574,-
chr19,24527386,24527408,-
chr19,24643149,24643201,-
chr19,24961986,24962000,-
chr19,24962121,24962140,-
chr19,25052274,25052290,-
chr19,25052499,25052518,-
chr19,25052802,25052819,-
chr19,26606280,26606309,-
chr19,26608202,26608218,-
chr19,26609268,26609282,-
chr19,26609410,26609442,-
chr19,26643219,26643233,-
chr19,26643672,26643733,-
chr19,26644194,26644224,-
chr19,26644235,26644284,-
chr19,26645726,26645748,-
chr19,26747045,26747063,-
chr19,26747183,26747198,-
chr19,26747460,26747490,-
chr19,26748361,26748377,-
chr19,26748514,26748528,-
chr19,26748586,26748638,-
chr19,28009558,28009572,-
chr19,28672538,28672611,-
chr19,28963700,28963733,-
chr19,29064150,29064166,-
chr19,29102029,29102044,-
chr19,29194568,29194601,-
chr19,29236977,29236999,-
chr19,29367099,29367113,-
chr19,29367117,29367145,-
chr19,29367256,29367275,-
chr19,29382846,29382861,-
chr19,29418531,29418545,-
chr19,29418569,29418625,-
chr19,29418895,29418914,-
chr19,29454742,29454783,-
chr19,29475476,29475490,-
chr19,29523236,29523251,-
chr19,31210278,31210294,-
chr19,31337612,31337626,-
chr19,31337642,31337656,-
chr19,31337815,31337842,-
chr19,31338324,31338340,-
chr19,32138551,32138565,-
chr19,32138641,32138675,-
chr19,32172817,32172846,-
chr19,32182421,32182440,-
chr19,32196787,32196801,-
chr19,32197112,32197152,-
chr19,32256973,32256989,-
chr19,32257044,32257063,-
chr19,32257122,32257138,-
chr19,32257443,32257457,-
chr19,32257681,32257709,-
chr19,32266688,32266720,-
chr19,32266747,32266768,-
chr19,32267481,32267497,-
chr19,32267499,32267514,-
chr19,32276064,32276080,-
chr19,32277059,32277075,-
chr19,32293105,32293130,-
chr19,32404699,32404728,-
chr19,32409849,32409863,-
chr19,32465654,32465673,-
chr19,32465676,32465721,-
chr19,32575243,32575257,-
chr19,32755615,32755637,-
chr19,32960701,32960720,-
chr19,32990419,32990450,-
chr19,32990468,32990520,-
chr19,33012890,33012904,-
chr19,33053349,33053364,-
chr19,33081670,33081692,-
chr19,33081938,33081966,-
chr19,33101222,33101241,-
chr19,33223289,33223313,-
chr19,33265322,33265346,-
chr19,33429389,33429409,-
chr19,33429420,33429437,-
chr19,33429670,33429690,-
chr19,34012212,34012227,-
chr19,34162745,34162761,-
chr19,34167928,34167952,-
chr19,34168155,34168191,-
chr19,34168278,34168297,-
chr19,34203451,34203502,-
chr19,34244157,34244176,-
chr19,34271941,34271955,-
chr19,34271995,34272022,-
chr19,34287994,34288014,-
chr19,34291297,34291325,-
chr19,34306653,34306672,-
chr19,34510653,34510667,-
chr19,34510943,34510958,-
chr19,34511224,34511248,-
chr19,34551184,34551212,-
chr19,34562760,34562780,-
chr19,34847270,34847285,-
chr19,36083857,36083873,-
chr19,36221933,36221952,-
chr19,36221954,36221970,-
chr19,36221973,36221989,-
chr19,36242889,36242938,-
chr19,36349566,36349582,-
chr19,36477536,36477555,-
chr19,36538841,36538857,-
chr19,36555066,36555082,-
chr19,36833451,36833480,-
chr19,36834911,36834965,-
chr19,36834972,36834996,-
chr19,36973302,36973368,-
chr19,37208137,37208181,-
chr19,37375717,37375754,-
chr19,37551098,37551112,-
chr19,37560131,37560147,-
chr19,37560552,37560568,-
chr19,37560649,37560681,-
chr19,38401675,38401689,-
chr19,40257325,40257342,-
chr19,40268029,40268043,-
chr19,40270879,40270901,-
chr19,40818846,40818867,-
chr19,40818993,40819040,-
chr19,40819065,40819087,-
chr19,40819256,40819297,-
chr19,41027464,41027508,-
chr19,41027513,41027539,-
chr19,41027683,41027709,-
chr19,41030671,41030690,-
chr19,41030747,41030761,-
chr19,41031785,41031813,-
chr19,41354959,41354979,-
chr19,41482072,41482097,-
chr19,41802257,41802271,-
chr19,41848920,41848952,-
chr19,42088944,42088986,-
chr19,42089385,42089404,-
chr19,42089826,42089849,-
chr19,42089995,42090009,-
chr19,42090033,42090048,-
chr19,44107623,44107655,-
chr19,44135941,44136007,-
chr19,44199045,44199097,-
chr19,44248486,44248500,-
chr19,44254168,44254235,-
chr19,44266740,44266759,-
chr19,44266774,44266790,-
chr19,44281255,44281297,-
chr19,44294183,44294199,-
chr19,44562810,44562825,-
chr19,44563256,44563289,-
chr19,45260192,45260239,-
chr19,45780880,45780894,-
chr19,45783614,45783628,-
chr19,45784067,45784081,-
chr19,45844895,45844910,-
chr19,45998717,45998748,-
chr19,46152305,46152321,-
chr19,46355899,46355921,-
chr19,46356238,46356254,-
chr19,46356264,46356279,-
chr19,46454411,46454431,-
chr19,46470739,46470761,-
chr19,46479017,46479033,-
chr19,46500536,46500557,-
chr19,46500708,46500751,-
chr19,46500752,46500766,-
chr19,46503263,46503289,-
chr19,46511242,46511271,-
chr19,46598603,46598625,-
chr19,46598712,46598734,-
chr19,46606665,46606681,-
chr19,46759225,46759249,-
chr19,47432782,47432811,-
chr19,47432813,47432850,-
chr19,47449474,47449502,-
chr19,47450203,47450227,-
chr19,47731100,47731114,-
chr19,47865330,47865344,-
chr19,47882891,47882915,-
chr19,47887340,47887364,-
chr19,47888077,47888124,-
chr19,53163177,53163191,-
chr19,53163394,53163408,-
chr19,53184423,53184437,-
chr19,53185476,53185492,-
chr19,53186143,53186157,-
chr19,53187463,53187488,-
chr19,53187799,53187825,-
chr19,53188015,53188029,-
chr19,53188410,53188432,-
chr19,53188581,53188605,-
chr19,53193680,53193696,-
chr19,53194628,53194647,-
chr19,53196555,53196672,-
chr19,53311412,53311502,-
chr19,53312727,53312760,-
chr19,53313692,53313706,-
chr19,53314049,53314105,-
chr19,53328919,53328977,-
chr19,53328987,53329002,-
chr19,53329008,53329046,-
chr19,53329056,53329071,-
chr19,53424387,53424412,-
chr19,53441372,53441391,-
chr19,53441614,53441659,-
chr19,53443647,53443663,-
chr19,53461681,53461707,-
chr19,53465260,53465278,-
chr19,53528431,53528466,-
chr19,53535278,53535298,-
chr19,53535355,53535409,-
chr19,53539380,53539395,-
chr19,53539525,53539553,-
chr19,53539639,53539663,-
chr19,53578869,53578891,-
chr19,53600938,53600954,-
chr19,53601077,53601099,-
chr19,53804659,53804702,-
chr19,53805432,53805451,-
chr19,53808620,53808650,-
chr19,53809728,53809751,-
chr19,53888424,53888438,-
chr19,53889430,53889464,-
chr19,53890373,53890397,-
chr19,53890940,53890959,-
chr19,53891393,53891432,-
chr19,53891675,53891697,-
chr19,53892805,53892837,-
chr19,53894202,53894226,-
chr19,53894709,53894723,-
chr19,53904187,53904234,-
chr19,53904628,53904643,-
chr19,53904888,53904928,-
chr19,53905090,53905105,-
chr19,53906309,53906323,-
chr19,53906333,53906347,-
chr19,55316211,55316230,-
chr19,55741997,55742028,-
chr19,55742031,55742060,-
chr19,55742275,55742295,-
chr19,55915530,55915549,-
chr19,55915996,55916012,-
chr19,56617027,56617229,-
chr19,56617235,56617364,-
chr19,56617365,56617424,-
chr19,56617427,56617532,-
chr19,56617538,56617631,-
chr19,56617646,56617700,-
chr19,56685446,56685466,-
chr19,56685500,56685524,-
chr19,56685567,56685586,-
chr19,56685858,56685882,-
chr19,56821394,56821408,-
chr19,57072939,57072953,-
chr19,57073291,57073315,-
chr19,57073376,57073391,-
chr19,57082919,57082933,-
chr19,57093926,57093940,-
chr19,57095378,57095413,-
chr19,57100445,57100461,-
chr19,57113716,57113748,-
chr19,57117551,57117582,-
chr19,57123161,57123195,-
chr19,57343745,57343764,-
chr19,57344243,57344257,-
chr19,57344424,57344440,-
chr19,57355010,57355033,-
chr19,57358370,57358389,-
chr19,57359623,57359637,-
chr19,57360040,57360055,-
chr19,57361559,57361578,-
chr19,57411751,57411771,-
chr19,57994638,57994654,-
chr19,58095994,58096028,-
chr19,58238354,58238378,-
chr19,59926425,59926466,-
chr19,59926476,59926492,-
chr19,59942998,59943065,-
chr19,60226800,60226872,-
chr19,60226894,60226908,-
chr19,60580345,60580360,-
chr19,60581338,60581375,-
chr19,60757488,60757504,-
chr19,60811382,60811396,-
chr19,60874819,60874838,-
chr19,60889991,60890010,-
chr2,3338309,3338331,+
chr2,3513523,3513542,+
chr2,3703700,3703719,+
chr2,3703831,3703923,+
chr2,3713102,3713118,+
chr2,3713261,3713280,+
chr2,3719555,3719577,+
chr2,3731382,3731426,+
chr2,3732073,3732088,+
chr2,3764360,3764382,+
chr2,3800108,3800124,+
chr2,4559328,4559347,+
chr2,4559586,4559605,+
chr2,4581101,4581132,+
chr2,4587413,4587432,+
chr2,4588774,4588789,+
chr2,4652348,4652362,+
chr2,4879959,4879990,+
chr2,4881261,4881275,+
chr2,4882874,4882893,+
chr2,4917871,4917887,+
chr2,5486888,5486907,+
chr2,5713353,5713377,+
chr2,6279803,6279822,+
chr2,6672483,6672502,+
chr2,6672577,6672611,+
chr2,6672811,6672844,+
chr2,6680747,6680805,+
chr2,6681432,6681451,+
chr2,6681563,6681582,+
chr2,6681859,6681873,+
chr2,6686562,6686576,+
chr2,6703650,6703665,+
chr2,6703813,6703835,+
chr2,6704004,6704046,+
chr2,6707138,6707164,+
chr2,6707253,6707268,+
chr2,6721755,6721779,+
chr2,6723283,6723335,+
chr2,9341978,9341994,+
chr2,9342271,9342286,+
chr2,9520138,9520152,+
chr2,9520415,9520429,+
chr2,9592823,9592842,+
chr2,9595303,9595336,+
chr2,9677119,9677137,+
chr2,9677223,9677253,+
chr2,9677366,9677385,+
chr2,9677410,9677426,+
chr2,9677435,9677454,+
chr2,9681551,9681565,+
chr2,9684020,9684039,+
chr2,9749688,9749730,+
chr2,9873119,9873133,+
chr2,9873142,9873161,+
chr2,9875975,9875989,+
chr2,9876341,9876371,+
chr2,9876814,9876833,+
chr2,9876868,9876884,+
chr2,9877149,9877166,+
chr2,9878289,9878327,+
chr2,9878361,9878377,+
chr2,10015198,10015220,+
chr2,10015404,10015418,+
chr2,10315219,10315235,+
chr2,11016475,11016490,+
chr2,11016861,11016881,+
chr2,11016920,11016942,+
chr2,11117912,11117932,+
chr2,11118480,11118499,+
chr2,11119247,11119266,+
chr2,11161565,11161594,+
chr2,11170070,11170084,+
chr2,11170524,11170538,+
chr2,11171951,11171985,+
chr2,11172604,11172623,+
chr2,11172783,11172818,+
chr2,11174983,11175007,+
chr2,11180908,11180922,+
chr2,11186862,11186876,+
chr2,11187532,11187551,+
chr2,11189397,11189417,+
chr2,11190053,11190067,+
chr2,11190236,11190252,+
chr2,11190709,11190725,+
chr2,11190960,11190976,+
chr2,11191242,11191261,+
chr2,11191276,11191292,+
chr2,11194281,11194305,+
chr2,11195275,11195294,+
chr2,11195372,11195412,+
chr2,11202585,11202604,+
chr2,11203455,11203470,+
chr2,11205536,11205552,+
chr2,11254243,11254262,+
chr2,11254631,11254650,+
chr2,11254942,11254974,+
chr2,11266226,11266240,+
chr2,11266700,11266733,+
chr2,11266869,11266885,+
chr2,11266935,11266950,+
chr2,11375577,11375652,+
chr2,11375659,11375674,+
chr2,11575352,11575401,+
chr2,11575495,11575513,+
chr2,11619944,11619964,+
chr2,11635785,11635813,+
chr2,11635843,11635867,+
chr2,11635903,11635919,+
chr2,11642745,11642759,+
chr2,11653273,11653288,+
chr2,11658315,11658333,+
chr2,11658360,11658376,+
chr2,11658920,11658948,+
chr2,11705730,11705752,+
chr2,12418076,12418091,+
chr2,12418593,12418608,+
chr2,12440036,12440052,+
chr2,13166875,13166976,+
chr2,13233107,13233137,+
chr2,13233237,13233253,+
chr2,13233639,13233658,+
chr2,13413356,13413390,+
chr2,13413540,13413554,+
chr2,13481480,13481533,+
chr2,13481594,13481613,+
chr2,13558485,13558500,+
chr2,13558888,13558907,+
chr2,13719124,13719140,+
chr2,13757374,13757389,+
chr2,13758182,13758196,+
chr2,13759830,13759849,+
chr2,13759953,13759968,+
chr2,13760298,13760314,+
chr2,13760629,13760648,+
chr2,15056029,15056044,+
chr2,17363631,17363645,+
chr2,17363678,17363697,+
chr2,17363800,17363814,+
chr2,17671753,17671772,+
chr2,18393062,18393077,+
chr2,18609689,18609708,+
chr2,18821620,18821634,+
chr2,18873433,18873476,+
chr2,18916051,18916119,+
chr2,18917385,18917399,+
chr2,18917958,18918007,+
chr2,18918211,18918227,+
chr2,18918242,18918262,+
chr2,18923747,18923769,+
chr2,18923986,18924006,+
chr2,18942999,18943013,+
chr2,18951490,18951506,+
chr2,18951532,18951552,+
chr2,18951660,18951676,+
chr2,18951690,18951706,+
chr2,18951812,18951828,+
chr2,18951844,18951860,+
chr2,18952228,18952243,+
chr2,18957855,18957869,+
chr2,18957897,18957919,+
chr2,18983476,18983492,+
chr2,19062456,19062470,+
chr2,19062527,19062607,+
chr2,19300732,19300746,+
chr2,19300776,19300798,+
chr2,19371397,19371422,+
chr2,19388683,19388702,+
chr2,19729155,19729171,+
chr2,20961773,20961867,+
chr2,21222635,21222650,+
chr2,21222818,21222834,+
chr2,22721955,22721969,+
chr2,22784438,22784453,+
chr2,22784756,22784780,+
chr2,22787330,22787345,+
chr2,22796125,22796139,+
chr2,22796858,22796872,+
chr2,22804694,22804708,+
chr2,22804916,22804936,+
chr2,22804984,22805004,+
chr2,22805007,22805027,+
chr2,22816225,22816247,+
chr2,22816583,22816609,+
chr2,22962335,22962350,+
chr2,23067599,23067615,+
chr2,23156593,23156623,+
chr2,23468481,23468495,+
chr2,23468538,23468556,+
chr2,24386132,24386174,+
chr2,24747870,24747886,+
chr2,24747891,24747906,+
chr2,24748018,24748034,+
chr2,24830563,24830612,+
chr2,24830869,24830884,+
chr2,24830909,24830928,+
chr2,25225180,25225195,+
chr2,25225482,25225506,+
chr2,25228740,25228756,+
chr2,25258991,25259040,+
chr2,25461429,25461453,+
chr2,25534148,25534164,+
chr2,25547271,25547295,+
chr2,25549665,25549679,+
chr2,25620713,25620729,+
chr2,26022292,26022306,+
chr2,26315327,26315346,+
chr2,26494184,26494201,+
chr2,26503143,26503162,+
chr2,26604163,26604178,+
chr2,26623061,26623076,+
chr2,26640201,26640216,+
chr2,26663159,26663174,+
chr2,26668376,26668391,+
chr2,26669092,26669108,+
chr2,26697396,26697416,+
chr2,26740327,26740357,+
chr2,26740573,26740602,+
chr2,26744644,26744658,+
chr2,26753506,26753520,+
chr2,26936442,26936463,+
chr2,27539734,27539777,+
chr2,27539790,27539806,+
chr2,27540203,27540217,+
chr2,28467721,28467797,+
chr2,28507236,28507250,+
chr2,28507411,28507430,+
chr2,28517985,28517999,+
chr2,28526211,28526225,+
chr2,28583435,28583451,+
chr2,28640573,28640587,+
chr2,28863568,28863587,+
chr2,29097071,29097087,+
chr2,29102114,29102184,+
chr2,29102522,29102585,+
chr2,29111085,29111104,+
chr2,29124314,29124328,+
chr2,29624337,29624352,+
chr2,29662303,29662323,+
chr2,29670410,29670424,+
chr2,29670655,29670690,+
chr2,29787382,29787416,+
chr2,29787457,29787476,+
chr2,29802368,29802395,+
chr2,30096227,30096242,+
chr2,30128876,30128890,+
chr2,30129104,30129118,+
chr2,30245484,30245498,+
chr2,30245505,30245527,+
chr2,30248573,30248592,+
chr2,30252449,30252464,+
chr2,30254409,30254436,+
chr2,30261356,30261388,+
chr2,30363773,30363812,+
chr2,30415931,30415972,+
chr2,30464293,30464309,+
chr2,30464462,30464491,+
chr2,30464761,30464777,+
chr2,30590957,30590972,+
chr2,30594953,30594973,+
chr2,30658341,30658356,+
chr2,30942557,30942581,+
chr2,30942607,30942636,+
chr2,30952791,30952819,+
chr2,31062332,31062364,+
chr2,31066406,31066452,+
chr2,31081561,31081583,+
chr2,31088132,31088158,+
chr2,31114996,31115027,+
chr2,31116174,31116196,+
chr2,31119038,31119085,+
chr2,31131146,31131165,+
chr2,31134125,31134141,+
chr2,31138769,31138801,+
chr2,31140439,31140478,+
chr2,31143168,31143187,+
chr2,31143270,31143292,+
chr2,31143313,31143332,+
chr2,31151017,31151048,+
chr2,31825332,31825354,+
chr2,31998678,31998704,+
chr2,31998763,31998779,+
chr2,32037733,32037751,+
chr2,32044750,32044766,+
chr2,32058657,32058672,+
chr2,32060274,32060293,+
chr2,32061186,32061202,+
chr2,32061450,32061469,+
chr2,32061788,32061823,+
chr2,32062180,32062206,+
chr2,32062970,32062984,+
chr2,32065526,32065555,+
chr2,32072876,32072895,+
chr2,32073817,32073849,+
chr2,32075051,32075082,+
chr2,32076243,32076263,+
chr2,32076551,32076567,+
chr2,32077468,32077485,+
chr2,32077776,32077835,+
chr2,32081410,32081429,+
chr2,32138113,32138127,+
chr2,32152476,32152495,+
chr2,32154888,32154908,+
chr2,32165343,32165362,+
chr2,32289828,32289854,+
chr2,32491486,32491502,+
chr2,32492666,32492709,+
chr2,32492798,32492822,+
chr2,32492987,32493006,+
chr2,32493262,32493278,+
chr2,32494346,32494390,+
chr2,32495865,32495879,+
chr2,32496541,32496556,+
chr2,32499554,32499570,+
chr2,32534727,32534741,+
chr2,32542720,32542736,+
chr2,32637687,32637721,+
chr2,32713963,32713991,+
chr2,32715540,32715566,+
chr2,32721891,32721907,+
chr2,32725529,32725544,+
chr2,32725699,32725721,+
chr2,32726106,32726138,+
chr2,32834493,32834520,+
chr2,32834565,32834581,+
chr2,33302949,33302968,+
chr2,33371822,33371845,+
chr2,33468806,33468825,+
chr2,33908108,33908140,+
chr2,34615002,34615016,+
chr2,34615131,34615160,+
chr2,34615168,34615187,+
chr2,34615304,34615318,+
chr2,34689577,34689635,+
chr2,34689835,34689849,+
chr2,34963277,34963291,+
chr2,34969625,34969668,+
chr2,34970742,34970761,+
chr2,34979722,34979767,+
chr2,35406597,35406616,+
chr2,35422646,35422662,+
chr2,35453944,35453958,+
chr2,35453992,35454007,+
chr2,35461396,35461415,+
chr2,35461655,35461677,+
chr2,36137032,36137046,+
chr2,37423399,37423421,+
chr2,37735239,37735253,+
chr2,38064553,38064588,+
chr2,38064599,38064614,+
chr2,38071919,38071938,+
chr2,38072317,38072331,+
chr2,38223027,38223050,+
chr2,38229142,38229167,+
chr2,38229236,38229255,+
chr2,38229517,38229536,+
chr2,38318971,38318993,+
chr2,38319068,38319112,+
chr2,38320821,38320844,+
chr2,38824475,38824495,+
chr2,39027593,39027614,+
chr2,39027710,39027781,+
chr2,39027875,39027928,+
chr2,39028065,39028085,+
chr2,39052401,39052477,+
chr2,39064435,39064520,+
chr2,39064729,39064744,+
chr2,39395117,39395185,+
chr2,43722902,43722916,+
chr2,43727686,43727705,+
chr2,43728007,43728026,+
chr2,43737653,43737667,+
chr2,43739268,43739284,+
chr2,43749250,43749283,+
chr2,43755405,43755424,+
chr2,43756654,43756673,+
chr2,43756763,43756782,+
chr2,43900620,43900644,+
chr2,43900688,43900722,+
chr2,43900911,43900927,+
chr2,43992613,43992661,+
chr2,48322551,48322573,+
chr2,48322705,48322729,+
chr2,48333077,48333096,+
chr2,48469798,48469812,+
chr2,48510432,48510446,+
chr2,48510757,48510777,+
chr2,48510786,48510822,+
chr2,48950451,48950465,+
chr2,49417202,49417243,+
chr2,49733861,49733876,+
chr2,49734464,49734482,+
chr2,49838164,49838203,+
chr2,49838225,49838241,+
chr2,49846794,49846808,+
chr2,49847885,49847901,+
chr2,50296316,50296330,+
chr2,51935323,51935339,+
chr2,51971658,51971673,+
chr2,51971926,51971945,+
chr2,51971983,51972002,+
chr2,51972524,51972588,+
chr2,52072471,52072526,+
chr2,52252297,52252312,+
chr2,52314884,52314911,+
chr2,52315319,52315338,+
chr2,52315597,52315631,+
chr2,52315634,52315667,+
chr2,52409450,52409496,+
chr2,52572133,52572147,+
chr2,52572217,52572246,+
chr2,57117799,57117819,+
chr2,57174851,57174875,+
chr2,57182222,57182244,+
chr2,57182299,57182313,+
chr2,57407568,57407587,+
chr2,58123812,58123826,+
chr2,58135853,58135869,+
chr2,58136061,58136080,+
chr2,58137356,58137375,+
chr2,58138972,58138988,+
chr2,58139031,58139045,+
chr2,58139369,58139383,+
chr2,58139479,58139509,+
chr2,58149402,58149424,+
chr2,58155693,58155715,+
chr2,58156156,58156175,+
chr2,58156477,58156496,+
chr2,58156912,58156926,+
chr2,58157118,58157146,+
chr2,58159452,58159468,+
chr2,58159559,58159573,+
chr2,58160268,58160307,+
chr2,58160388,58160412,+
chr2,58179058,58179072,+
chr2,58179199,58179215,+
chr2,58179756,58179778,+
chr2,58619213,58619240,+
chr2,58619270,58619285,+
chr2,58822729,58822754,+
chr2,58844412,58844426,+
chr2,58906638,58906675,+
chr2,58907546,58907588,+
chr2,59244694,59244708,+
chr2,59338872,59338898,+
chr2,59353107,59353126,+
chr2,59353314,59353333,+
chr2,59438457,59438487,+
chr2,59440748,59440772,+
chr2,59440894,59440910,+
chr2,59449273,59449287,+
chr2,59449294,59449343,+
chr2,59449452,59449480,+
chr2,59449866,59449885,+
chr2,59468521,59468537,+
chr2,59471783,59471797,+
chr2,59472212,59472238,+
chr2,59473761,59473780,+
chr2,59474128,59474163,+
chr2,59474742,59474773,+
chr2,59474909,59474925,+
chr2,59475059,59475126,+
chr2,59475176,59475194,+
chr2,59475647,59475679,+
chr2,59476010,59476039,+
chr2,59488332,59488355,+
chr2,59513593,59513613,+
chr2,59882064,59882084,+
chr2,59882143,59882170,+
chr2,60018635,60018654,+
chr2,60019738,60019770,+
chr2,60037015,60037032,+
chr2,60200342,60200356,+
chr2,60204504,60204518,+
chr2,60209508,60209527,+
chr2,60299266,60299344,+
chr2,60381454,60381492,+
chr2,60382515,60382534,+
chr2,60739576,60739598,+
chr2,60750373,60750395,+
chr2,60750771,60750848,+
chr2,60775009,60775029,+
chr2,60810608,60810643,+
chr2,60810673,60810696,+
chr2,60811121,60811140,+
chr2,60868171,60868185,+
chr2,60868582,60868615,+
chr2,60880490,60880528,+
chr2,60904443,60904471,+
chr2,60904528,60904544,+
chr2,60923024,60923040,+
chr2,61051880,61051896,+
chr2,61484209,61484228,+
chr2,61492102,61492126,+
chr2,61492197,61492212,+
chr2,61513799,61513818,+
chr2,61593834,61593868,+
chr2,61803755,61803769,+
chr2,62390294,62390308,+
chr2,62395486,62395500,+
chr2,62408940,62408965,+
chr2,62409405,62409421,+
chr2,62471834,62471875,+
chr2,65182922,65182936,+
chr2,65183052,65183072,+
chr2,65189177,65189191,+
chr2,65189203,65189218,+
chr2,65193537,65193557,+
chr2,65342033,65342060,+
chr2,65342784,65342807,+
chr2,65342945,65342961,+
chr2,65414293,65414307,+
chr2,65414653,65414677,+
chr2,65551616,65551642,+
chr2,65552021,65552040,+
chr2,68382575,68382594,+
chr2,68382867,68382886,+
chr2,68471463,68471493,+
chr2,68501627,68501642,+
chr2,68876010,68876024,+
chr2,68876330,68876350,+
chr2,68881492,68881547,+
chr2,68894146,68894164,+
chr2,68932221,68932235,+
chr2,68932726,68932746,+
chr2,68932770,68932784,+
chr2,69634985,69635004,+
chr2,69779010,69779040,+
chr2,69861306,69861333,+
chr2,69861337,69861356,+
chr2,69861408,69861430,+
chr2,70661134,70661157,+
chr2,70810198,70810214,+
chr2,70810293,70810308,+
chr2,70833382,70833400,+
chr2,70835650,70835679,+
chr2,70836050,70836069,+
chr2,70836193,70836209,+
chr2,70836239,70836254,+
chr2,70852462,70852492,+
chr2,70922738,70922773,+
chr2,70930862,70930878,+
chr2,70933188,70933207,+
chr2,71032118,71032138,+
chr2,71032281,71032302,+
